partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Kongsberg Senterparti;6;604;Kommune;2011;1094;8,9;3;2012;1278,00;12821,68;14099,68
Kongsberg Sv;6;604;Kommune;2011;444;3,6;1;2012;1278,00;5203,68;6481,68
KONGSBERG VENSTRE;6;604;Kommune;2011;2169;17,6;6;2012;1278,00;25420,68;26698,68
Ringerike  Arbeiderparti;6;605;Kommune;2011;5058;37,4;16;2012;1278,00;59279,76;60557,76
Ringerike Fremskrittsparti;6;605;Kommune;2011;1755;13;6;2012;1278,00;20568,60;21846,60
Ringerike Høyre;6;605;Kommune;2011;3669;27,1;11;2012;1278,00;43000,68;44278,68
Ringerike KrF;6;605;Kommune;2011;376;2,8;1;2012;1278,00;4406,72;5684,72
SOLIDARITETSLISTA AV SV, RØDT OG UAVHENGIGE;6;605;Kommune;2011;1007;7,5;3;2012;1278,00;11802,04;13080,04
Ringerike Senterparti;6;605;Kommune;2011;826;6,1;3;2012;1278,00;9680,72;10958,72
RINGERIKE VENSTRE;6;605;Kommune;2011;824;6,1;3;2012;1278,00;9657,28;10935,28
Hole Fremskrittsparti;6;612;Kommune;2011;227;7,2;2;2012;1278,00;2660,44;3938,44
Hole Høyre;6;612;Kommune;2011;1691;53,5;12;2012;1278,00;19818,52;21096,52
Hole Senterparti;6;612;Kommune;2011;250;7,9;2;2012;1278,00;2930,00;4208,00
Hole Sv;6;612;Kommune;2011;136;4,3;1;2012;1278,00;1593,92;2871,92
Flå  Arbeiderparti;6;615;Kommune;2011;94;15,3;2;2012;1278,00;1101,68;2379,68
Flå Fremskrittsparti;6;615;Kommune;2011;64;10,4;1;2012;1278,00;750,08;2028,08
Nes  Arbeiderparti;6;616;Kommune;2011;389;23,2;5;2012;1278,00;4559,08;5837,08
Nes FrP;6;616;Kommune;2011;58;3,5;1;2012;1278,00;679,76;1957,76
Nes Høyre;6;616;Kommune;2011;480;28,6;6;2012;1278,00;5625,60;6903,60
Nes Senterparti;6;616;Kommune;2011;354;21,1;4;2012;1278,00;4148,88;5426,88
Gol  Arbeidarparti;6;617;Kommune;2011;695;32,3;7;2012;1278,00;8145,40;9423,40
Gol Framstegsparti;6;617;Kommune;2011;227;10,5;2;2012;1278,00;2660,44;3938,44
Gol Høgre;6;617;Kommune;2011;470;21,8;4;2012;1278,00;5508,40;6786,40
Gol KrF;6;617;Kommune;2011;104;4,8;1;2012;1278,00;1218,88;2496,88
Gol Senterparti;6;617;Kommune;2011;289;13,4;3;2012;1278,00;3387,08;4665,08
Gol Sv;6;617;Kommune;2011;98;4,5;1;2012;1278,00;1148,56;2426,56
GOL VENSTRE;6;617;Kommune;2011;271;12,6;3;2012;1278,00;3176,12;4454,12
Hemsedal  Arbeidarparti;6;618;Kommune;2011;168;14;2;2012;1278,00;1968,96;3246,96
Hemsedal Framstegsparti;6;618;Kommune;2011;146;12,2;2;2012;1278,00;1711,12;2989,12
Hemsedal Høgre;6;618;Kommune;2011;299;25;5;2012;1278,00;3504,28;4782,28
Hemsedal KrF;6;618;Kommune;2011;160;13,4;2;2012;1278,00;1875,20;3153,20
Hemsedal Senterparti;6;618;Kommune;2011;352;29,4;5;2012;1278,00;4125,44;5403,44
Ål og Torpo Arbeidarparti;6;619;Kommune;2011;531;22;5;2012;1278,00;6223,32;7501,32
Ål Framstegsparti;6;619;Kommune;2011;151;6,3;2;2012;1278,00;1769,72;3047,72
Ål Høgre;6;619;Kommune;2011;419;17,4;4;2012;1278,00;4910,68;6188,68
Ål KrF;6;619;Kommune;2011;240;10;3;2012;1278,00;2812,80;4090,80
Ål Senterparti;6;619;Kommune;2011;578;24;6;2012;1278,00;6774,16;8052,16
Ål Sv;6;619;Kommune;2011;85;3,5;1;2012;1278,00;996,20;2274,20
ÅL VENSTRE;6;619;Kommune;2011;407;16,9;4;2012;1278,00;4770,04;6048,04
Hol  Arbeidarparti;6;620;Kommune;2011;852;36,2;8;2012;1278,00;9985,44;11263,44
Hol Framstegsparti;6;620;Kommune;2011;159;6,7;1;2012;1278,00;1863,48;3141,48
Hol Høgre;6;620;Kommune;2011;905;38,4;8;2012;1278,00;10606,60;11884,60
Hol Senterparti;6;620;Kommune;2011;221;9,4;2;2012;1278,00;2590,12;3868,12
HOL VENSTRE;6;620;Kommune;2011;110;4,7;1;2012;1278,00;1289,20;2567,20
Sigdal og Eggedal Arb.P.;6;621;Kommune;2011;298;16,7;3;2012;1278,00;3492,56;4770,56
Sigdal Fremskrittsparti;6;621;Kommune;2011;105;5,9;1;2012;1278,00;1230,60;2508,60
Sigdal og Eggedal Høyre;6;621;Kommune;2011;337;18,9;4;2012;1278,00;3949,64;5227,64
Sigdal Senterparti;6;621;Kommune;2011;740;41,5;9;2012;1278,00;8672,80;9950,80
SIGDAL VENSTRE;6;621;Kommune;2011;301;16,9;4;2012;1278,00;3527,72;4805,72
Krødsherad  Arbeiderparti;6;622;Kommune;2011;462;40,5;7;2012;1278,00;5414,64;6692,64
Krødsherad Fremskrittsparti;6;622;Kommune;2011;26;2,3;0;2012;0,00;304,72;304,72
Krødsherad Høyre;6;622;Kommune;2011;179;15,7;3;2012;1278,00;2097,88;3375,88
Modum  Arbeiderparti;6;623;Kommune;2011;2377;38,7;14;2012;1278,00;27858,44;29136,44
Modum Fremskrittsparti;6;623;Kommune;2011;765;12,5;5;2012;1278,00;8965,80;10243,80
Modum Høyre;6;623;Kommune;2011;934;15,2;5;2012;1278,00;10946,48;12224,48
Modum KrF;6;623;Kommune;2011;226;3,7;1;2012;1278,00;2648,72;3926,72
Modum Senterparti;6;623;Kommune;2011;1077;17,5;6;2012;1278,00;12622,44;13900,44
MODUM VENSTRE;6;623;Kommune;2011;184;3;1;2012;1278,00;2156,48;3434,48
Øvre Eiker Arbeiderparti;6;624;Kommune;2011;2257;28,9;11;2012;1278,00;26452,04;27730,04
Øvre Eiker Fremskrittsparti;6;624;Kommune;2011;770;9,9;4;2012;1278,00;9024,40;10302,40
Øvre Eiker Høyre;6;624;Kommune;2011;3287;42,1;15;2012;1278,00;38523,64;39801,64
Øvre Eiker Rødt;6;624;Kommune;2011;46;0,6;0;2012;0,00;539,12;539,12
Øvre Eiker Senterparti;6;624;Kommune;2011;747;9,6;4;2012;1278,00;8754,84;10032,84
Øvre Eiker Sv;6;624;Kommune;2011;290;3,7;1;2012;1278,00;3398,80;4676,80
ØVRE EIKER VENSTRE;6;624;Kommune;2011;152;1,9;1;2012;1278,00;1781,44;3059,44
Nedre Eiker Arbeiderparti;6;625;Kommune;2011;4274;41,9;15;2012;1278,00;50091,28;51369,28
Nedre Eiker Fremskrittsparti;6;625;Kommune;2011;1292;12,7;5;2012;1278,00;15142,24;16420,24
Nedre Eiker Høyre;6;625;Kommune;2011;3463;33,9;12;2012;1278,00;40586,36;41864,36
Nedre Eiker KrF;6;625;Kommune;2011;426;4,2;1;2012;1278,00;4992,72;6270,72
Nedre Eiker Rødt;6;625;Kommune;2011;57;0,6;0;2012;0,00;668,04;668,04
NEDRE EIKER VENSTRE;6;625;Kommune;2011;286;2,8;1;2012;1278,00;3351,92;4629,92
Lier  Arbeiderparti;6;626;Kommune;2011;3714;32,1;16;2012;1278,00;43528,08;44806,08
Lier Fremskrittsparti;6;626;Kommune;2011;1168;10,1;5;2012;1278,00;13688,96;14966,96
Lier Høyre;6;626;Kommune;2011;4621;39,9;20;2012;1278,00;54158,12;55436,12
Lier KrF;6;626;Kommune;2011;342;3;2;2012;1278,00;4008,24;5286,24
Lier Rødt;6;626;Kommune;2011;68;0,6;0;2012;0,00;796,96;796,96
Lier Senterparti;6;626;Kommune;2011;562;4,9;2;2012;1278,00;6586,64;7864,64
Lier Sv;6;626;Kommune;2011;386;3,3;2;2012;1278,00;4523,92;5801,92
LIER VENSTRE;6;626;Kommune;2011;470;4,1;2;2012;1278,00;5508,40;6786,40
Røyken  Arbeiderparti;6;627;Kommune;2011;2738;29,5;8;2012;1278,00;32089,36;33367,36
Røyken Fremskrittsparti;6;627;Kommune;2011;1039;11,2;3;2012;1278,00;12177,08;13455,08
Røyken Høyre;6;627;Kommune;2011;4061;43,8;13;2012;1278,00;47594,92;48872,92
Røyken KrF;6;627;Kommune;2011;212;2,3;0;2012;0,00;2484,64;2484,64
Rødt Røyken;6;627;Kommune;2011;107;1,2;0;2012;0,00;1254,04;1254,04
Røyken Senterparti;6;627;Kommune;2011;184;2;0;2012;0,00;2156,48;2156,48
RØYKEN VENSTRE;6;627;Kommune;2011;573;6,2;2;2012;1278,00;6715,56;7993,56
Hurum  Arbeiderparti;6;628;Kommune;2011;1376;30;9;2012;1278,00;16126,72;17404,72
Hurum Fremskrittsparti;6;628;Kommune;2011;430;9,4;3;2012;1278,00;5039,60;6317,60
Hurum Høyre;6;628;Kommune;2011;1868;40,8;12;2012;1278,00;21892,96;23170,96
Hurum KrF;6;628;Kommune;2011;132;2,9;1;2012;1278,00;1547,04;2825,04
Hurum Senterparti;6;628;Kommune;2011;176;3,8;1;2012;1278,00;2062,72;3340,72
Hurum Sv;6;628;Kommune;2011;202;4,4;1;2012;1278,00;2367,44;3645,44
HURUM VENSTRE;6;628;Kommune;2011;338;7,4;2;2012;1278,00;3961,36;5239,36
Flesberg  Arbeiderparti;6;631;Kommune;2011;281;20,8;4;2012;1278,00;3293,32;4571,32
Flesberg Fremskrittsparti;6;631;Kommune;2011;290;21,5;5;2012;1278,00;3398,80;4676,80
Flesberg Høyre;6;631;Kommune;2011;470;34,8;7;2012;1278,00;5508,40;6786,40
Flesberg Senterparti;6;631;Kommune;2011;263;19,5;4;2012;1278,00;3082,36;4360,36
FLESBERG VENSTRE;6;631;Kommune;2011;46;3,4;1;2012;1278,00;539,12;1817,12
Rollag og Veggli Arb.parti;6;632;Kommune;2011;290;38,8;7;2012;1278,00;3398,80;4676,80
Rollag og Veggli Høyre;6;632;Kommune;2011;192;25,7;4;2012;1278,00;2250,24;3528,24
Nore og Uvdal Arb.parti;6;633;Kommune;2011;436;32,6;8;2012;1278,00;5109,92;6387,92
Nore og Uvdal Fremskrittsparti;6;633;Kommune;2011;175;13,1;3;2012;1278,00;2051,00;3329,00
Nore og Uvdal Høyre;6;633;Kommune;2011;253;18,9;4;2012;1278,00;2965,16;4243,16
Nore og Uvdal Senterparti;6;633;Kommune;2011;422;31,6;7;2012;1278,00;4945,84;6223,84
Vestfold Arbeiderparti;7;700;Fylke;2011;33823;31,9;13;2012;46570,00;919985,60;966555,60
Vestfold AUF;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;290539,57;290539,57
Vestfold Fremskrittsparti;7;700;Fylke;2011;13482;12,7;5;2012;46570,00;366710,40;413280,40
Vestfold Fremskrittpartis Ungdom;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;115810,38;115810,38
Vestfold Høyre;7;700;Fylke;2011;35620;33,6;14;2012;46570,00;968864,00;1015434,00
Vestfold Unge Høyre;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;305975,80;305975,80
Vestfold Kristelig Folkeparti;7;700;Fylke;2011;5325;5;2;2012;46570,00;144840,00;191410,00
Vestfold Kristelig Folkepartis Ungdom;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;45741,75;45741,75
Kystpartiet i Vestfold;7;700;Fylke;2011;258;0,2;0;2012;0,00;7017,60;7017,60
Miljøpartiet De Grønne;7;700;Fylke;2011;1134;1,1;0;2012;0,00;30844,80;30844,80
Vestfold Rød Ungdom;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;12893,59;12893,59
Vestfold Senterparti;7;700;Fylke;2011;3953;3,7;1;2012;46570,00;107521,60;154091,60
Vestfold Senterungdom;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;33956,27;33956,27
Vestfold Sv;7;700;Fylke;2011;4022;3,8;2;2012;46570,00;109398,40;155968,40
Vestfold SU;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;34548,98;34548,98
VESTFOLD VENSTRE;7;700;Fylke;2011;4604;4,3;2;2012;46570,00;125228,80;171798,80
VESTFOLD UNGE VENSTRE;7;700;FylkesUngdom;2011;0;0;0;2012;0,00;39548,36;39548,36
Horten Arbeiderparti;7;701;Kommune;2011;4646;35,4;15;2012;1278,00;54451,12;55729,12
Horten Fremskrittsparti;7;701;Kommune;2011;1005;7,7;3;2012;1278,00;11778,60;13056,60
Horten og Borre Høyre;7;701;Kommune;2011;5031;38,3;16;2012;1278,00;58963,32;60241,32
Horten KrF;7;701;Kommune;2011;363;2,8;1;2012;1278,00;4254,36;5532,36
Horten Rødt;7;701;Kommune;2011;515;3,9;2;2012;1278,00;6035,80;7313,80
Borre Senterparti;7;701;Kommune;2011;341;2,6;1;2012;1278,00;3996,52;5274,52
Horten Sv;7;701;Kommune;2011;405;3,1;1;2012;1278,00;4746,60;6024,60
HORTEN VENSTRE;7;701;Kommune;2011;653;5;2;2012;1278,00;7653,16;8931,16
Holmestrand  Arb.parti;7;702;Kommune;2011;1466;29,2;8;2012;1278,00;17181,52;18459,52
Holmestrand Fremskrittsparti;7;702;Kommune;2011;296;5,9;2;2012;1278,00;3469,12;4747,12
Holmestrand Høyre;7;702;Kommune;2011;2310;46;12;2012;1278,00;27073,20;28351,20
Holmestrand KrF;7;702;Kommune;2011;229;4,6;1;2012;1278,00;2683,88;3961,88
Holmestrand Senterparti;7;702;Kommune;2011;307;6,1;2;2012;1278,00;3598,04;4876,04
Holmestrand Sv;7;702;Kommune;2011;253;5;1;2012;1278,00;2965,16;4243,16
HOLMESTRAND VENSTRE;7;702;Kommune;2011;157;3,1;1;2012;1278,00;1840,04;3118,04
Tønsberg  Arbeiderparti;7;704;Kommune;2011;6363;32,5;13;2012;1278,00;74574,36;75852,36
Tønsberg Fremskrittsparti;7;704;Kommune;2011;1955;10;4;2012;1278,00;22912,60;24190,60
Tønsberg Høyre;7;704;Kommune;2011;7233;37;15;2012;1278,00;84770,76;86048,76
Tønsberg KrF;7;704;Kommune;2011;979;5;2;2012;1278,00;11473,88;12751,88
Kystpartiet i Tønsberg;7;704;Kommune;2011;100;0,5;0;2012;0,00;1172,00;1172,00
Miljøpartiet De Grønne Tønsberg kommune;7;704;Kommune;2011;137;0,7;0;2012;0,00;1605,64;1605,64
Tønsberg Senterparti;7;704;Kommune;2011;446;2,3;1;2012;1278,00;5227,12;6505,12
Tønsberg & Nøtterøy Sv;7;704;Kommune;2011;1035;5,3;2;2012;1278,00;12130,20;13408,20
TØNSBERG VENSTRE;7;704;Kommune;2011;936;4,8;2;2012;1278,00;10969,92;12247,92
Sandefjord Arbeiderparti;7;706;Kommune;2011;4650;22,5;9;2012;1278,00;54498,00;55776,00
Sandefjord Fremskrittsparti;7;706;Kommune;2011;2474;12;5;2012;1278,00;28995,28;30273,28
Sandefjord Høyre;7;706;Kommune;2011;9878;47,9;18;2012;1278,00;115770,16;117048,16
Sandefjord KrF;7;706;Kommune;2011;827;4;2;2012;1278,00;9692,44;10970,44
Kystpartiet;7;706;Kommune;2011;35;0,2;0;2012;0,00;410,20;410,20
Miljøpartiet De Grønne;7;706;Kommune;2011;206;1;0;2012;0,00;2414,32;2414,32
Sandefjord Pensjonistparti;7;706;Kommune;2011;416;2;1;2012;1278,00;4875,52;6153,52
Sandefjord Senterparti;7;706;Kommune;2011;231;1,1;0;2012;0,00;2707,32;2707,32
SANDEFJORD VENSTRE;7;706;Kommune;2011;933;4,5;2;2012;1278,00;10934,76;12212,76
Larvik  Arbeiderparti;7;709;Kommune;2011;7896;38,5;14;2012;1278,00;92541,12;93819,12
Larvik Fremskrittsparti;7;709;Kommune;2011;4340;21,2;8;2012;1278,00;50864,80;52142,80
Larvik Høyre;7;709;Kommune;2011;3620;17,6;6;2012;1278,00;42426,40;43704,40
Larvik KrF;7;709;Kommune;2011;1268;6,2;2;2012;1278,00;14860,96;16138,96
Larvik Rødt;7;709;Kommune;2011;232;1,1;0;2012;0,00;2719,04;2719,04
Larvik Senterparti;7;709;Kommune;2011;670;3,3;1;2012;1278,00;7852,40;9130,40
Larvik Sv;7;709;Kommune;2011;552;2,7;1;2012;1278,00;6469,44;7747,44
LARVIK VENSTRE;7;709;Kommune;2011;1555;7,6;3;2012;1278,00;18224,60;19502,60
Svelvik  Arbeiderparti;7;711;Kommune;2011;1370;45,5;11;2012;1278,00;16056,40;17334,40
Svelvik Fremskrittsparti;7;711;Kommune;2011;413;13,7;3;2012;1278,00;4840,36;6118,36
Svelvik Høyre;7;711;Kommune;2011;787;26,2;7;2012;1278,00;9223,64;10501,64
Svelvik KrF;7;711;Kommune;2011;86;2,9;1;2012;1278,00;1007,92;2285,92
Svelvik Senterparti;7;711;Kommune;2011;165;5,5;1;2012;1278,00;1933,80;3211,80
Svelvik Venstre;7;711;Kommune;2011;188;6,2;2;2012;1278,00;2203,36;3481,36
Sande  Arbeiderparti;7;713;Kommune;2011;2028;48,9;13;2012;1278,00;23768,16;25046,16
Sande Fremskrittsparti;7;713;Kommune;2011;561;13,5;3;2012;1278,00;6574,92;7852,92
Sande Senterparti;7;713;Kommune;2011;323;7,8;2;2012;1278,00;3785,56;5063,56
Sande Sv;7;713;Kommune;2011;98;2,4;0;2012;0,00;1148,56;1148,56
SANDE VENSTRE;7;713;Kommune;2011;269;6,5;2;2012;1278,00;3152,68;4430,68
Hof Senterparti;7;714;Kommune;2011;368;23,9;4;2012;1278,00;4312,96;5590,96
Hof Sv;7;714;Kommune;2011;52;3,4;0;2012;0,00;609,44;609,44
Hof Venstre;7;714;Kommune;2011;53;3,4;0;2012;0,00;621,16;621,16
Re Arbeiderparti;7;716;Kommune;2011;748;17,2;4;2012;1278,00;8766,56;10044,56
Re Fremskrittsparti;7;716;Kommune;2011;626;14,4;4;2012;1278,00;7336,72;8614,72
Kystpartiet i Re;7;716;Kommune;2011;28;0,6;0;2012;0,00;328,16;328,16
Høyre og Kristelig Folkeparti;7;716;Kommune;2011;996;22,9;6;2012;1278,00;11673,12;12951,12
Re Senterparti;7;716;Kommune;2011;1660;38,2;9;2012;1278,00;19455,20;20733,20
Re Sv;7;716;Kommune;2011;135;3,1;1;2012;1278,00;1582,20;2860,20
RE VENSTRE;7;716;Kommune;2011;156;3,6;1;2012;1278,00;1828,32;3106,32
Andebu  Arbeiderparti;7;719;Kommune;2011;710;28;7;2012;1278,00;8321,20;9599,20
Andebu Fremskrittsparti;7;719;Kommune;2011;356;14;4;2012;1278,00;4172,32;5450,32
Andebu Høyre;7;719;Kommune;2011;600;23,7;6;2012;1278,00;7032,00;8310,00
Andebu KrF;7;719;Kommune;2011;169;6,7;2;2012;1278,00;1980,68;3258,68
Andebu Senterparti;7;719;Kommune;2011;439;17,3;4;2012;1278,00;5145,08;6423,08
Andebu Sv;7;719;Kommune;2011;68;2,7;0;2012;0,00;796,96;796,96
ANDEBU VENSTRE;7;719;Kommune;2011;192;7,6;2;2012;1278,00;2250,24;3528,24
Stokke  Arbeiderparti;7;720;Kommune;2011;1982;36,2;11;2012;1278,00;23229,04;24507,04
Stokke Fremskrittsparti;7;720;Kommune;2011;486;8,9;3;2012;1278,00;5695,92;6973,92
Stokke Høyre;7;720;Kommune;2011;1961;35,9;10;2012;1278,00;22982,92;24260,92
Stokke KrF;7;720;Kommune;2011;372;6,8;2;2012;1278,00;4359,84;5637,84
Stokke Senterparti;7;720;Kommune;2011;241;4,4;1;2012;1278,00;2824,52;4102,52
STOKKE VENSTRE;7;720;Kommune;2011;237;4,3;1;2012;1278,00;2777,64;4055,64
Nøtterøy  Arbeiderparti;7;722;Kommune;2011;3051;28,1;12;2012;1278,00;35757,72;37035,72
Nøtterøy Fremskrittsparti;7;722;Kommune;2011;1243;11,4;5;2012;1278,00;14567,96;15845,96
Nøtterøy Høyre;7;722;Kommune;2011;4319;39,7;16;2012;1278,00;50618,68;51896,68
Nøtterøy KrF;7;722;Kommune;2011;508;4,7;2;2012;1278,00;5953,76;7231,76
Felleslista RV/SV;7;722;Kommune;2011;842;7,7;3;2012;1278,00;9868,24;11146,24
Nøtterøy Senterparti;7;722;Kommune;2011;98;0,9;0;2012;0,00;1148,56;1148,56
NØTTERØY VENSTRE;7;722;Kommune;2011;599;5,5;2;2012;1278,00;7020,28;8298,28
Tjøme  Arbeiderparti;7;723;Kommune;2011;831;31,8;6;2012;1278,00;9739,32;11017,32
Tjøme Fremskrittsparti;7;723;Kommune;2011;513;19,6;4;2012;1278,00;6012,36;7290,36
Tjøme Høyre;7;723;Kommune;2011;748;28,6;6;2012;1278,00;8766,56;10044,56
Tjøme KrF;7;723;Kommune;2011;80;3,1;0;2012;0,00;937,60;937,60
Tjøme Rødt;7;723;Kommune;2011;62;2,4;0;2012;0,00;726,64;726,64
TJØME VENSTRE;7;723;Kommune;2011;218;8,3;2;2012;1278,00;2554,96;3832,96
Lardal Arbeiderparti;7;728;Kommune;2011;440;33,4;5;2012;1278,00;5156,80;6434,80
Lardal Fremskrittsparti;7;728;Kommune;2011;120;9,1;2;2012;1278,00;1406,40;2684,40
KRISTELIG FOLKEPARTI;7;728;Kommune;2011;84;6,4;1;2012;1278,00;984,48;2262,48
Lardal Senterparti;7;728;Kommune;2011;285;21,6;4;2012;1278,00;3340,20;4618,20
Lardal Sv;7;728;Kommune;2011;31;2,4;0;2012;0,00;363,32;363,32
LARDAL VENSTRE;7;728;Kommune;2011;57;4,3;1;2012;1278,00;668,04;1946,04
Telemark Arbeiderparti;8;800;Fylke;2011;29050;37,8;16;2012;46570,00;790160,00;836730,00
Telemark AUF;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;249539,50;249539,50
Telemark Fremskrittsparti;8;800;Fylke;2011;9485;12,4;5;2012;46570,00;257992,00;304562,00
Telemark Fremskrittpartis Ungdom;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;81476,15;81476,15
Telemark Høyre;8;800;Fylke;2011;17105;22,3;10;2012;46570,00;465256,00;511826,00
Telemark Unge Høyre;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;146931,95;146931,95
Telemark Kristelig Folkeparti;8;800;Fylke;2011;5481;7,1;3;2012;46570,00;149083,20;195653,20
Telemark Kristelig Folkepartis Ungdom;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;47081,79;47081,79
Kystpartiet i Telemark;8;800;Fylke;2011;114;0,1;0;2012;0,00;3100,80;3100,80
Miljøpartiet De Grønne, Telemark fylke;8;800;Fylke;2011;818;1,1;0;2012;0,00;22249,60;22249,60
Telemark Grøn Ungdom;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;7026,62;7026,62
Telemark Pensjonistparti;8;800;Fylke;2011;512;0,7;0;2012;0,00;13926,40;13926,40
Rødt Telemark;8;800;Fylke;2011;1253;1,6;0;2012;0,00;34081,60;34081,60
Telemark Rød Ungdom;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;10763,27;10763,27
Telemark Senterparti;8;800;Fylke;2011;5966;7,8;3;2012;46570,00;162275,20;208845,20
Telemark Senterungdom;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;51247,94;51247,94
Telemark Sv;8;800;Fylke;2011;3124;4,1;2;2012;46570,00;84972,80;131542,80
Telemark SU;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;26835,16;26835,16
TELEMARK VENSTRE;8;800;Fylke;2011;3375;4,4;2;2012;46570,00;91800,00;138370,00
TELEMARK UNGE VENSTRE;8;800;FylkesUngdom;2011;0;0;0;2012;0,00;28991,25;28991,25
Porsgrunn Arbeiderparti;8;805;Kommune;2011;5747;33,2;16;2012;1278,00;67354,84;68632,84
Porsgrunn Fremskrittsparti;8;805;Kommune;2011;1814;10,5;5;2012;1278,00;21260,08;22538,08
Porsgrunn Høyre;8;805;Kommune;2011;3317;19,2;10;2012;1278,00;38875,24;40153,24
Porsgrunn KrF;8;805;Kommune;2011;839;4,9;2;2012;1278,00;9833,08;11111,08
Miljøpartiet De Grønne Porsgrunn;8;805;Kommune;2011;317;1,8;1;2012;1278,00;3715,24;4993,24
Porsgrunn Rødt;8;805;Kommune;2011;389;2,3;1;2012;1278,00;4559,08;5837,08
Porsgrunn Senterparti;8;805;Kommune;2011;168;1;0;2012;0,00;1968,96;1968,96
Porsgrunn Sv;8;805;Kommune;2011;635;3,7;2;2012;1278,00;7442,20;8720,20
PORSGRUNN VENSTRE;8;805;Kommune;2011;965;5,6;3;2012;1278,00;11309,80;12587,80
Skien  Arbeiderparti;8;806;Kommune;2011;8938;37,4;21;2012;1278,00;104753,36;106031,36
Skien Fremskrittsparti;8;806;Kommune;2011;3077;12,9;7;2012;1278,00;36062,44;37340,44
Skien Høyre;8;806;Kommune;2011;6377;26,7;15;2012;1278,00;74738,44;76016,44
Skien KrF;8;806;Kommune;2011;1834;7,7;4;2012;1278,00;21494,48;22772,48
Miljøpartiet De Grønne Skien;8;806;Kommune;2011;201;0,8;0;2012;0,00;2355,72;2355,72
Rødt Skien;8;806;Kommune;2011;294;1,2;1;2012;1278,00;3445,68;4723,68
Skien Senterparti;8;806;Kommune;2011;591;2,5;1;2012;1278,00;6926,52;8204,52
Skien Sv;8;806;Kommune;2011;1104;4,6;3;2012;1278,00;12938,88;14216,88
SKIEN VENSTRE;8;806;Kommune;2011;1225;5,1;3;2012;1278,00;14357,00;15635,00
Notodden  Arbeidarparti;8;807;Kommune;2011;1874;32,4;13;2012;1278,00;21963,28;23241,28
Notodden Framstegsparti;8;807;Kommune;2011;588;10,2;4;2012;1278,00;6891,36;8169,36
Notodden Høgre;8;807;Kommune;2011;1059;18,3;8;2012;1278,00;12411,48;13689,48
Notodden KrF;8;807;Kommune;2011;625;10,8;5;2012;1278,00;7325,00;8603,00
Notodden Senterparti;8;807;Kommune;2011;340;5,9;2;2012;1278,00;3984,80;5262,80
NOTODDEN VENSTRE;8;807;Kommune;2011;533;9,2;4;2012;1278,00;6246,76;7524,76
Siljan  Arbeiderparti;8;811;Kommune;2011;667;59,4;10;2012;1278,00;7817,24;9095,24
Siljan Senterparti;8;811;Kommune;2011;103;9,2;2;2012;1278,00;1207,16;2485,16
Siljan Sv;8;811;Kommune;2011;67;6;1;2012;1278,00;785,24;2063,24
Bamble  Arbeiderparti;8;814;Kommune;2011;2413;36;12;2012;1278,00;28280,36;29558,36
Bamble Fremskrittsparti;8;814;Kommune;2011;2171;32,3;11;2012;1278,00;25444,12;26722,12
Bamble Høyre;8;814;Kommune;2011;945;14,1;5;2012;1278,00;11075,40;12353,40
Rødt Bamble;8;814;Kommune;2011;221;3,3;1;2012;1278,00;2590,12;3868,12
Bamble Senterparti;8;814;Kommune;2011;274;4,1;1;2012;1278,00;3211,28;4489,28
BAMBLE VENSTRE;8;814;Kommune;2011;229;3,4;1;2012;1278,00;2683,88;3961,88
Kragerø  Arbeiderparti;8;815;Kommune;2011;1848;34;12;2012;1278,00;21658,56;22936,56
Kragerø Fremskrittsparti;8;815;Kommune;2011;552;10,1;4;2012;1278,00;6469,44;7747,44
Kragerø Høyre;8;815;Kommune;2011;1636;30,1;10;2012;1278,00;19173,92;20451,92
Kragerø KrF;8;815;Kommune;2011;356;6,5;2;2012;1278,00;4172,32;5450,32
Rødt Kragerø;8;815;Kommune;2011;397;7,3;3;2012;1278,00;4652,84;5930,84
Kragerø Senterparti;8;815;Kommune;2011;140;2,6;1;2012;1278,00;1640,80;2918,80
Kragerø Sv;8;815;Kommune;2011;220;4;1;2012;1278,00;2578,40;3856,40
KRAGERØ VENSTRE;8;815;Kommune;2011;294;5,4;2;2012;1278,00;3445,68;4723,68
Drangedal  Arbeidarparti;8;817;Kommune;2011;998;47,7;10;2012;1278,00;11696,56;12974,56
Drangedal Framstegsparti;8;817;Kommune;2011;157;7,5;2;2012;1278,00;1840,04;3118,04
