avdeling,avdeling-tekst,inntekt-utgift,tjomr,tjenesteomraade-tekst,tjeneste,tjeneste-tekst,endrgr,endrgr-tekst,tekst,2012,2013,2014,2015
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N08,Engangstiltak,Byr.sak 1005-10: Deltakelse nasjonalt leverandørutv.program 2010-2015,250 000,250 000,250 000,250 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N08,Engangstiltak,Færre IKT-HP prosjekter som driftsfinansieres,-1 680 000,-2 560 000,-4 160 000,-8 080 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N11,Effektivisering,Div IKT-HP justeringer,-26 600,-26 600,-26 600,-26 600
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,13000,Administrasjonslokaler,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,27 327 200,27 327 200,27 327 200,27 327 200
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,13000,Administrasjonslokaler,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,338 056,338 056,338 056,338 056
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,16,Administrasjon og fellesfunksjoner,13000,Administrasjonslokaler,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,196 700,196 700,196 700,196 700
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,10011,Regionrådet for Bergen og omland,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - Regionrådet for Bergen og Omland,541 700,541 700,541 700,541 700
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,10011,Regionrådet for Bergen og omland,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,7 042,7 042,7 042,7 042
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - Overformynderiet,8 142 648,8 142 648,8 142 648,8 142 648
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,137 040,137 040,137 040,137 040
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,28 347,28 347,28 347,28 347
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N06,Diverse,Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter),-3 221,-3 221,-3 221,-3 221
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N06,Diverse,Flytting av midler fra Administrasjon til Overformynderiet,700 000,700 000,700 000,700 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N07,Nye tiltak - driftskonsekvenser av investeringer,Formula saksbehandlingsmodul - kalk.kostnader utgår,0,0,-22 789,-47 189
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,18060,Overformynderiet,N11,Effektivisering,Div IKT-HP justeringer,-700,-700,-700,-700
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17A,Fellestjenester,28530,Div. tilskudd,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - Div. tilskuddsposter,749 900,749 900,749 900,749 900
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17B,Sivilforsvar og beredskap,18040,Sivilforsvar / akutt beredskap,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - Medlemskontigent i IUA Bergen region,690 700,690 700,690 700,690 700
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,17B,Sivilforsvar og beredskap,18040,Sivilforsvar / akutt beredskap,N04,Organisatoriske endringer,Medlemskontigent i IUA Bergen region flyttes fra BFKE til BLED,-690 700,-690 700,-690 700,-690 700
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,18A,Vann og avløp,34510,Distribusjon av vann,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen),17 400,17 400,17 400,17 400
2,"Byrådsavd. for finans, konkurranse og eierskap",Utgift,21,Sentrale budsjettposter,18080,Tilfeldige utgifter/inntekter - AFP m.m.,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - avskrivninger biler (adm. av Innkjøpsseksjonen),221 000,221 000,221 000,221 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,03C,Hjemmebaserte bo og omsorgstjenester,25410,Praktisk hjelp og bistand,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - fordelte utgifter,-498 000,-498 000,-498 000,-498 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,03C,Hjemmebaserte bo og omsorgstjenester,25410,Praktisk hjelp og bistand,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-6 474,-6 474,-6 474,-6 474
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,03C,Hjemmebaserte bo og omsorgstjenester,25410,Praktisk hjelp og bistand,N12,Inntektsendring - utover generelt inntektskrav,Forutsatt leieinntekter for dekning av kalkulatoriske kostnader biler,-498 000,-711 200,-924 400,-1 138 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11A,Lærlinger,27320,Lærlinger - administrasjon,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,-1 145 000,-1 145 000,-1 145 000,-1 145 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11A,Lærlinger,27320,Lærlinger - administrasjon,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-36 755,-36 755,-36 755,-36 755
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11A,Lærlinger,27330,Lærlinger,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,-21 023 400,-21 023 400,-21 023 400,-21 023 400
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11A,Lærlinger,27330,Lærlinger,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-476 371,-476 371,-476 371,-476 371
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11B,Arbeidsmarkedstiltak,27310,Sysselsettingstiltak / adm.,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,-1 446 100,-1 446 100,-1 446 100,-1 446 100
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11B,Arbeidsmarkedstiltak,27310,Sysselsettingstiltak / adm.,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-20 169,-20 169,-20 169,-20 169
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11B,Arbeidsmarkedstiltak,27340,Tilskudd til lønn for yrkes- / utviklingshemmede,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,-1 871 900,-1 871 900,-1 871 900,-1 871 900
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,11B,Arbeidsmarkedstiltak,27340,Tilskudd til lønn for yrkes- / utviklingshemmede,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-56 155,-56 155,-56 155,-56 155
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,-151 577 237,-151 577 237,-151 577 237,-151 577 237
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N01,Generell lønns- og prisstigning og inntektskrav,Generelt inntektskrav,-2 146 877,-2 146 877,-2 146 877,-2 146 877
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N06,Diverse,"Diverse just IKT HP. Bla gir redusert avskrivingstid de første årene økte utgifter. Ferdig avskrevne prosjekter i 2015, gir lavere kalkulatoriske utgifter. (IKT-prosjekter har vanligvis 5 års levetid).",462 500,-2 321 400,-5 076 900,-5 076 900
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N07,Nye tiltak - driftskonsekvenser av investeringer,Økte driftskonsekvenser - IKT HP,-1 200 000,-1 200 000,-1 200 000,-1 200 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N11,Effektivisering,Div IKT-HP justeringer,408 000,408 000,408 000,408 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,16,Administrasjon og fellesfunksjoner,12000,Administrasjon,N11,Effektivisering,Forutsatt gevinstrealisering IKT-HP,-11 858 000,-14 358 000,-11 880 000,-11 880 000
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,17A,Fellestjenester,18060,Overformynderiet,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011 - Overformynderiet,-3 657 648,-3 657 648,-3 657 648,-3 657 648
2,"Byrådsavd. for finans, konkurranse og eierskap",Inntekt,21,Sentrale budsjettposter,86011,Motpost avskrivninger,N00,Vedtatt budsjett inneværende år,Motpost avskrivninger,-58 706 000,-58 706 000,-58 706 000,-58 706 000
3,Byrådsavd. for helse og inkludering,Utgift,01A,Barnehage,20120,Barnehage,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,500 000,500 000,500 000,500 000
3,Byrådsavd. for helse og inkludering,Utgift,01A,Barnehage,20120,Barnehage,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,7 000,7 000,7 000,7 000
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20210,PPT grunnskole,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,2 176 800,2 176 800,2 176 800,2 176 800
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20210,PPT grunnskole,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,28 000,28 000,28 000,28 000
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20210,PPT grunnskole,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av tekniske budsjettjusteringer fra inneværende år,256 000,256 000,256 000,256 000
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20210,PPT grunnskole,N06,Diverse,Reversert effektiviseringskrav fra 2011,10 000,10 000,10 000,10 000
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20220,Vanlig grunnskoleundervisning,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,788 200,788 200,788 200,788 200
3,Byrådsavd. for helse og inkludering,Utgift,01B,Skole,20220,Vanlig grunnskoleundervisning,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,10 000,10 000,10 000,10 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,23190,Sommerleirene,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,5 180 000,5 180 000,5 180 000,5 180 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,23190,Sommerleirene,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,67 000,67 000,67 000,67 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,23190,Sommerleirene,N06,Diverse,Reversert effektiviseringskrav fra 2011,20 000,20 000,20 000,20 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,127 750 500,127 750 500,127 750 500,127 750 500
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,2 341 000,2 341 000,2 341 000,2 341 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,296 000,296 000,296 000,296 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,368 200,368 200,368 200,368 200
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Interne korreksjoner,-827 000,-827 000,-827 000,-827 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24410,Barneverntjeneste,N06,Diverse,Reversert effektiviseringskrav fra 2011,270 000,270 000,270 000,270 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24420,Barnevernvakt,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,8 765 000,8 765 000,8 765 000,8 765 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24420,Barnevernvakt,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,183 000,183 000,183 000,183 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24420,Barnevernvakt,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,13 000,13 000,13 000,13 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,24420,Barnevernvakt,N06,Diverse,Reversert effektiviseringskrav fra 2011,20 000,20 000,20 000,20 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25110,Tiltak i familien,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,74 719 228,74 719 228,74 719 228,74 719 228
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25110,Tiltak i familien,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,1 134 000,1 134 000,1 134 000,1 134 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25110,Tiltak i familien,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,477 000,477 000,477 000,477 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25110,Tiltak i familien,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,133 900,133 900,133 900,133 900
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25110,Tiltak i familien,N06,Diverse,Reversert effektiviseringskrav fra 2011,140 000,140 000,140 000,140 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25210,Tiltak utenfor familien,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,232 401 072,232 401 072,232 401 072,232 401 072
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25210,Tiltak utenfor familien,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,4 083 000,4 083 000,4 083 000,4 083 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25210,Tiltak utenfor familien,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,1 615 000,1 615 000,1 615 000,1 615 000
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25210,Tiltak utenfor familien,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Interne korreksjoner,3 170 571,3 170 571,3 170 571,3 170 571
3,Byrådsavd. for helse og inkludering,Utgift,02,Barnevern,25210,Tiltak utenfor familien,N06,Diverse,Reversert effektiviseringskrav fra 2011,440 000,440 000,440 000,440 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,44 993 081,44 993 081,44 993 081,44 993 081
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,616 000,616 000,616 000,616 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,296 000,296 000,296 000,296 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,2 500,2 500,2 500,2 500
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,668 000,668 000,668 000,668 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23410,Åpne aktivitetstilbud,N06,Diverse,Reversert effektiviseringskrav fra 2011,90 000,90 000,90 000,90 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,60 884 818,60 884 818,60 884 818,60 884 818
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,583 000,583 000,583 000,583 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,687 000,687 000,687 000,687 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,39 300,39 300,39 300,39 300
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,132 000,132 000,132 000,132 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23420,Dagsenter,N06,Diverse,Reversert effektiviseringskrav fra 2011,130 000,130 000,130 000,130 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,89 126 300,89 126 300,89 126 300,89 126 300
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,1 378 000,1 378 000,1 378 000,1 378 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,396 000,396 000,396 000,396 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,44 600,44 600,44 600,44 600
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,-2 306 000,-2 306 000,-2 306 000,-2 306 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23430,Aktivitetssenter,N06,Diverse,Reversert effektiviseringskrav fra 2011,200 000,200 000,200 000,200 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,21 713 964,21 713 964,21 713 964,21 713 964
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,419 000,419 000,419 000,419 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,51 000,51 000,51 000,51 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,26 300,26 300,26 300,26 300
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N05,Tilpasning til aktivitetsnivået,Endret aktivitet for eldre og funksjonshemmede ses i sammenheng med tjenesteområdene 3B og 3C,4 000 000,4 000 000,4 000 000,4 000 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N06,Diverse,Reversert effektiviseringskrav fra 2011,50 000,50 000,50 000,50 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23460,Miljøtiltak i bolig,N07,Nye tiltak - driftskonsekvenser av investeringer,Driftskonsekvenser - Gartnermarken omsorgsboliganlegg,0,0,1 177 000,2 354 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,91 742 223,91 742 223,91 742 223,91 742 223
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,899 000,899 000,899 000,899 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,692 000,692 000,692 000,692 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføre justering i bystyresak 44/11 vedr. miljøstillinger i serviceboliger,1 000 000,1 000 000,1 000 000,1 000 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,39 700,39 700,39 700,39 700
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,-1 000 000,-1 000 000,-1 000 000,-1 000 000
3,Byrådsavd. for helse og inkludering,Utgift,03A,Aktivisering av eldre og funksjonshemmede,23470,Andre velferdstiltak,N06,Diverse,Reversert effektiviseringskrav fra 2011,170 000,170 000,170 000,170 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N00,Vedtatt budsjett inneværende år,Vedtatt budsjett 2011,1 635 118 452,1 635 118 452,1 635 118 452,1 635 118 452
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N01,Generell lønns- og prisstigning og inntektskrav,Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011,20 148 000,20 148 000,20 148 000,20 148 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N01,Generell lønns- og prisstigning og inntektskrav,Priskompensasjon,15 648 000,15 648 000,15 648 000,15 648 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av justering vedr. kompetanseoppgjør,287 700,287 700,287 700,287 700
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N03,Helårsvirkn. av tiltak og justeringer i årets bud.,Videreføring av øvrige budsjettjusteringer fra inneværende år,884 000,884 000,884 000,884 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N04,Organisatoriske endringer,Samhandlingsreformen - Utskrivningsklare pasienter,14 000 000,14 000 000,14 000 000,14 000 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N05,Tilpasning til aktivitetsnivået,Endret aktivitet for eldre og funksjonshemmede ses i sammenheng med tjenesteområdene 3A og 3C,1 000 000,3 403 800,1 693 800,1 000 000
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N06,Diverse,Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter),-14 400,-14 400,-14 400,-14 400
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N06,Diverse,Reversert effektiviseringskrav fra 2011,2 951 200,2 951 200,2 951 200,2 951 200
3,Byrådsavd. for helse og inkludering,Utgift,03B,Institusjonsbaserte bo- og omsorgstjenester,25310,Sykehjem døgnopphold,N07,Nye tiltak - driftskonsekvenser av investeringer,Driftskonsekvenser - Kompetansesenter for demente og korttidssykehjem i Fyllingsdalen,9 344 000,33 200 000,33 200 000,33 200 000
