"avdeling";"avdeling-tekst";"inntekt-utgift";"tjomr";"tjenesteomraade-tekst";"tjeneste";"tjeneste-tekst";"endrgr";"endrgr-tekst";"tekst";"2012";"2013";"2014";"2015"
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25320;Dagopphold;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;26 000;26 000;26 000;26 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25320;Dagopphold;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;12 000;12 000;12 000;12 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25320;Dagopphold;N06;Diverse;Reversert effektiviseringskrav fra 2011;10 000;10 000;10 000;10 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25330;Aldershjem døgnopphold;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;80 196 503;80 196 503;80 196 503;80 196 503
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25330;Aldershjem døgnopphold;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;396 000;396 000;396 000;396 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25330;Aldershjem døgnopphold;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;1 393 000;1 393 000;1 393 000;1 393 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25330;Aldershjem døgnopphold;N06;Diverse;Reversert effektiviseringskrav fra 2011;120 000;120 000;120 000;120 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;116 395 000;116 395 000;116 395 000;116 395 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;1 858 000;1 858 000;1 858 000;1 858 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;697 000;697 000;697 000;697 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;34 500;34 500;34 500;34 500
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;3 025 000;3 025 000;3 025 000;3 025 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25340;Tiltak i avlastningsbolig;N06;Diverse;Reversert effektiviseringskrav fra 2011;210 000;210 000;210 000;210 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;40 699 851;40 699 851;40 699 851;40 699 851
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;810 000;810 000;810 000;810 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;80 000;80 000;80 000;80 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N02;Andre kostnadsendringer;Økning Moldbakken bosenter og bofellesskap;3 500 000;3 500 000;3 500 000;3 500 000
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;936 700;936 700;936 700;936 700
3;Byrådsavd. for helse og inkludering;Utgift;03B;Institusjonsbaserte bo- og omsorgstjenester;25360;Boform heldøgns omsorg (institusjon KHL);N06;Diverse;Reversert effektiviseringskrav fra 2011;70 000;70 000;70 000;70 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;1 066 919 435;1 066 919 435;1 066 919 435;1 066 919 435
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;19 867 000;19 867 000;19 867 000;19 867 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;4 033 000;4 033 000;4 033 000;4 033 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;601 600;601 600;601 600;601 600
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;7 445 413;7 445 413;7 445 413;7 445 413
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N05;Tilpasning til aktivitetsnivået;Endret aktivitet for eldre og funksjonshemmede ses i sammenheng med tjenesteområdene 3A og 3B;-6 659 000;-9 159 000;-9 069 000;-9 069 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N06;Diverse;Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter);-20 200;-20 200;-20 200;-20 200
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N06;Diverse;Reversert effektiviseringskrav fra 2011;1 940 000;1 940 000;1 940 000;1 940 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N07;Nye tiltak - driftskonsekvenser av investeringer;Driftskonsekvenser - Gartnermarken omsorgsboliganlegg;0;0;6 330 000;12 660 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N07B;Nye tiltak forøvrig;Tjenester i 2 private (brukerinitierte) bofellesskapsløsninger;16 000 000;16 000 000;16 000 000;16 000 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N08;Engangstiltak;Evaluering av alternative arbeidstidsordninger i tjenester for utviklingshemmede (engangsutgift i 2011);-500 000;-500 000;-500 000;-500 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N11;Effektivisering;Effekt av omstilling innenfor Tjenester til utviklingshemmede;-16 000 000;-16 000 000;-16 000 000;-16 000 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25410;Praktisk hjelp og bistand;N11;Effektivisering;Styrt utskrift - helårseffekt;-106 300;-106 300;-106 300;-106 300
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;66 707 031;66 707 031;66 707 031;66 707 031
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;464 000;464 000;464 000;464 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;1 023 000;1 023 000;1 023 000;1 023 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;15 925 700;15 925 700;15 925 700;15 925 700
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N05;Tilpasning til aktivitetsnivået;Endret aktivitet for eldre og funksjonshemmede ses i sammenheng med tjenesteområdene 3A og 3B;880 000;880 000;880 000;880 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N06;Diverse;Reversert effektiviseringskrav fra 2011;110 000;110 000;110 000;110 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25420;Personlig assistent;N11;Effektivisering;Innføre tjenestekonsesjonsordning for BPA - helårseffekt;-880 000;-880 000;-880 000;-880 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;722 392 843;722 392 843;722 392 843;722 392 843
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;13 986 000;13 986 000;13 986 000;13 986 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;1 556 000;1 556 000;1 556 000;1 556 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;536 200;536 200;536 200;536 200
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;-28 651 100;-28 651 100;-28 651 100;-28 651 100
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N05;Tilpasning til aktivitetsnivået;Endret aktivitet for eldre og funksjonshemmede ses i sammenheng med tjenesteområdene 3A og 3B;1 180 000;1 180 000;1 180 000;1 180 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N06;Diverse;Endringer knyttet til ny rentesats kalk.kostn. (gamle prosjekter);-47 300;-47 300;-47 300;-47 300
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N06;Diverse;Reversert effektiviseringskrav fra 2011;1 620 000;1 620 000;1 620 000;1 620 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N07B;Nye tiltak forøvrig;Økt bestillerramme - hjemmetjenester;17 600 000;17 600 000;17 600 000;17 600 000
3;Byrådsavd. for helse og inkludering;Utgift;03C;Hjemmebaserte bo og omsorgstjenester;25440;Hjemmesykepleie;N11;Effektivisering;Effektuert effektiviseringskrav 2011 - helårseffekt;-1 180 000;-1 180 000;-1 180 000;-1 180 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;260 341 450;260 341 450;260 341 450;260 341 450
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;11 000;11 000;11 000;11 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;3 891 000;3 891 000;3 891 000;3 891 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;8 000;8 000;8 000;8 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;60 000;60 000;60 000;60 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N06;Diverse;Reversert effektiviseringskrav fra 2011;620 000;620 000;620 000;620 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N07;Nye tiltak - driftskonsekvenser av investeringer;Driftskonsekvenser - Kompetansesenter for demente og korttidssykehjem i Fyllingsdalen;18 388 000;25 650 000;25 650 000;25 650 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N07;Nye tiltak - driftskonsekvenser av investeringer;Endringer knyttet til ny rentesats internleie;-7 541 800;-6 930 481;-6 930 481;-6 930 481
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26110;Byggdrift sykehjem;N07;Nye tiltak - driftskonsekvenser av investeringer;Økt husleie - Nytt sykehjem 90 plasser;0;0;0;12 310 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26120;Byggdrift aldershjem;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;4 224 000;4 224 000;4 224 000;4 224 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26120;Byggdrift aldershjem;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;68 000;68 000;68 000;68 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26120;Byggdrift aldershjem;N06;Diverse;Reversert effektiviseringskrav fra 2011;10 000;10 000;10 000;10 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26130;Byggdrift avlastningsboliger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;3 280 000;3 280 000;3 280 000;3 280 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26130;Byggdrift avlastningsboliger;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;43 000;43 000;43 000;43 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26130;Byggdrift avlastningsboliger;N06;Diverse;Reversert effektiviseringskrav fra 2011;10 000;10 000;10 000;10 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26160;Byggdrift boform heldøgns omsorg (inst KHL);N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;1 022 000;1 022 000;1 022 000;1 022 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26160;Byggdrift boform heldøgns omsorg (inst KHL);N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;13 000;13 000;13 000;13 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26510;Byggdrift serviceboliger;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;1 460 000;1 460 000;1 460 000;1 460 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26510;Byggdrift serviceboliger;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;19 000;19 000;19 000;19 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26510;Byggdrift serviceboliger;N07;Nye tiltak - driftskonsekvenser av investeringer;Driftskonsekvenser - Gartnermarken omsorgsboliganlegg;0;0;3 988 000;6 726 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26530;Byggdrift bofellesskap for utviklingshemmede;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;12 511 700;12 511 700;12 511 700;12 511 700
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26530;Byggdrift bofellesskap for utviklingshemmede;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;199 000;199 000;199 000;199 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26530;Byggdrift bofellesskap for utviklingshemmede;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;210 000;210 000;210 000;210 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26530;Byggdrift bofellesskap for utviklingshemmede;N06;Diverse;Reversert effektiviseringskrav fra 2011;10 000;10 000;10 000;10 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26530;Byggdrift bofellesskap for utviklingshemmede;N07;Nye tiltak - driftskonsekvenser av investeringer;Underdekning Prosjekter BBB;0;0;-90 000;-90 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26540;Byggdrift bofellesskap for mennesker med psykiske;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;7 219 000;7 219 000;7 219 000;7 219 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26540;Byggdrift bofellesskap for mennesker med psykiske;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;94 000;94 000;94 000;94 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26540;Byggdrift bofellesskap for mennesker med psykiske;N06;Diverse;Reversert effektiviseringskrav fra 2011;20 000;20 000;20 000;20 000
3;Byrådsavd. for helse og inkludering;Utgift;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;26540;Byggdrift bofellesskap for mennesker med psykiske;N07;Nye tiltak - driftskonsekvenser av investeringer;Underdekning Prosjekter BBB;-80 000;-170 000;-170 000;-170 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;60 338 986;60 338 986;60 338 986;60 338 986
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;253 000;253 000;253 000;253 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;1 039 000;1 039 000;1 039 000;1 039 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;65 800;65 800;65 800;65 800
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;-1 287 000;-1 287 000;-1 287 000;-1 287 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N04;Organisatoriske endringer;Finansiering av nye etater;-200 000;-200 000;-200 000;-200 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24310;Rusbehandling, råd og veiledning;N06;Diverse;Reversert effektiviseringskrav fra 2011;140 000;140 000;140 000;140 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;30 726 925;30 726 925;30 726 925;30 726 925
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;355 000;355 000;355 000;355 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;67 000;67 000;67 000;67 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N02;Andre kostnadsendringer;Økt husleie Straxhuset;4 300 000;4 300 000;4 300 000;4 300 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N06;Diverse;Reversert effektiviseringskrav fra 2011;40 000;40 000;40 000;40 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24320;Lavtersketilbud for stoffmisbrukere;N08;Engangstiltak;Økt oppsøkende virksomhet Straxhuset;1 600 000;0;0;0
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;20 257 000;20 257 000;20 257 000;20 257 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;293 000;293 000;293 000;293 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;29 000;29 000;29 000;29 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av justering vedr. kompetanseoppgjør;171 000;171 000;171 000;171 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N06;Diverse;Reversert effektiviseringskrav fra 2011;40 000;40 000;40 000;40 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24330;Utekontakt;N11;Effektivisering;Effektuert effektiviseringskrav 2011 - helårseffekt;-500 000;-500 000;-500 000;-500 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24340;Overnattingstilbud til bostedsløse;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;4 682 000;4 682 000;4 682 000;4 682 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24340;Overnattingstilbud til bostedsløse;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;105 000;105 000;105 000;105 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24340;Overnattingstilbud til bostedsløse;N06;Diverse;Reversert effektiviseringskrav fra 2011;10 000;10 000;10 000;10 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24350;Midl opph. m/tils-ikke ind.rettet;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;13 885 200;13 885 200;13 885 200;13 885 200
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24350;Midl opph. m/tils-ikke ind.rettet;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;220 000;220 000;220 000;220 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24350;Midl opph. m/tils-ikke ind.rettet;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;59 000;59 000;59 000;59 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24350;Midl opph. m/tils-ikke ind.rettet;N06;Diverse;Reversert effektiviseringskrav fra 2011;30 000;30 000;30 000;30 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24360;Botreningstjeneste ikke individrettet;N00;Vedtatt budsjett inneværende år;Vedtatt budsjett 2011;11 902 000;11 902 000;11 902 000;11 902 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24360;Botreningstjeneste ikke individrettet;N01;Generell lønns- og prisstigning og inntektskrav;Foreløpig beregnet helårsvirkning av lønnsoppgjør 2011;213 000;213 000;213 000;213 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24360;Botreningstjeneste ikke individrettet;N01;Generell lønns- og prisstigning og inntektskrav;Priskompensasjon;26 000;26 000;26 000;26 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24360;Botreningstjeneste ikke individrettet;N03;Helårsvirkn. av tiltak og justeringer i årets bud.;Videreføring av øvrige budsjettjusteringer fra inneværende år;707 000;707 000;707 000;707 000
3;Byrådsavd. for helse og inkludering;Utgift;04A;Tjenester til rusavhengige og bostedsløse;24360;Botreningstjeneste ikke individrettet;N06;Diverse;Reversert effektiviseringskrav fra 2011;20 000;20 000;20 000;20 000
