Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;01;Vedtatt budsjett inneværende år;BY;0,00;2 500 000,00;5 500 000,00;5 500 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;5 500 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;01;Vedtatt budsjett inneværende år;BY;13 100 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;01;Vedtatt budsjett inneværende år;BY;0,00;20 100 000,00;17 100 000,00;17 100 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;17 100 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;01;Vedtatt budsjett inneværende år;BY;8 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;01;Vedtatt budsjett inneværende år;BY;0,00;6 000 000,00;5 000 000,00;5 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;5 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4006;PARKER REHABILITERING;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4006;PARKER REHABILITERING;01;Vedtatt budsjett inneværende år;BY;0,00;6 030 000,00;7 030 000,00;7 030 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4006;PARKER REHABILITERING;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4006;PARKER REHABILITERING;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;7 030 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4010;INNLØSING FRIAREALER;01;Vedtatt budsjett inneværende år;BY;1 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4010;INNLØSING FRIAREALER;01;Vedtatt budsjett inneværende år;BY;0,00;1 000 000,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4010;INNLØSING FRIAREALER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4010;INNLØSING FRIAREALER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;1 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4011;DEN GRØNNE AKSE - BYPARKEN;01;Vedtatt budsjett inneværende år;BY;1 500 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4011;DEN GRØNNE AKSE - BYPARKEN;01;Vedtatt budsjett inneværende år;BY;0,00;1 500 000,00;1 500 000,00;1 500 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4011;DEN GRØNNE AKSE - BYPARKEN;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4011;DEN GRØNNE AKSE - BYPARKEN;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;1 500 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4019;Vassdragstiltak;01;Vedtatt budsjett inneværende år;BY;3 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4019;Vassdragstiltak;01;Vedtatt budsjett inneværende år;BY;0,00;3 000 000,00;3 000 000,00;3 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4019;Vassdragstiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4019;Vassdragstiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;3 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4580;NYGÅRDSPARKEN;01;Vedtatt budsjett inneværende år;BY;3 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056020;Grønn etat prosjektering og nyanlegg;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;4614;LØVSTIEN TURVEI;01;Vedtatt budsjett inneværende år;BY;4 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056065;Grønn etat sikkerhet kommunalt lekeplassutstyr;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33520;Parkdrift;9;Ikke fysisk objekt? Dummy-verdi;BABYROM;Barnas byrom;4020;Barnas byrom;01;Vedtatt budsjett inneværende år;BY;0,00;18 000 000,00;18 000 000,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0560;Grønn etat;EGEN;Bykassen-investeringer egenregi;056065;Grønn etat sikkerhet kommunalt lekeplassutstyr;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33520;Parkdrift;9;Ikke fysisk objekt? Dummy-verdi;BABYROM;Barnas byrom;4020;Barnas byrom;31;Diverse endringer;BY;18 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;BBB;BBB investering økplan;059002;BBB-BBKM - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;01;Vedtatt budsjett inneværende år;BY;187 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;BBB;BBB investering økplan;059002;BBB-BBKM - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;-187 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;04;Sosialtjeneste;04A;Tjenester til rusavhengige og bostedsløse;N;Nei;24360;Botreningstjeneste ikke individrettet;9;Ikke fysisk objekt? Dummy-verdi;PBOSTED;Prosjekt bostedsløse;BUD109;Botreningsprosjektet;31;Diverse endringer;BY;5 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;187 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;6;Byrådsavd. for sosial, bolig og områdesatsing;0630;BSBO Byrådsavdeling for sosial, bolig og områdesatsing;BBB;BBB investering økplan;069002;BBB-BSBO - øk.plan investering;09;Boligtiltak;09;Boligtiltak;N;Nei;26550;Kommunale utleieboliger;9;Ikke fysisk objekt? Dummy-verdi;KOMUTLE;Kommunale utleieboliger;BUD108;Ordinære utleieboliger;31;Diverse endringer;BY;0,00;171 300 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;7;Byrådsavd. for kultur, næring, idrett og kirke;0285;Bergen byarkiv;EGEN;Bykassen-investeringer egenregi;069300;Byarkivet;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;12000;Administrasjon;9;Ikke fysisk objekt? Dummy-verdi;BORTSETT;Avlastning/eliminering - bortsettingsarkiver;013543;Avlastning/eliminering - bortsettingsarkiver;01;Vedtatt budsjett inneværende år;BY;4 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;7;Byrådsavd. for kultur, næring, idrett og kirke;0285;Bergen byarkiv;EGEN;Bykassen-investeringer egenregi;069300;Byarkivet;16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;BYARKBRA;Brannsikring av Byarkivet;013544;Brannsikring Byarkivet;01;Vedtatt budsjett inneværende år;BY;1 200 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070200;BBNK - kommunaldirektørens stab;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10A;Offentlige planer, byplanlegging og kulturminnevern;N;Nei;30110;Offentlige planer;9;Ikke fysisk objekt? Dummy-verdi;OMRUTVIK;Områdeutvikling i bydelssentre;BUD211;Områdeutvikling i bydelssentre;01;Vedtatt budsjett inneværende år;BY;20 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070200;BBNK - kommunaldirektørens stab;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10A;Offentlige planer, byplanlegging og kulturminnevern;N;Nei;30110;Offentlige planer;9;Ikke fysisk objekt? Dummy-verdi;OMRUTVIK;Områdeutvikling i bydelssentre;BUD211;Områdeutvikling i bydelssentre;01;Vedtatt budsjett inneværende år;BY;0,00;20 000 000,00;20 000 000,00;20 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070200;BBNK - kommunaldirektørens stab;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10A;Offentlige planer, byplanlegging og kulturminnevern;N;Nei;30110;Offentlige planer;9;Ikke fysisk objekt? Dummy-verdi;OMRUTVIK;Områdeutvikling i bydelssentre;BUD211;Områdeutvikling i bydelssentre;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070200;BBNK - kommunaldirektørens stab;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10A;Offentlige planer, byplanlegging og kulturminnevern;N;Nei;30110;Offentlige planer;9;Ikke fysisk objekt? Dummy-verdi;OMRUTVIK;Områdeutvikling i bydelssentre;BUD211;Områdeutvikling i bydelssentre;31;Diverse endringer;BY;0,00;-20 000 000,00;-20 000 000,00;-20 000 000,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070200;BBNK - kommunaldirektørens stab;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10A;Offentlige planer, byplanlegging og kulturminnevern;N;Nei;30110;Offentlige planer;9;Ikke fysisk objekt? Dummy-verdi;OMRUTVIK;Områdeutvikling i bydelssentre;H190;Infrastrukturtiltak i utbyggingsområder;31;Diverse endringer;BY;0,00;20 000 000,00;20 000 000,00;20 000 000,00;20 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070230;Seksjon for utbyggingsavtaler;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;H321;Møllendalsveien - Møllendalsbakken;31;Diverse endringer;BY;18 700 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070230;Seksjon for utbyggingsavtaler;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;H324;Trekanttomten, parkeringsplass v/SIB;31;Diverse endringer;BY;2 600 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0510;BBKM - kommunaldirektørens stab;EGEN;Bykassen-investeringer egenregi;070230;Seksjon for utbyggingsavtaler;10;Fysisk byplanlegging, byggesak, oppmåling, landbru;10C;Naturforvaltning og parkdrift;N;Nei;33510;Grønn prosjektering;9;Ikke fysisk objekt? Dummy-verdi;GRØNN;Grønn prosjektering;H323;Møllendal - Allmenningen;31;Diverse endringer;BY;8 700 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800150;DAM SVARTAVATNET -  (IB);01;Vedtatt budsjett inneværende år;BY;40 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800150;DAM SVARTAVATNET -  (IB);31;Diverse endringer;BY;-40 000 000,00;0,00;0,00;0,00;0,00
