"id";"tittel";"Mediatekst";"tjenesteeier_id";"emneord_id"
"63192";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"193";""
"63191";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"193";""
"63190";"Skjenkebevilling - søknad";"";"193";""
"63189";"SFO - Innmelding, endring, oppsigelse";"";"193";""
"63188";"Serveringsbevilling - søknad";"";"193";""
"63187";"Sanitærabonnement - søknad/melding om endring";"";"193";""
"63186";"Salgsbevilling - søknad om utvidet bevilling for gårdssalg (alkohol gr. 2)";"";"193";""
"63185";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"193";""
"63184";"Saksdokumenter - bestilling";"";"193";""
"63183";"Parkeringstillatelse for forflytningshemmede - søknad";"";"193";""
"63182";"Oppmålingsforretning søknadspliktige tiltak - rekvisisjon";"";"193";""
"63181";"Oppmålingsforretning etter matrikkelloven - rekvisisjon";"";"193";""
"63180";"Oppmålingsforretning - kvittering for varsel";"";"193";""
"63179";"Oppmålingsforretning - fullmakt";"";"193";""
"63178";"Offentlig høring - høringssvar";"";"193";""
"63177";"Motorferdsel i utmark - søknad";"";"193";""
"63176";"Ledsagerbevis - søknad";"";"193";""
"63175";"Kulturskole - søknad om inntak";"";"193";""
"63174";"Kommunalt startlån - søknad";"";"193";""
"63173";"Kommunal vielse - registrering";"";"193";""
"63172";"Kommunal vielse - ettersending av prøvingsattest";"";"193";""
"63171";"Graving i kommunal vei/grunn - egenkontroll for istandsetting";"";"193";""
"63170";"Gravetillatelse i kommunal vei eller grunn - søknad";"";"193";""
"63169";"Enkeltvedtak - klage";"";"193";""
"63168";"Bolig og avlastningstiltak for funksjonshemmede - søknad";"";"193";""
"63167";"Barnehageplass for barnehageåret 2017/2018 - søknad/endring/oppsigelse";"";"193";"3764"
"63166";"Barnehageplass for barnehageåret 2018/2019 - søknad/endring/oppsigelse";"";"193";"3764"
"63165";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"193";""
"63164";"Arrangementstilskudd/underskuddsgaranti - søknad";"";"193";""
"63163";"Varsel om kritikkverdige forhold";"";"211";""
"63162";"Utslippstillatelse - søknad";"";"211";""
"63161";"Tilrettelagt barnehagetilbud - melding om behov";"";"211";""
"63160";"Søknad om kulturmidler";"";"211";"6566, 5921"
"63159";"Søknad om \"Bli kjent\"-midler fra nye Lyngdal kommune";"";"211";""
"63158";"Spesialundervisning for voksne på grunnskolens område - søknad";"";"211";""
"63157";"Spesialpedagogisk hjelp - samtykke";"";"211";""
"63156";"Sommerjobb - skoleungdom";"";"211";"5320"
"63155";"Skole/barnehage - Søknad om godkjenning (miljørettet helsevern)";"";"211";""
"63154";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"211";""
"63153";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"211";""
"63152";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"211";""
"63151";"Skjenkebevilling - søknad";"";"211";""
"63150";"SFO - Innmelding, endring, oppsigelse";"";"211";"8848"
"63149";"Serveringsbevilling - søknad";"";"211";""
"63148";"Seksjonering - søknad";"";"211";""
"63147";"Renholdere - registrering";"";"211";""
"63146";"Personopplysninger";"";"211";""
"63145";"Parkeringstillatelse for forflytningshemmede - søknad";"";"211";""
"63144";"Omsetningsoppgave for alkohol (skjenkebevilling)";"";"211";""
"63143";"Omsetningsoppgave for alkohol (salgsbevilling)";"";"211";""
"63142";"Olsokfondet";"";"211";"6566, 5921"
"63141";"Oljetank - registrering/sanering av nedgravd tank";"";"211";""
"63140";"Motorferdsel i utmark - søknad";"";"211";""
"63139";"Midler til vanskeligstilte ungdom og integrering av unge flyktninger";"";"211";"6566, 5921"
"63138";"Melding om plassering av enkelt byggetiltak etter ferdigstillelse";"";"211";""
"63137";"Lokaler og anlegg - søknad om sesongleie";"";"211";""
"63136";"Lokaler og anlegg - søknad om leie, til arrangement";"";"211";""
"63135";"Lokaler og anlegg - søknad om leie, til arrangement";"";"211";""
"63134";"Ledsagerbevis - søknad";"";"211";""
"63133";"Ledig stilling - søknad";"";"211";""
"63132";"Kulturskole - søknad om inntak";"";"211";""
"63131";"Kulturskole - oppsigelse av plass";"";"211";""
"63130";"Kommunal vielse - registrering";"";"211";""
"63129";"Helsepersonell - registrering";"";"211";""
"63128";"Grunnskoleopplæring (ordinær) for voksne - søknad";"";"211";""
"63127";"Graving i kommunal vei/grunn - egenkontroll for istandsetting";"";"211";""
"63126";"Gratis busskort til studenter";"";"211";""
"63125";"Forhåndskonferanse - bestilling";"";"211";""
"63124";"Dispensasjon fra byggegrense til kommunal vei - søknad";"";"211";""
"63123";"Deling/justering av eiendom - søknad";"";"211";""
"63122";"Bevilling - melding om endringer";"";"211";""
"63121";"Barnehageplass - søknad";"";"211";""
"63120";"Barnehageplass - overføring, endring, permisjon, oppsigelse";"";"211";""
"63119";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"211";""
"63118";"Barnehage - søknad om midlertidig dispensasjon fra utdanningskrav for pedagogisk leder/styrer";"";"211";""
"63117";"Barnehage - søknad om godkjenning (barnehageloven)";"";"211";"6003"
"63116";"Barnehage - kontaktinformasjon og samtykke fra foresatte";"";"211";""
"63115";"Avkjørsel til kommunal vei - søknad";"";"211";""
"63114";"Vald - søknad om godkjenning/endring";"";"3518";""
"63113";"Utslippstillatelse - søknad";"";"3518";""
"63112";"Tilpassing, utgreiing og prosjektering - tilskot";"";"3518";""
"63111";"Søknad om tilrettelegging av barnehageplass etter barnehagelova § 19g";"";"3518";""
"63110";"Søknad om tilrettelegging av barnehageplass etter barnehagelova § 19g";"";"3518";""
"63109";"Søknad om omdisponering av dyrka og dyrkbar jord på landbrukseigedom";"";"3518";""
"63108";"Søknad om -Deling/justering av grunneigedom/Omdisponering av frådelt jordbruksareal";"";"3518";""
"63107";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"3518";""
"63106";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"3518";""
"63105";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"3518";""
"63104";"Skjenkebevilling - søknad";"";"3518";""
"63103";"Serveringsbevilling - søknad";"";"3518";""
"63102";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"3518";""
"63101";"Parkeringstillatelse for forflytningshemmede - søknad";"";"3518";""
"63100";"Omsorgslønn - søknad";"";"3518";""
"63099";"Omsetningsoppgave for alkohol (skjenkebevilling)";"";"3518";""
"63098";"Offentlig høring - høringssvar";"";"3518";""
"63097";"Nabosamtykke";"";"3518";""
"63096";"Motorferdsel i utmark og vassdrag - søknad om dispensasjon";"";"3518";""
"63095";"Motorferdsel i utmark - søknad";"";"3518";""
"63094";"Meddommer/lagrettemedlem - kandidat til verv";"";"3518";""
"63093";"Ledsagerbevis - søknad";"";"3518";""
"63092";"Kunnskapsprøven/etablererprøven - oppmelding";"";"3518";""
"63091";"Kulturstipend for ungdom";"";"3518";""
"63090";"Kultur - tilskot til lokale arrangement og samarbeidsprosjekt (underskotsgaranti)";"";"3518";""
"63089";"Kultur - tilskot til kulturvern";"";"3518";""
"63088";"Kultur - tilskot til kulturminnevern";"";"3518";""
"63087";"Kultur - tilskot til friluftslivstiltak";"";"3518";""
"63086";"Kultur - søknad om grunnstønad";"";"3518";""
"63085";"Kultur - refusjon for drift av anlegg/husleige";"";"3518";""
"63084";"Kultur - instrumentkjøp/gåvepremie";"";"3518";""
"63083";"Kultur - forslag, kandidat til kommunen sin kulturpris";"";"3518";""
"63082";"Konsesjon på erverv av fast eiendom - søknad";"";"3518";""
"63081";"Kommunalt næringsfond - søknad om midler";"";"3518";""
"63080";"Kommunal vielse - registrering";"";"3518";""
"63079";"Kommunal bolig - søknad";"";"3518";""
"63078";"Helse- og omsorgstjenester - søknad";"";"3518";""
"63077";"Generell henvendelse til kommunen";"";"3518";""
"63076";"Folkevalde i Luster kommune";"";"3518";""
"63075";"Enkeltvedtak - klage";"";"3518";""
"63074";"Eigedomsskattetakst - klage";"";"3518";""
"63073";"Driveplikt - søknad om fritak";"";"3518";""
"63072";"Deling/justering av eiendom - søknad";"";"3518";""
"63071";"Bålbrenning - søknad om tillatelse";"";"3518";""
"63070";"Bevilling - melding om endringer";"";"3518";""
"63069";"Bestilling av naboliste/situasjonskart";"";"3518";""
"63068";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"3518";""
"63067";"Utslippstillatelse - søknad";"";"46";""
"63066";"Trygghetsalarm - søknad";"";"46";""
"63065";"Trygde-/omsorgsbolig - søknad";"";"46";""
"63064";"Transporttjeneste for funksjonshemmede (TT-kort) - søknad";"";"46";""
"63063";"Torg-/salgsplass - søknad";"";"46";""
"63062";"Tinglyste matrikkelenheter - krav om sammenslåing";"";"46";""
"63061";"Tiltak - søknad om tillatelse til tiltak uten ansvarsrett";"";"46";""
"63060";"Tiltak - søknad om tillatelse til tiltak";"";"46";""
"63059";"Opplysninger om tiltakets ytre rammer";"";"46";""
"63058";"Tiltak - melding om antatt ulovlig tiltak etter plan- og bygningsloven";"";"46";""
"63057";"Tillatelse - søknad om endring av gitt tillatelse eller godkjenning";"";"46";""
"63056";"Arrangement  - melding om midlertidig bruksendring";"";"46";""
"63055";"Sommerjobb - søknad";"";"46";""
"63054";"Skole/barnehage - Søknad om godkjenning (miljørettet helsevern)";"";"46";""
"63053";"Skole - søknad om bytte av skole";"";"46";""
"63052";"Eksamen/heldagsprøve - søknad om særskilt tilrettelegging";"";"46";""
"63051";"Skoleskyss - søknad";"";"46";""
"63050";"Permisjon fra undervisning - søknad";"";"46";""
"63049";"Skole - melding om skolebytte ved flytting";"";"46";""
"63048";"Leksehjelp - Påmelding/endring/avmelding";"";"46";""
"63047";"Fravær - krav om sletting av gyldig fravær (grunnskole)";"";"46";""
"63046";"Karakterer - klage";"";"46";""
"63045";"Grunnskole - innmelding 1. trinn";"";"46";""
"63044";"Religionspregede aktiviteter i skolen - melding om fritak";"";"46";""
"63043";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"46";""
"63042";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"46";""
"63041";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"46";""
"63040";"Skjenkebevilling - søknad";"";"46";""
"63038";"SFO - påmelding til SFO for feriedager";"";"46";""
"63037";"SFO - Innmelding, endring, oppsigelse";"";"46";""
"63036";"Serveringsbevilling - søknad";"";"46";""
"63035";"Sanitærabonnement - søknad/melding om endring";"";"46";""
"63034";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"46";""
"63033";"Saksdokumenter - bestilling";"";"46";""
"63032";"Renovasjon - klage";"";"46";""
"63031";"Renovasjon - bestilling/endring/deling av avfallsbeholder";"";"46";""
"63030";"Foreningsregister - registrering/endring";"";"46";""
"63029";"Parkeringstillatelse for forflytningshemmede - søknad";"";"46";""
"63028";"Overnatting - melding";"";"46";""
"63027";"Oppmålingsforretning søknadspliktige tiltak - rekvisisjon";"";"46";""
"63026";"Oppmålingsforretning etter matrikkelloven - rekvisisjon";"";"46";""
"63025";"Oppmålingsforretning - kvittering for varsel";"";"46";""
"63024";"Oppmålingsforretning - fullmakt";"";"46";""
"63023";"Omsorgslønn - søknad";"";"46";""
"63022";"Offentlig høring - høringssvar";"";"46";""
"63021";"Nærmiljøtilskudd - søknad";"";"46";"6874"
"63020";"Motorferdsel i utmark - søknad";"";"46";""
"63019";"Midlertidig brukstillatelse - søknad";"";"46";""
"63018";"Lokaler - melding (frisør, hudpleie) /søknad om godkjenning (tatovering, hulltaking)";"";"46";""
"63017";"Lokaler og anlegg - søknad om sesongleie";"";"46";""
"63016";"Lokaler og anlegg - søknad om leie, til arrangement";"";"46";""
"63015";"Ledsagerbevis - søknad";"";"46";""
"63014";"Ledig stilling - søknad";"";"46";""
"63013";"Kunnskapsprøven/etablererprøven - oppmelding";"";"46";""
"63012";"Kulturskole - søknad om inntak";"";"46";""
"63011";"Kulturskole - oppsigelse av plass";"";"46";""
"63010";"Kulturminnevern - søknad om tilskudd";"";"46";""
"63009";"Kulturformål - søknad om tilskudd";"";"46";""
"63008";"Konsesjonsfrihet ved erverv av fast eiendom - egenerklæring";"";"46";""
"63007";"Konsesjonsfrihet i kommuner med nedsatt konsesjonsgrense - egenerklæring";"";"46";""
"63006";"Konsesjon på erverv av fast eiendom - søknad";"";"46";""
"63005";"Kommunestyret - spørsmål til spørretimen";"";"46";""
"63004";"Kommunal tjeneste - klage";"";"46";""
"63003";"Kjøletårn og/eller luftskrubbere – melding";"";"46";""
"63002";"Kartbestilling";"";"46";""
"63001";"Introduksjonsprogram - påmelding";"";"46";""
"63000";"Igangsettingstillatelse - søknad";"";"46";""
"62999";"Helse- og omsorgstjenester - søknad";"";"46";""
"62998";"Graving i kommunal vei/grunn - egenkontroll for istandsetting";"";"46";""
"62997";"Gravetillatelse i kommunal vei eller grunn - søknad";"";"46";""
"62996";"Gjennomføringsplan";"";"46";""
"62995";"Generell henvendelse til kommunen";"";"46";""
"62994";"Fyrverkeri (pyroteknisk vare) - søknad om tillatelse til handel";"";"46";""
"62993";"Fritidskontakt/støttekontakt - registrering";"";"46";""
"62992";"Forhåndskonferanse - bestilling";"";"46";""
"62991";"Filmfremvisning - søknad om konsesjon";"";"46";""
"62990";"Ferdigattest – søknad";"";"46";""
"62989";"Felling av trær/rydding av kratt på kommunal grunn - søknad";"";"46";""
"62988";"Enkeltvedtak - klage";"";"46";""
"62987";"Eiendomsskatt - nedsettelse, utsettelse eller ettergivelse av eiendomsskatt av rimelighetshensyn";"";"46";""
"62986";"Driveplikt - søknad om fritak";"";"46";""
"62985";"Bålbrenning - søknad om tillatelse";"";"46";""
"62984";"Boligtilskudd - søknad";"";"46";""
"62983";"Boligspesifikasjon i matrikkelen";"";"46";"4079"
"62982";"Bolig og avlastningstiltak for funksjonshemmede - søknad";"";"46";""
"62981";"Barnevern, tilsynsfører - registrering";"";"46";""
"62980";"Barnehageplass - søknad";"";"46";""
"62979";"Barnehageplass - overføring, endring, permisjon, oppsigelse";"";"46";""
"62978";"Barnehage - søknad om midlertidig dispensasjon fra utdanningskrav for pedagogisk leder/styrer";"";"46";""
"62977";"Arrangementstilskudd/underskuddsgaranti - søknad";"";"46";""
"62976";"Ansvarsrett - søknad";"";"46";""
"62975";"Kommunale eiendomsavgifter - klage";"";"46";""
"62927";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"190";""
"62926";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"190";""
"62925";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"190";""
"62924";"Skjenkebevilling - søknad";"";"190";""
"62923";"Serveringsbevilling - søknad";"";"190";""
"62922";"Salgsbevilling - søknad om utvidet bevilling for gårdssalg (alkohol gr. 2)";"";"190";""
"62921";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"190";""
"62920";"Personopplysninger - innsyn, retting, sletting og innsigelse";"";"190";""
"62919";"Omsetningsoppgave for alkohol (skjenkebevilling)";"";"190";""
"62918";"Omsetningsoppgave for alkohol (salgsbevilling)";"";"190";""
"62917";"Offentlig høring - høringssvar";"";"190";""
"62916";"Ledig stilling - søknad";"";"190";""
"62915";"Kulturmidler - søknad";"";"190";""
"62914";"Kulturformål - søknad om tilskudd";"";"190";""
"62913";"Kontonummer for utbetaling av tilgodebeløp - endring";"";"190";""
"62910";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"190";""
"62909";"Arrangementstilskudd/underskuddsgaranti - søknad";"";"190";""
"62908";"Driftstilskudd til frivillige organisasjoner – søknad";"";"190";""
"62862";"Økonomisk stønad - søknad";"";"3524";""
"62861";"Utslippstillatelse - søknad";"";"3524";""
"62860";"Trygghetsalarm - søknad";"";"3524";""
"62859";"Trygde-/omsorgsbolig - søknad";"";"3524";""
"62858";"Transporttjeneste for funksjonshemmede (TT-kort) - søknad";"";"3524";""
"62857";"Tiltak - søknad om tillatelse til tiltak uten ansvarsrett";"";"3524";""
"62856";"Permisjon fra undervisning - søknad";"";"3524";""
"62855";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"3524";""
"62854";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"3524";""
"62853";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"3524";""
"62852";"Skjenkebevilling - søknad";"";"3524";""
"62850";"SFO - Innmelding, endring, oppsigelse";"";"3524";""
"62849";"Serveringsbevilling - søknad";"";"3524";""
"62848";"Sanitærabonnement - søknad/melding om endring";"";"3524";""
"62847";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"3524";""
"62846";"Parkeringstillatelse for forflytningshemmede - søknad";"";"3524";""
"62845";"Omsorgslønn - søknad";"";"3524";""
"62844";"Offentlig høring - høringssvar";"";"3524";""
"62843";"Motorferdsel i utmark - søknad";"";"3524";""
"62842";"Lokaler og anlegg - søknad om leie, til arrangement";"";"3524";""
"62841";"Ledsagerbevis - søknad";"";"3524";""
"62840";"Kulturskole - søknad om inntak";"";"3524";""
"62839";"Kulturskole - oppsigelse av plass";"";"3524";""
"62838";"Kulturformål - søknad om tilskudd";"";"3524";""
"62837";"Kultur- og idrettsstipend";"";"3524";""
"62836";"Konsesjonsfrihet ved erverv av fast eiendom - egenerklæring";"";"3524";""
"62835";"Konsesjon på erverv av fast eiendom - søknad";"";"3524";""
"62834";"Kartlegging av boliger og bostedsbehov";"";"3524";""
"62833";"Helse- og omsorgstjenester - søknad";"";"3524";""
"62832";"Gravetillatelse i kommunal vei eller grunn - søknad";"";"3524";""
"62831";"Fyrverkeri (pyroteknisk vare) - søknad om tillatelse til handel";"";"3524";""
"62830";"Fritidskontakt/støttekontakt - registrering";"";"3524";""
"62829";"Ferdigattest – søknad";"";"3524";""
"62828";"Enkeltvedtak - klage";"";"3524";""
"62827";"Boligtilskudd - søknad";"";"3524";""
"62826";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"3524";""
"62686";"Utslippstillatelse - søknad";"";"52";""
"62685";"Trygghetsalarm - søknad";"";"52";""
"62684";"Trygde-/omsorgsbolig - søknad";"";"52";""
"62683";"Transporttjeneste for funksjonshemmede (TT-kort) - søknad";"";"52";""
"62682";"Tiltak - søknad om tillatelse til tiltak uten ansvarsrett";"";"52";""
"62681";"Tiltak - søknad om tillatelse til tiltak";"";"52";""
"62680";"Arrangement  - melding om midlertidig bruksendring";"";"52";""
"62679";"Skoleskyss - søknad";"";"52";""
"62678";"Permisjon fra undervisning - søknad";"";"52";""
"62677";"Skole - melding om skolebytte ved flytting";"";"52";""
"62676";"Fravær - krav om sletting av gyldig fravær (grunnskole)";"";"52";""
"62675";"Karakterer - klage";"";"52";""
"62674";"Grunnskole - innmelding 1. trinn";"";"52";""
"62673";"Religionspregede aktiviteter i skolen - melding om fritak";"";"52";""
"62672";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"52";""
"62671";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"52";""
"62670";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"52";""
"62669";"Skjenkebevilling - søknad";"";"52";""
"62667";"SFO - påmelding til SFO for feriedager";"";"52";""
"62666";"SFO - Innmelding, endring, oppsigelse";"";"52";""
"62665";"Serveringsbevilling - søknad";"";"52";""
"62664";"Sanitærabonnement - søknad/melding om endring";"";"52";""
"62663";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"52";""
"62662";"Saksdokumenter - bestilling";"";"52";""
"62661";"Renovasjon - klage";"";"52";""
"62660";"Renovasjon - bestilling/endring/deling av avfallsbeholder";"";"52";""
"62659";"Foreningsregister - registrering/endring";"";"52";""
"62658";"Personopplysninger - innsyn, retting, sletting og innsigelse";"";"52";""
"62657";"Parkeringstillatelse for forflytningshemmede - søknad";"";"52";""
"62656";"Overnatting - melding";"";"52";""
"62655";"Oppmålingsforretning etter matrikkelloven - rekvisisjon";"";"52";""
"62654";"Omsorgslønn - søknad";"";"52";""
"62653";"Offentlig høring - høringssvar";"";"52";""
"62652";"Motorferdsel i utmark - søknad";"";"52";""
"62651";"Lokaler og anlegg - søknad om leie, til arrangement";"";"52";""
"62650";"Ledsagerbevis - søknad";"";"52";""
"62649";"Ledig stilling - søknad";"";"52";""
"62648";"Ledig stilling - søknad";"";"52";""
"62647";"Kulturskole - søknad om inntak";"";"52";""
"62646";"Kulturformål - søknad om tilskudd";"";"52";""
"62645";"Konsesjonsfrihet ved erverv av fast eiendom - egenerklæring";"";"52";""
"62644";"Konsesjon på erverv av fast eiendom - søknad";"";"52";""
"62643";"Kommunestyret - spørsmål til spørretimen";"";"52";""
"62642";"Kommunal tjeneste - klage";"";"52";""
"62641";"Kommunal bolig - søknad";"";"52";""
"62640";"Kartbestilling";"";"52";""
"62639";"Igangsettingstillatelse - søknad";"";"52";""
"62638";"Helse- og omsorgstjenester - søknad";"";"52";""
"62637";"Gjennomføringsplan";"";"52";""
"62636";"Generell henvendelse til kommunen";"";"52";""
"62635";"Fyrverkeri (pyroteknisk vare) - søknad om tillatelse til handel";"";"52";""
"62634";"Fritidskontakt/støttekontakt - registrering";"";"52";""
"62633";"Forhåndskonferanse - bestilling";"";"52";""
"62632";"Ferdigattest – søknad";"";"52";""
"62631";"Enkeltvedtak - klage";"";"52";""
"62630";"Bålbrenning - søknad om tillatelse";"";"52";""
"62629";"Boligtilskudd - søknad";"";"52";""
"62628";"Bolig og avlastningstiltak for funksjonshemmede - søknad";"";"52";""
"62627";"Barnehageplass - søknad";"";"52";""
"62626";"Barnehageplass - overføring, endring, permisjon, oppsigelse";"";"52";""
"62625";"Arrangementstilskudd/underskuddsgaranti - søknad";"";"52";""
"62624";"Ansvarsrett - søknad";"";"52";""
"62623";"Utslippstillatelse - søknad";"";"49";""
"62622";"Transporttjeneste for funksjonshemmede (TT-kort) - søknad";"";"49";""
"62621";"Torg-/salgsplass - søknad";"";"49";""
"62620";"Tinglyste matrikkelenheter - krav om sammenslåing";"";"49";""
"62619";"Tiltak - søknad om tillatelse til tiltak uten ansvarsrett";"";"49";""
"62618";"Tiltak - melding om antatt ulovlig tiltak etter plan- og bygningsloven";"";"49";""
"62617";"Tilskudd til drift/mindre investeringer i bygg/anlegg og til kjøp av utstyr - søknad";"";"49";""
"62616";"Arrangement  - melding om midlertidig bruksendring";"";"49";""
"62615";"Skole - søknad om bytte av skole";"";"49";""
"62614";"Eksamen/heldagsprøve - søknad om særskilt tilrettelegging";"";"49";""
"62613";"Skoleskyss - søknad";"";"49";""
"62612";"Permisjon fra undervisning - søknad";"";"49";""
"62611";"Skole - melding om skolebytte ved flytting";"";"49";""
"62610";"Leksehjelp - Påmelding/endring/avmelding";"";"49";""
"62609";"Fravær - krav om sletting av gyldig fravær (grunnskole)";"";"49";""
"62608";"Karakterer - klage";"";"49";""
"62607";"Religionspregede aktiviteter i skolen - melding om fritak";"";"49";""
"62606";"Skjenkebevilling - søknad om endrede vilkår for én enkelt anledning (når søker allerede har bevilling)";"";"49";""
"62605";"Skjenkebevilling - søknad om bevilling for åpent arrangement (enkelt, bestemt anledning)";"";"49";""
"62604";"Skjenkebevilling - søknad om bevilling for lukket selskap (ambulerende)";"";"49";""
"62603";"Skjenkebevilling - søknad";"";"49";""
"62601";"Serveringsbevilling - søknad";"";"49";""
"62600";"Sanitærabonnement - søknad/melding om endring";"";"49";""
"62599";"Salgsbevilling - søknad om bevilling til salg av alkoholholdig drikk gruppe 1";"";"49";""
"62598";"Saksdokumenter - bestilling";"";"49";""
"62597";"Renovasjon - klage";"";"49";""
"62596";"PP-tjenesten - henvisning";"";"49";""
"62595";"Personopplysninger - innsyn, retting, sletting og innsigelse";"";"49";""
"62594";"Parkeringstillatelse for forflytningshemmede - søknad";"";"49";""
"62593";"Parkering – klage på gebyr, kontrollsanksjon eller borttauing";"";"49";""
"62592";"Overnatting - melding";"";"49";""
"62591";"Omsorgslønn - søknad";"";"49";""
"62590";"Omsetningsoppgave for alkohol (skjenkebevilling)";"";"49";""
"62589";"Omsetningsoppgave for alkohol (salgsbevilling)";"";"49";""
"62588";"Offentlig høring - høringssvar";"";"49";""
"62587";"Motorferdsel i utmark - søknad";"";"49";""
"62586";"Melding til miljørettet helsevern";"";"49";""
"62585";"Lokaler - melding (frisør, hudpleie) /søknad om godkjenning (tatovering, hulltaking)";"";"49";""
"62584";"Lokaler og anlegg - søknad om leie, til arrangement";"";"49";""
"62583";"Ledsagerbevis - søknad";"";"49";""
"62582";"Kunnskapsprøven/etablererprøven - oppmelding";"";"49";""
"62581";"Kulturskolen";"";"49";""
"62580";"Kommunal vielse - registrering";"";"49";""
"62579";"Kommunal vielse - ettersending av prøvingsattest";"";"49";""
"62578";"Kommunal bolig - søknad";"";"49";""
"62577";"Kjøletårn og/eller luftskrubbere – melding";"";"49";""
"62576";"Kandidat til kommunens kulturpris - forslag";"";"49";""
"62575";"Innlevering av politiattest";"";"49";""
"62574";"Helse- og omsorgstjenester - søknad";"";"49";""
"62573";"Grunntilskudd - søknad";"";"49";""
"62572";"Graving i kommunal vei/grunn - egenkontroll for istandsetting";"";"49";""
"62571";"Generell henvendelse til kommunen";"";"49";""
"62570";"Fyrverkeri (pyroteknisk vare) - søknad om tillatelse til handel";"";"49";""
"62569";"Fritidskontakt/støttekontakt - registrering";"";"49";""
"62568";"Friplass i kulturskolen - søknad";"";"49";""
"62567";"Forhåndskonferanse - bestilling";"";"49";""
"62566";"Filmfremvisning - søknad om konsesjon";"";"49";""
"62565";"Ferdigattest – søknad";"";"49";""
"62564";"Enkeltvedtak - klage";"";"49";""
"62563";"Bålbrenning - søknad om tillatelse";"";"49";""
"62562";"Brannfarlige forhold - bekymringsmelding";"";"49";""
"62561";"Boligspesifikasjon i matrikkelen";"";"49";"4079"
"62560";"Besøkshjem - registrering";"";"49";""
"62559";"Barnevern, tilsynsfører - registrering";"";"49";""
"62558";"Barnehage - søknad om redusert foreldrebetaling/gratis kjernetid";"";"49";""
"62557";"Barnehage - søknad om midlertidig dispensasjon fra utdanningskrav for pedagogisk leder/styrer";"";"49";""
"62556";"Aktivitets- og prosjekttilskudd - søknad";"";"49";""
"62555";"Kommunale eiendomsavgifter - klage";"";"49";""
"62554";"Varsel om kritikkverdige forhold";"";"3704";""
"62553";"Utslippstillatelse - søknad";"";"3704";""
"62552";"Tinglyste matrikkelenheter - krav om sammenslåing";"";"3704";""
"62551";"Tiltak - søknad om tillatelse til tiltak uten ansvarsrett";"";"3704";""
"62550";"Tiltak - søknad om tillatelse til tiltak";"";"3704";""
"62549";"Opplysninger om tiltakets ytre rammer";"";"3704";""
"62548";"Tiltak - melding om antatt ulovlig tiltak etter plan- og bygningsloven";"";"3704";""
"62547";"Tillatelse - søknad om endring av gitt tillatelse eller godkjenning";"";"3704";""
"62546";"Søknad om TT-kort (transporttjeneste for forflytningshemmede)";"";"3704";"9536"
"62545";"Arrangement  - melding om midlertidig bruksendring";"";"3704";""
"62544";"Skorstein som ikke er i bruk - melding";"";"3704";""
"62543";"Skole - søknad om bytte av skole";"";"3704";""
"62542";"Karakterer - klage";"";"3704";""
