id,tittel,Mediatekst,tjenesteeier_id,emneord_id
77206,Registrering av personar til frivillig arbeid,,4148,
77205,Meddommar,,4148,
77204,Førespurnad til kommunen,,4148,
77203,Søknad om bålbrenning,,3257,
77202,Inntektsgradert foreldrebetaling i kulturskulen,,3257,
77201,Søknad om kulturmidlar,,3257,
77200,Søknad om tilskudd fra Lenningen-midlene,,3257,
77199,Kommunal støtte til maskinell preparering av skiløyper,,3257,
77198,Kommunal støtte til tiltak i skiløypenettet,,3257,
77197,Kommunal støtte til vedlikehold av sommerturstier,,3257,
77196,Kommunal støtte til tiltak i sommerstinettet,,3257,
77195,Søknad om redusert foreldrebetaling,,3257,
77194,Søknad om gratis kjernetid i barnehagen,,3257,
77193,Søknad om salgsbevilling for alkoholholdig drikk,,3257,
77192,Søknad om serveringsbevilling,,3257,
77191,Søknad om godkjenning av styrer/stedfortreder i bevillingssaker,,3257,
77190,"Søknad om skjenkebevilling (nytt, ved overdragelse og endring av bevilling)",,3257,
77189,Omsetningsoppgave for alkohol,,3257,
77188,Søknad om utvidet skjenkeområde,,3257,
77187,Søknad om utslipp fra mindre avløpsanlegg,,3257,
77186,Krav om sammenslåing av tinglyste matrikkelenheter,,3257,
77185,Ferdigmelding av arbeid på vann- og eller avløpsanlegg,,3257,
77184,Melding om hogst i vernskog,,3257,
77183,Samtykke vedr. avstand til nabogrense,,3257,
77182,Krav om matrikkelføring i Etnedal kommune,,3257,
77181,Søknadsskjema for elevpermisjon,,3257,
77180,Søknad om ambulerende skjenkebevilling/enkeltanledning,,3257,
77179,Søknad om tilskudd til vedlikehold av private grendeveger,,3257,
77178,Rekvisisjon av oppmålingforretning MI§33,,3257,
77177,Viltfond,,3257,
77176,"Søknad om endring av kommunale tjenester, vann/avløp",,3257,
77175,Søknad om motorferdsel i utmark,,3257,
77174,ACOS TEST,,3257,
77173,Innspill,,4043,
77172,Henvendelser til kommunen - veg,,4043,
77171,Sommercamp 2021 - søknadsskjema,,4043,
77170,Søknad om støtte til vedlikehold av idrettsanlegg,,4043,
77169,Meddommere,,4043,
77168,Søknad om tilskudd til drift av lysløyper,,4043,
77167,Omsetningsoppgave for skjenking og salg av alkohol,,4043,
77166,Klage på utlignet eiendomsskatt,,4043,
77165,Bestille tid for vigsel,,4043,
77164,Søknad om kommunal bolig,,4043,
77163,Sommeråpen SFO,,4043,
77162,Søknad om motorferdsel i utmark og vassdrag,,4043,
77161,Søknad om serveringsbevilling,,4043,
77160,Søknad om salgsbevilling for alkohol,,4043,
77159,Søknad om tilskudd til kulturformål/arrangement,,4043,
77158,Søknad om skjenkebevilling for en bestemt anledning (lukket eller åpent selskap),,4043,
77157,Søknad om kulturmidler til drift av laget,,4043,
77155,"Lokverksted, leie",,3806,
77154,Bestilling av mat fra Lamarktunet,,3986,
77153,Kontakt tildelingskontoret,,328,
77078,Private avløp - kartlegging (KF-698),,3650,
77077,Refusjon av fritidskort (KF-699-FK),,3449,
77012,Søknad om særskilt tilrettelegging ved eksamen (KF-697),,3650,
77011,Barnevern - rapport fra tilsynsperson,,325,
77009,Rapporteringsskjema frå rektor,,3317,
77008,Søknad om utslepp av sanitært og kommunalt avløpsvatn frå hus og hytter,,3590,
77006,Utdanningsstøtte,,3806,
77005,Ansiennitet - innlevering av vitnemål og attester,,3806,
77003,Bekymringsmelding til tilsynsmyndigheten,,181,
77002,Tilvising fysio- og ergoterapi,,142,
77001,Barnehage - Permisjon (KF-103),,3680,
76898,Støttekontakt/miljøarbeider barnevernet  -  Registrering,,304,
76897,Støttekontakt/fritidskontakt pleie-/omsorg  -  Registrering av søknad,,304,
76896,Privat avlaster/besøkshjem pleie-/omsorg  -  Registrering av søknad,,304,
76895,Privat avlaster/besøkshjem barnevernet  -  Registrering av søknad,,304,
76893,Søknad om kommunalt tilskot til bustadetablering,,3395,
76892,Søknad om innsyn,,3290,
76891,Melding om hundehold,,3806,
76889,"Fyrverkeri, søknad om avfyring",,3806,
76888,Henvisning til veiledningsteamet,,4208,
76882,Registrering for informasjon om Digihjelp,,4022,
76880,Adgangs- og ID-kort - 2 - Godkjenning av leder,,3248,
76879,Bestilling av adgangskort til idrettshaller,,3248,
76859,Søknad om tilskudd til helse- og velferdsformål,,3947,
76858,Henvisning til PP-tjeneste - voksne,,49,
76850,Digidel - opplæring i grunnleggende digitale ferdigheter,"Digidel.no er et nettsted for deg som driver kurs- og opplæring i grunnleggende digitale ferdigheter.
Du kan fritt laste ned, bruke og tilpasse alle ressursene du finner her. Alle ressurser på digidel.no er gratis.
Pakkene er fordelt på tre nivåer, nybegynner, litt øvet og øvet. Nivåene sier noe om ferdighetene som kreves av kursdeltagerne",75160,"5921, 5327, 22795, 7883"
76758,Sterk og stødig,,4238,
76753,Kontaktskjema for samarbeidspartnarar,,349,
76739,Helse og omsorgstjeneste – klage,,3947,
76717,SFO - søknad om redusert foreldrebetaling,,3950,
76621,Søknad om tillatelse til ervervsmessig kjøring med snøscooter,,3806,
76615,Karantenegjest har ikke møtt/sjekket ut før tiden,,3977,
76603,Hvorfor har jeg ikke fått skatteoppgjøret?,"Skatteetaten kan dessverre ikke gi deg en konkret dato for når du får skatteoppgjøret ditt, verken på skattekontoret eller per telefon.
Det kan være flere årsaker til at du ikke har fått oppgjøret ditt.",7,6033
76567,Henvisning til PPT,,3269,
76548,Ledsagerbevis for funksjonshemmede (KF-110),,3413,
76478,Innspel til kommuneplanen sin arealdel,,3317,
76465,Evaluering COS - Tryggleiksirkelen (gruppe),,4019,
76464,Adgangskort - 1 - Bestilling av adgangskort,,3248,
76463,Utdanningsstipend,,3248,
76462,Melding om behov for ny digital løsning,,3248,
76398,Redusert foreldrebetaling i SFO - søknad (KF-630A),,3521,
76396,Meldingsskjema for badeanlegg (KF-290),,3971,
76297,Lønskrav til tariffoppgjeret 2021,,4016,
76296,Hjartefamiliar - interesseskjema,,214,
76159,Obligatorisk hms-kurs for nye ledere,,4121,
76157,Søknad til kulturskulen,,331,
76154,Søknad om etableringstilskot,,,
76153,Avstandserklæring - for bygging nærmere naboen enn 4 meter,,3500,
76149,SFO - redusert oppholdsbetaling (brukere uten norsk fødselsnummer),,196,
76146,Søknadskjema for fritidskontakt,,3248,
76133,Foreldrepermisjon,,3518,
76010,Valgkort,Her finner du valgkort for deg med og for deg uten digital postkasse.,17751,9853
75797,Søknad om godkjenning av familiebarnehage,,3317,
75796,Søknad om godkjenning av open barnehage,,3317,
75795,Søknad om godkjenning av ordinær barnehage,,3317,
75794,Innsyn i sak og arkiv- søknad,,3281,
75793,Booking av biler,,238,
75791,Vannmålerbestilling - for rørleggere,,3416,
75645,Redusert foreldrebetaling i SFO - søknad (KF-630A),,3581,
75644,Redusert foreldrebetaling i SFO - søknad (KF-630A),,3605,
75636,Utdanningspermisjon og stipend,,4016,
75635,Søknad om aktivitetskort for barn og unge,,3533,
75541,"Mobiltelefoni, overføring av abonnement fra privat",,3806,
75540,Mobiltelefon bestilling,,3806,
75539,"Salgsbevilling, søknad",,3806,
75260,Utbetaling av tilskudd til individuelt tilrettelagt barnehagetilbud,,3893,
75214,Søknad - parkeringskort for institusjon med rørslehemma,,214,
75212,Dagsturhytta i Gausdal kommune,,3320,
75210,Test2,,3386,
75209,Høringsuttalelse,,3530,
75208,Henvisning til ergoterapi og fysioterapi,,181,
75207,Valg  - Søknad om å stemme hjemme,,181,
75206,Valg - Søknad om innføring i mantallet fra person bosatt i utlandet,,181,
75203,Søknad frå personar busett i utlandet om innføring i manntal,,3404,
75159,Innmelding skole (KF-434-FK),,3971,
75157,Sommerskole (5428),,3809,
75156,Interpellasjon kommunestyret (KF-696),,3650,
75155,Avtale om utleie av internathybel ved Øyghedlar elevheim (4228),,3941,
75154,Barnevern - Rapport fra miljøarbeider,,325,
75153,Barnevern - rapport fra besøkshjem,,325,
75152,Permisjon uten lønn - søknad (KF-P679-FK),,4124,
75151,Redusert foreldrebetaling i SFO - søknad (KF-630A),,217,
75150,Barnevern - Rapport fra støttekontakt,,325,
75149,Henvisning til fysio- og ergoterapitjenesten,,217,
75148,Kulturskole - Opptak (KF-391),,3269,
75147,"Gravemelding, sanitærmelding og varslingsplan (KF-196)",,3650,
75146,Omsetningsoppgave for alkohol (KF-134),,169,
75145,Ledsagerbevis for funksjonshemmede (KF-110),,4058,
75098,Søknad om dispensasjon frå byggegrenser,"Dersom du planlegg du å setje opp ein bygning langs vegen, må du søke om løyve til det.",4479,"4079, 8142, 9700"
75081,Skatteoppgjør - Skatteetaten varsler deg når det er klart,"Skatteetaten varsler deg når skatteoppgjøret ditt er klart. Skatteetaten kan ikke gi deg en konkret dato for når du får skattepengene dine, verken på telefon, facebook eller chat.",7,6033
75032,Tilkobling til offentlig vann og avløp,pdf,4055,"22677, 9917"
75031,Søknad om redusert foreldrebetaling i SFO,,253,
75030,Søknad - Voksenopplæringen,,247,
75025,Jordleieavtale,,3500,
75023,PPT - Henvisning til systemrettet arbeid i PPT,,3689,
75022,Form for kindergarten admission in Lørenskog municipality,,3530,
75020,"Melding om kjempespringfrø, kjempebjørnekjeks og/eller hønsehirse",,181,
75017,Henvendelser til kommunen,,4010,
74814,Innspill til Gjerdrum - Veien videre,,3689,
74813,Øvrige tilbakemeldinger,,295,
74812,Sykkylven bibliotek - Fyll ut skjema for å kontakte biblioteket,,4031,
74766,Vassmålar registrering,,3518,
74634,Årets Grongning 2021,,247,
74633,Regional bransjeutvikling innen kulturelle og kreative næringer i Rogaland – søknad,,4622,
74630,Søknad om opptak i kulturskulen,,4235,
74626,"E-post på mobil, bestilling",,3806,
74625,Påmelding til vaksinering onsdag 9. juni,,4238,
74622,Test av overføring til CosDoc,,3386,
74621,Test av overføring til CosDoc,,3779,
74620,Bestilling av adgangskort,,3530,
74619,Aldersvennlige tiltak i Lørenskog,,3530,
74618,Påmelding til åpning av Helsehuset,,181,
74615,Foreslå kandidat til pris,,349,
74614,Søknad om å bli støttekontakt for barn,,349,
74612,Rapport tilskudd arrangement og aktiviteter,,3248,
74594,Redusert foreldrebetaling i SFO - søknad (KF-630A),,3563,
74564,Manntall - søknad om innføring fra person bosatt i utlandet,,3845,
74535,Barnehage - Permisjon og oppsigelse (KF-121),,3314,
74472,Kandidat til kommunens kulturpris (KF-498D),,169,
74440,Kartlegging av oljeutskiljarar,,3317,
74438,Vaksinering sommaren 2021 (korona),,,
74437,Søknadsskjema - ung jobb,,3602,
74436,Dispensasjon frå utdanningskravet for styrar og pedagogisk leiar - søknad,,214,
74433,Innspill - hvordan kan teamet for psykisk helse hjelpe unge på best mulig måte?,,4067,
74432,Påmelding til vaksinering onsdag TEST TEST,,4238,
74429,Eiendom - Registrering/sanering av nedgravd oljetank,,3386,
74426,Fravikssøknad,,3530,
74423,Søknad om å bli støttekontakt for vaksne,,349,
74422,Tilskuddsordning ungdomsrådet,,136,
74421,Fakturering teknisk,,3404,
74387,Fornye førerkort,Her finner du informasjon om fornyelse av førerkortet ditt. Les om når og hvordan du fornyer førerkortet og om fornyelse når du nærmer deg eller har fylt 80 år. ,4479,5406
74346,Voksenopplæring - Grunnskole (KF-226-5428),,3809,
74345,Søknad om godkjenning av ordinær barnehage,,3323,
74276,Kommunal bolig - leie (KF-694),,118,
74217,"Henvisning PPT voksen - for Risør, Tvedestrand, Vegårshei og Gjerstad",,3875,
74205,Dagsturhytta i Øyer kommune,,4211,
74203,Varsling av kritikkverdige forhold,,4010,
74056,Er du tilgjengeleg helsepersonell? Registrer deg her!,,3602,
74055,Sommerskole i Lindesnes - påmelding,,3500,
74054,Spørreskjema om rusoppfølging,,4106,
74051,Gjesteliste ungdomshus,,136,
74050,Søknad frå personar busett i utlandet om innføring i manntal,,142,
73993,Søknadsskjema Kunstnerstipend med opphold i Skien,,3947,
73992,Arbeidsstipend for profesjonelle kunstnere,,3947,
73990,Forsikringsordninger fra NAV,"Her finner du informasjon om hvilke forsikringer NAV kan tilby for selvstendig næringsdrivende, som jordbrukere og reindriftsutøvere, frilansere og små bedrifter med flere.",202,9350
73885,Søknad om tilskot frå Guleslettene vindkraft,,331,
73884,Utslippstillatelse og bygging av mindre avløpsanlegg,,3695,
73883,Meld avvik - For ansatte ved Gjøvik kultursenter,,3695,
73882,Rekruttering av helsepersonell - Korona,,3695,
73881,Søknad om databriller,,3695,
73880,Bestill veiledningsmøte for planarbeid,,3695,
73879,Bestilling av mat fra Rådhuskafeen,,3695,
73878,Bekymringsmelding til barneverntjenesten - Privat melder,,3695,
73877,Jeg vil være støttekontakt,,3695,
73876,Politiattest - Bekreftelse på formål,,3695,
73875,Klage på parkeringsgebyr / kontrollsanksjon / kontrollavgift,,3695,
73874,Påmelding til fødsels- og foreldreforberedende kurs (svangerskapskurs),,3695,
73873,Søknad om kulturmidler (driftstilskudd) til lag og foreninger for barn og ungdom,,3695,
73872,Bistand fra Tverrfaglig familieteam (TFT),,3695,
73870,Voksenopplæring - fritak fra plikt til opplæring i norsk og samfunnskunnskap,,3245,
73869,Voksenopplæring - Spesialundervisning for voksne på grunnskolens område,,3245,
73868,Søknadsskjema for valgmedarbeidere,,4106,
73867,Test av overføring til CosDoc,,3689,
73866,Omdisponering av ansatte,,64,
73865,"Søknad \Årets Nesodding\""-prisen - 2021""",,64,
73864,Søknad Idrettsprisen - 2021,,64,
73863,Høringsskjema -  Kommuneplan internt,,64,
73862,Høringsskjema - Kommuneplan ekstern,,64,
73861,Egenhenvisning- / samtykkeskjema til FACT team i Nesodden kommune,,64,
73860,Registreringsskjema for frivillige - Kulturisten,,64,
73859,Søknadsskjema helse og omsorg,,64,
73858,Søknad om utslippstillatelse for fettholdig avløpsvann,,64,
73857,Søknad om utslippstillatelse for oljeholdig avløpsvann,,64,
73856,"Plan for overgang barnehage, skole og skolefritidsordning 2017-2021 - HØRING",,64,
73855,"Henvisningskjema for voksne, spesialundervisning og logopedi",,64,
73854,Tilgjengelighetsprisen 2019,,64,
73852,Søknad Kulturpris - 2021,,64,
73851,Søknad om kulturfond 2021,,64,
73850,Rapporteringsskjema for tildeling av kulturfond,,64,
73849,Rapporteringsskjema for tilskudd til kulturelle prosjekter,,64,
73848,Ledsagerbevis-søknad for utskrift,,64,
73846,Innsyn i og bestilling av kopier fra kommunens arkiv,,64,
73844,Søknad om aktivitetstilskudd,,64,
73718,Besøkshjem (KF-P142-FK),,3971,
73717,Støttekontakt - søknad som (KF-P353-FK),,3971,
73716,Helse- og omsorgstjenester,,3863,
73674,Serveringsløyve,,3590,
73673,Bli valmedarbeidar,,3602,
73672,Båtplass - søknad om kommunal båtplass,,4088,
73670,"Eiendomsskatt - søke om utsettelse, nedsettelse eller ettergivelse",,238,
73667,Vilt -  utlån av grevlingfeller,,3767,
73666,Utskriftvennlig frisklivsresept,,3689,
73659,Komplettering ved mangelfull søknad,,349,
73657,Bemanning til stortingsvalg,,4010,
73614,Rapportskjema tilskudd (KF-693),,169,
73613,Søknad om fritak i norsk og samfunnskunnskap (KF-695),,3650,
73561,Eiendomsskatt - søknad om ettergivelse eller nedsettelse (KF-496-3021),,73,
73560,Utslippstillatelse (KF-320-5436),,3842,
73559,Arbeidsvarsling (KF-692),,3650,
73558,Omsetningsoppgave for alkohol - ambulerende /enkelt anledning (KF-598),,3356,
73557,Omsetningsoppgave for alkohol (KF-134),,3356,
73524,Søskenmoderasjon i både barnehage og SFO - søknad,,3704,
73489,Tilbud om sommerskole,,325,
73488,Fastsetting av lønnsansiennitet (KF-P689-FK),,3971,
73487,Parkeringstillatelse for forflytningshemmede (KF-P299-FK),,3971,
73486,Søknad på stilling (KF-690),,3464,
73485,Driftstilskudd til skolekorps i Drammen kommune,,169,
73484,Redusert foreldrebetaling i barnehage - søknad (KF-630B-FK),,127,
73483,Kommunal bolig - leie (KF-138-1875),,3329,
73482,Krav om fast stilling etter arbeidsmiljølovens §§ 14.9 og 14.4a,,169,
73479,Sommerbua - påmelding,,127,
73478,Søknad om foreldrepermisjon,,3317,
73477,Vaksine - bestilling,,58,
73476,Søknad om tilskot til tiltak for å styrka den norskspråklege utviklinga for minoritetsspråklege barn i barnehage,,214,
73466,Ung sommar i Hå,,3404,
73465,Søknad om midler fra fritidsfond,,3248,
73464,Ledsagerbevis for funksjonshemmede (KF-110),,3650,
73430,Sommerskole - påmelding,,304,
73407,"Lokaler - melding (frisør, hudpleie) /søknad om godkjenning (tatovering, hulltaking)",,304,
73406,"Badeanlegg, basseng, badstu - meldeskjema",,304,
73368,Økonomi- og gjeldsrådgivning - digital veiviser,Her finner du informasjon om hvordan du kan ta kontroll over økonomien din hvis du havner i eller er på vei ut i en vanskelig økonomisk situasjon. Du kan også ta kontakt med NAV direkte for å få økonomirådgiving og gjeldsrådgivning. ,202,"5514, 9032"
73266,Påmelding til informasjonsmøte - Storebøvegen,,3602,
73256,Contact form guests quarantine hotel Sola,,3977,
73255,Kontaktskjema gjester karantenehotell,,3977,
73254,Søknad om bruk av kommunal grunn,,3977,
73253,Søknad om arrangement - saksbehandling,,3404,
73252,Søknad om arrangement - kommunal grunn,,3404,
73251,Søknad om arrangement - teknisk,,3404,
73249,Folkepulsen Eigersund,,3248,
73207,Om barnebidrag,Barnebidrag skal betales av den av foreldrene som ikke bor sammen med barnet sitt. ,202,3744
73205,Eksempler på søknader og CV-er,"Eksempelside med søknader, CV-er, stillingsanalyse, vurderingsskjema m.m.",202,"3493, 4201"
73108,Ekteskap i utlandet,"Skal dere gifte dere i utlandet, kan ekteskapet inngås enten etter utenlandsk eller etter norsk rett. Før dere kan gifte dere, enten det er etter norsk eller utenlandsk rett, må skatteetaten sjekke om dere/den av dere som er/har vært bosatt i Norge, oppfyller vilkårene for å inngå ekteskap.",7,4277
73062,Gravemelding for påvising av kommunal VA-leidning,,3317,
73061,Kontingentstøtte til frivillige lag og organisasjonar,,3281,
73058,TEst Acos,,3290,
73056,ACOS Test 1,,4139,
73055,TESTSøknad om skjenkebevilling,,238,
73054,Søknad om faste treningstider - sesongen 2021/22,,3875,
73051,Renovasjon - Innsamling av husholdningsavfall,,3767,
73050,Nominasjon til arkitekturpris 2021,,4106,
73048,Melding om ras eller utglidninger,,181,
73013,Etterlattepensjon - OPF,"Når et medlem av Oslo pensjonsforening (OPF) dør, kan ektefelle, barn eller registrert partner ha rett til etterlattepensjon (også kalt gjenlevendepensjon).",3239,"22780, 4614"
73012,Etterlattepensjon - KLP,"Etterlattepensjon er en fellesbetegnelse for ektefellepensjon og barnepensjon. Når en som er KLP-medlem faller fra, kan ektefelle, barn eller registrert partner ha rett til pensjon. ",166,"22780, 4614"
72966,Søknad om redusert foreldrebetaling i barnehage/SFO,,304,
72895,Send forliksklage,Har du et krav mot noen som du ønsker å få behandlet i forliksrådet? Da kan du klage ham eller henne inn for forliksrådet ved å sende inn en forliksklage. Du kan fylle ut og sende forliksklagen på papir eller digitalt. Du kan også svare digitalt på en forliksklage.,4418,7150
72840,Talentstipend - søknad (1818),,3356,
72839,Tillatelse til handel med pyroteknisk vare - søknad til kommunen,pdf,4055,4041
72838,Dispensasjon fra arealplan,pdf,4055,4079
72836,Namnekonkurranse - kva skal det nye intranettet vårt heite?,,3602,
72835,ACOS Test 1,,4088,
72833,Test av overføring til CosDoc,,3245,
72832,Grunnskole - SFO - redusert foreldrebetaling - søknad,,3689,
72828,Søknad om arrangement - brann,,3404,
72827,Søknad om arrangement,,3404,
72791,Tilsynsførerrapport - Fosterhjem,,3650,
72757,Vielse - bestilling (KF-620-FK),,3971,
72756,Søknad om å bli oppdragstaker,,3650,
72755,Rapport - Støttekontakt og besøkshjem,,3650,
72754,Besøkshjem (KF-142),,3650,
72593,Klage på forvaltningsvedtak (KF-P358-FK),,3971,
72592,Høring skolebruksplan (KF-688),,172,
72591,Kulturmidler (KF-109-1576),,127,
72590,Høringsuttalelse (KF-239-FK),,3971,
72589,Støttekontakt,,4151,
72587,Melding om behov for individuell tilrettelegging i barnehage,,3521,
72586,Nærmiljøtiltak (KF-511),,3971,
72585,Kulturmidler (KF-109A),,4064,
72584,Parkeringstillatelse for forflytningshemmede (KF-299),,3650,
72583,Barnehage - Permisjon (KF-103),,3521,
72459,Søknad om tilskot frå Guleslettene Vindkraft,,3290,
72458,ACOS Test 1,,3692,
72449,Utlysning av koronamidler til næringslivet,,3404,
72378,Aktivitetstilskudd,,3845,
72243,Primærnæringsfond vedtekter,,4055,7342
72238,Time til råd og rettleiing om grunnskule for vaksne,,3317,
72230,Søknad om løyve til bruk av kommunalt uteareal,,3641,
72229,"Søknad om hogst, trefelling og rydding på kommunal grunn",,3641,
72226,Søknad om tilskot frå Kvalheim Kraft DA,,3290,
72225,Eiendomsskatt - klage på takst,,238,
72224,Leie byrom,,238,
72223,LIC-CHECK,,4106,
72219,Påmelding til jegerprøveeksamen,,3977,
72218,Uttalelse ved rekruttering,,3248,
72178,Egenkontrollskjema barnehage,,3944,
72041,Ungdomsrådet sine midlar for barn og ungdom,,3317,
72040,Tilbakemeldingsskjema,,3317,
72038,Søknad om tilskot - tiltak for minioritetsspråklege barn 2021,,3602,
72037,Påmelding til informasjonsmøte - Storebøvegen,,3602,
72036,Evaluering prøveperiode avdelingsleiar Storebø skule,,3602,
72035,Påmelding til skulelunsj ungdomsskulen,,3602,
72034,Søknadskjema for søskenmoderasjon både i barnehage og SFO,,3602,
72033,Stadfesting av personinformasjon ved tilsetting i Austevoll kommune,,3602,
72032,Har du kompetanse som kommunen har bruk for? Register deg!,,3602,
72031,"Har du helsefagleg utdanning, men jobbar med noko anna no? Register deg her!",,3602,
72030,Er du tilgjengeleg helsepersonell? Registrer deg her!,,3602,
72029,Spørjeundersøking om kulturskuletilbod,,3602,
72028,Evaluering av fagdag 21. november 2019,,3602,
72027,Avtale om overføring av ferie,,3602,
72026,Innspel til kommuneplan - arealdel,,3602,
72025,Tilvisingskjema til PPT - Elevar i grunnskulen - skulen fyller ut,,3602,
72024,Renovasjon - Søknad om fritak eller endring,,3602,
72023,Søknad om fritak for feieavgift,,3602,
72022,Melding til kommunen,,3602,
72021,Klage på vedtak,,3602,
72020,Høyringsuttale,,3602,
72019,Varsel til arbeidsgjevar om avvikling av fødselspermisjon,,3602,
72018,SFO - feriepåmelding,,3602,
72017,Feiarvesenet - melding om installering / vesentleg endring / omplassering av ildstad,,3602,
72014,Søknad om tilskot til kulturarbeid,,3602,
72013,Løyve til avfyring av fyrverkeri,,3602,
72012,Opplysningar om brannvern i fritidsbustad,,3602,
72011,Søknad om uløna permisjon,,3602,
72009,Hytta på Sandvad,,3653,
72008,Medarbeidarsamtale,,3653,
72007,Påmelding møte,,3653,
72005,Tilskot til lag og organisasjonar,,4226,
72004,Søknad om redusert foreldrebetaling og gratis kjernetid,,3320,
72003,test 1,,4106,
72001,PPT - Henvisning til pedagogisk-psykologisk tjeneste,,3689,
71999,TEST - samtykkeskjema bilder,,349,
71997,TKG Elevpermisjon søknad ny 3,,136,
71996,TKG elevpermisjon søknad NY 2,,136,
71941,Nettfart.no - mål din bredbåndskapasitet,"Nettfart.no måler kapasiteten som brukerens nettleser kan sende (opplasting) og ta imot (nedlasting), altså den kapasiteten brukeren kan benytte seg av.",4749,6057
71934,Vielse - bestilling (KF-620),,3521,
71933,Pleie- og omsorgstjenester - Søknad om (KF-158),,3521,
71932,Kommunal bolig - leie (KF-459),,3521,
71931,Henvendelse om tekniske tjenester (KF-108),,3521,
71906,Forespørsel om vaksinering - Covid-19 (KF-683),,3842,
71856,Tuberkulose / MRSA - Registrering,,3650,
71849,Miljørettet helsevern - Solarievirksomheter - meldeskjema,,3767,
71846,Avtale om kommunal mobiltelefon - Vurdering,,3977,
71845,Endring/avbestilling av matlevering i heimetenesta,,3404,
71834,Adopsjon - søknadsskjema,"Her finner du  søknadsskjema for stebarnsadopsjon/ konkret barn, nasjonal spedbarnsadopsjon og utenlandsadopsjon.",5502,3191
71827,Søknad på sommerjobb for ungdom (KF-155-3825),,4169,
71826,Foreldrepermisjon (KF-228),,3725,
71805,Redusert foreldrebetaling i barnehage - søknad (KF-630B),,3521,
71803,Egenmelding ved fravær (KF-710),,3725,
71719,Søknad om skoleskyss - farlig skolevei (KF-165-5031),,79,
71718,Nydyrking - Søknad om tilskudd,,3338,
71717,Jordbruksareal - søknad om omdisponering (KF-687),,3617,
71716,Barnehage - Erklæring om helsetilstand,,3650,
71715,Voksenopplæring - Grunnskole (KF-226),,172,
71682,Søskenmoderasjon på tvers av tjenester,,4121,
