"versjoner";"sumart1";"sumart1-tekst";"kost2a";"hovedgruppering-art";"avdeling";"avdeling-tekst";"avgfin-ikke-avgfin";"tjenesteomraade";"tjenesteomraade-tekst";"tjeneste";"tjeneste-tekst";"proplan";"prosjektkategori";"prosjekt";"prosjekt-tekst";"geografisk-bydel";"geografisk-bydel-tekst";"2011-fra-vedt-okonomiplan";"2012";"2013";"2014";"2015"
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD080;Landås skole, rehabilitering og utvidelse;70;ÅRSTAD;-5 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD081;Nattland skole, utvidelse;30;FANA;-38 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD081;Nattland skole, utvidelse;30;FANA;38 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD081;Nattland skole, utvidelse;30;FANA;-30 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD081;Nattland skole, utvidelse;30;FANA;30 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;20;BERGENHUS;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;20;BERGENHUS;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;20;BERGENHUS;59 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD085;Slåtthaug skole rehab./utvidelse;30;FANA;-36 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD085;Slåtthaug skole rehab./utvidelse;30;FANA;86 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD085;Slåtthaug skole rehab./utvidelse;30;FANA;-46 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD085;Slåtthaug skole rehab./utvidelse;30;FANA;-1 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD085;Slåtthaug skole rehab./utvidelse;30;FANA;-3 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD087;Ulsmåg skole, rehab./utvidelse;30;FANA;22 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD087;Ulsmåg skole, rehab./utvidelse;30;FANA;70 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD087;Ulsmåg skole, rehab./utvidelse;30;FANA;-42 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD087;Ulsmåg skole, rehab./utvidelse;30;FANA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD092;Råstølen barnetr. / barnetun;60;YTREBYGDA;-8 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD092;Råstølen barnetr. / barnetun;60;YTREBYGDA;48 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD092;Råstølen barnetr. / barnetun;60;YTREBYGDA;-32 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD092;Råstølen barnetr. / barnetun;60;YTREBYGDA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD175;Tunesflaten flerbrukshall;60;YTREBYGDA;4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD175;Tunesflaten flerbrukshall;60;YTREBYGDA;6 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD175;Tunesflaten flerbrukshall;60;YTREBYGDA;-10 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD175;Tunesflaten flerbrukshall;60;YTREBYGDA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;-1 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;-3 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD178;Hordvik skole, ny utvidelse;80;ÅSANE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD178;Hordvik skole, ny utvidelse;80;ÅSANE;4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD178;Hordvik skole, ny utvidelse;80;ÅSANE;-4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD179;Håstein skole, rehabilitering;50;LAKSEVÅG;-14 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD179;Håstein skole, rehabilitering;50;LAKSEVÅG;74 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD179;Håstein skole, rehabilitering;50;LAKSEVÅG;-45 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD179;Håstein skole, rehabilitering;50;LAKSEVÅG;-7 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD179;Håstein skole, rehabilitering;50;LAKSEVÅG;-8 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;-4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;-4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;30 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;30;FANA;40 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD181;Sædalen skole, 2. byggetrinn;30;FANA;11 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD181;Sædalen skole, 2. byggetrinn;30;FANA;4 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD242;Div. bygn.messige tilpasninger skole;90;BYDEKKENDE;5 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD242;Div. bygn.messige tilpasninger skole;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD302;Ny barneskole Almås m/volleyballhall;80;ÅSANE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD303;Nattland / Hunstad skole;30;FANA;40 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD323;Store rehabiliteringsprosjekter - Skole;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD323;Store rehabiliteringsprosjekter - Skole;90;BYDEKKENDE;114 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD323;Store rehabiliteringsprosjekter - Skole;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD071;Oppgradering av uteareal - skole;90;BYDEKKENDE;-6 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD056;Skjold skole, volleyballhall;40;FYLLINGSDALEN;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD070;Tilpasninger for funksjonshemmede - skole;90;BYDEKKENDE;2 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD071;Oppgradering av uteareal - skole;90;BYDEKKENDE;3 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD074;Garnes ungd.skole, utvidelse;10;ARNA;-90 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD080;Landås skole, rehabilitering og utvidelse;70;ÅRSTAD;-81 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;20;BERGENHUS;-59 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD087;Ulsmåg skole, rehab./utvidelse;40;FYLLINGSDALEN;-50 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD092;Råstølen barnetr. / barnetun;60;YTREBYGDA;-8 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD175;Tunesflaten flerbrukshall;60;YTREBYGDA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD177;Damsgård, rehabilitering og utvidelse;50;LAKSEVÅG;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD180;Nattland skole, rehabilitering;40;FYLLINGSDALEN;-66 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD181;Sædalen skole, 2. byggetrinn;40;FYLLINGSDALEN;-11 200 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD242;Div. bygn.messige tilpasninger skole;90;BYDEKKENDE;-5 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD302;Ny barneskole Almås m/volleyballhall;80;ÅSANE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD303;Nattland / Hunstad skole;40;FYLLINGSDALEN;-40 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD323;Store rehabiliteringsprosjekter - Skole;90;BYDEKKENDE;-114 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD347;Tunesflaten/Skeie - kapasitetsutvidelse;60;YTREBYGDA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD348;Råstølen volleyballhall;60;YTREBYGDA;10 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD349;Midlertidige tiltak og mindre tiltak ved strukturendring - skoler;90;BYDEKKENDE;5 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD350;Innvendig oppgradering - skoler;90;BYDEKKENDE;40 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD351;Rolland skole utvidelse hovedskolen;80;ÅSANE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD352;Alvøen skole, rehabilitering av avstengt fløy;50;LAKSEVÅG;500 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD353;Seimsmyrane - ny ungdomsskole;10;ARNA;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD355;Søråshøgda skole - ny kapasitetsutvidelse inkl. gangvei;60;YTREBYGDA;15 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD356;Holen skole (ungdomsskoledel) - rehabilitering;50;LAKSEVÅG;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD357;Skolebibliotek - tilrettelegging/ombygging;90;BYDEKKENDE;500 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;90;BYDEKKENDE;2 600 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4001;NÆRMILJØ;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;90;BYDEKKENDE;1 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;90;BYDEKKENDE;8 000 000,00;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4002;TURVEGNETT/FRILUFTSTILTAK;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;90;BYDEKKENDE;0;0;0;0;0
11-14VB;1;Sum utgifter;100;Investeringer i anleggsmidler;5;Byrådsavd. for byutvikling, klima og miljø;Ikke-avg.fin.;10C;Naturforvaltning og parkdrift;33510;Grønn prosjektering;GRØNN;Grønn prosjektering;4004;NYANLEGG BYDELSPARKER;90;BYDEKKENDE;1 400 000,00;0;0;0;0
