konto;konto_tekst;ansvar;ansvar_tekst;tjeneste;tjeneste_tekst;rekneskap_2011;budsjett_2012;budsjett_2013
11001;Kopiering, papir og toner;531;Norane SFO;21500;Skulefritidstilbod;3 598;3 200;3 200
11001;Kopiering, papir og toner;535;Ylvisåker barnehage;20100;Førskule;3 668;1 070;1 070
11001;Kopiering, papir og toner;540;Kaupanger skule;20200;Grunnskule;11 917;7 470;7 470
11001;Kopiering, papir og toner;550;Trudvang skule;20200;Grunnskule;39 471;26 680;26 680
11001;Kopiering, papir og toner;560;Kvåle skule;20200;Grunnskule;24 871;14 940;29 940
11001;Kopiering, papir og toner;571;Vaksenopplæring skuleverket;21300;Vaksenopplæring;718;0;0
11001;Kopiering, papir og toner;640;Økonomiavdeling;12000;Administrasjon;37 166;13 620;13 620
11001;Kopiering, papir og toner;645;Personalpolitiske tiltak;12000;Administrasjon;16 857;0;0
11001;Kopiering, papir og toner;650;Tenestetorg og IKT;12000;Administrasjon;9 984;8 610;8 610
11001;Kopiering, papir og toner;700;Administrasjon fag og utvikling;12000;Administrasjon;11 806;5 630;5 630
11001;Kopiering, papir og toner;710;Felleskonto grunnskule;20210;Grunnskule - administrasjon;0;8 160;8 160
11001;Kopiering, papir og toner;715;Norskopplæring;21300;Vaksenopplæring;23 576;24 480;24 970
11001;Kopiering, papir og toner;730;Tiltak for flyktningar;24200;Råd, rettleiing og sosialt førebyggjand arbeid;208;0;0
11001;Kopiering, papir og toner;750;Politisk styring;10000;Politisk styring og kontrollorgan;35 820;0;0
11001;Kopiering, papir og toner;790;Sogn regionråd;29000;Interkommunale samarbeid -§27;1 576;0;0
11002;Abonnement;100;Kultur;12000;Administrasjon;2 460;3 200;3 200
11002;Abonnement;200;Plan og bygning;30100;Plansakshandsaming;47;0;0
11002;Abonnement;200;Plan og bygning;30300;Kart og oppmåling;288;0;0
11002;Abonnement;210;Landbruk;32900;Landbruksforvalting og landbruksbasert næringsutvi;2 036;4 076;4 076
11002;Abonnement;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;1 025;0;0
11002;Abonnement;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;6 440;0;0
11002;Abonnement;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;5 850;0;0
11002;Abonnement;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;1 300;0;0
11002;Abonnement;350;Vassforsyning;34000;Produksjon av vatn;2 880;0;0
11002;Abonnement;350;Vassforsyning;34500;Distribusjon av vatn;2 166;0;0
11002;Abonnement;360;Avlaup og rensing;35000;Avlaupsrensing;900;0;0
11002;Abonnement;360;Avlaup og rensing;35300;Avlaupsnett/innsamling av avlaupsvatn;1 000;0;0
11002;Abonnement;370;Renovasjon;35500;Innsamling av hushaldsavfall;660;0;0
11002;Abonnement;370;Renovasjon;35700;Attvinning og sluttbehandling av hushaldsavfall;45;0;0
11002;Abonnement;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;5 820;0;0
11002;Abonnement;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;1 795;0;0
11002;Abonnement;421;Interkommunalt Miljøretta helsevern;23300;Anna førebyggjande helsearbeid;690;0;0
11002;Abonnement;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;2 040;0;0
11002;Abonnement;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;200;0;0
11002;Abonnement;460;Pleie og omsorg;23400;Aktivisering og servicetj. for eldre og funkshemma;2 040;0;0
11002;Abonnement;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;3 834;0;0
11002;Abonnement;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;3 970;0;0
11002;Abonnement;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;3 483;0;0
11002;Abonnement;491;Jordmor;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;1 479;0;0
11002;Abonnement;500;Felleskonto kommunale barnehagar;20100;Førskule;1 244;0;0
11002;Abonnement;501;Furuli barnehage;20100;Førskule;3 822;0;0
11002;Abonnement;503;Notsete barnehage;20100;Førskule;3 100;1 070;1 070
11002;Abonnement;520;Fjærland skule;20200;Grunnskule;799;0;0
11002;Abonnement;530;Norane skule;20200;Grunnskule;799;0;0
11002;Abonnement;540;Kaupanger skule;20200;Grunnskule;7 391;5 340;7 340
11002;Abonnement;550;Trudvang skule;20200;Grunnskule;7 509;4 270;4 270
11002;Abonnement;560;Kvåle skule;20200;Grunnskule;20 686;12 130;27 130
11002;Abonnement;571;Vaksenopplæring skuleverket;21300;Vaksenopplæring;450;2 130;2 130
11002;Abonnement;640;Økonomiavdeling;12000;Administrasjon;30 269;10 000;15 000
11002;Abonnement;641;Kontroll og revisjon;11000;Kontrollutvalet;5 050;0;0
11002;Abonnement;645;Personalpolitiske tiltak;12000;Administrasjon;3 172;0;0
11002;Abonnement;645;Personalpolitiske tiltak;18000;Diverse fellesutgifter;72 200;0;0
11002;Abonnement;650;Tenestetorg og IKT;12000;Administrasjon;30 743;15 450;15 450
11002;Abonnement;660;Ymse fellesutgifter;12000;Administrasjon;7 022;0;0
11002;Abonnement;700;Administrasjon fag og utvikling;12000;Administrasjon;2 693;9 400;9 400
11002;Abonnement;715;Norskopplæring;21300;Vaksenopplæring;3 203;0;0
11002;Abonnement;731;Fjøra Intro;27500;Introduksjonsordninga;2 140;0;0
11002;Abonnement;750;Politisk styring;10000;Politisk styring og kontrollorgan;27 932;0;0
11002;Abonnement;790;Sogn regionråd;29000;Interkommunale samarbeid -§27;3 563;2 000;2 000
11002;Abonnement;F310;Heradshuset;13000;Administrasjonslokale;2 702;0;0
11002;Abonnement;F400;Helsesenter;13000;Administrasjonslokale;722;0;0
11002;Abonnement;F460;Sogndal omsorgssenter;26100;Institusjonslokale;2 190;0;0
11002;Abonnement;F480;Omsorgsbustader Fossetunet 1B;26500;Kommunalt disponerte bustadar;600;0;0
11002;Abonnement;F481;Omsorgsbustader Leighgota 3;26500;Kommunalt disponerte bustadar;600;0;0
11002;Abonnement;F482;Omsorgsbustader Stedjevegen;26500;Kommunalt disponerte bustadar;600;0;0
11002;Abonnement;F501;Furuli barnehage;22100;Førskulelokale og skyss;720;0;0
11002;Abonnement;F502;Kyrkjebakken barnehage;22100;Førskulelokale og skyss;720;0;0
11002;Abonnement;F503;Notsete barnehage;22100;Førskulelokale og skyss;720;0;0
11002;Abonnement;F504;Kjørnes barnehage;22100;Førskulelokale og skyss;360;0;0
11002;Abonnement;F520;Fjærland skule og barnehage;22200;Skulelokale og skyss;600;0;0
11002;Abonnement;F530;Norane skule og barnehage;22200;Skulelokale og skyss;1 170;0;0
11002;Abonnement;F540;Kaupanger skule;22200;Skulelokale og skyss;1 750;0;0
11002;Abonnement;F550;Trudvang skule;22200;Skulelokale og skyss;1 950;0;0
11002;Abonnement;F560;Kvåle ungdomsskule;22200;Skulelokale og skyss;2 560;0;0
11003;Faglitteratur og kartverk;200;Plan og bygning;30100;Plansakshandsaming;5 240;111 025;113 325
11003;Faglitteratur og kartverk;200;Plan og bygning;30200;Byggje- og delesakshandsaming og seksjonering;10 143;0;0
11003;Faglitteratur og kartverk;200;Plan og bygning;30300;Kart og oppmåling;29 254;90 460;93 260
11003;Faglitteratur og kartverk;210;Landbruk;32900;Landbruksforvalting og landbruksbasert næringsutvi;642;0;0
11003;Faglitteratur og kartverk;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;1 545;0;0
11003;Faglitteratur og kartverk;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;1 967;0;0
11003;Faglitteratur og kartverk;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;1 230;0;0
11003;Faglitteratur og kartverk;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;196;0;0
11003;Faglitteratur og kartverk;421;Interkommunalt Miljøretta helsevern;23300;Anna førebyggjande helsearbeid;1 028;0;0
11003;Faglitteratur og kartverk;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;1 007;0;0
11003;Faglitteratur og kartverk;460;Pleie og omsorg;24100;Diagnose, behandling, rehabilitering;414;0;0
11003;Faglitteratur og kartverk;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;3 863;0;0
11003;Faglitteratur og kartverk;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;1 208;0;0
11003;Faglitteratur og kartverk;471;Sogn barnevern;24400;Barnevernsteneste;1 130;0;0
11003;Faglitteratur og kartverk;471;Sogn barnevern;29000;Interkommunale samarbeid -§27;1 671;0;0
11003;Faglitteratur og kartverk;480;Kultur, aktivitetstilbud barn og unge;23100;Aktivitetstilbod barn og unge;180;10;10
11003;Faglitteratur og kartverk;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;3 148;7 649;7 649
11003;Faglitteratur og kartverk;491;Jordmor;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;919;0;0
11003;Faglitteratur og kartverk;500;Felleskonto kommunale barnehagar;20100;Førskule;96;0;0
11003;Faglitteratur og kartverk;501;Furuli barnehage;20100;Førskule;2 152;2 130;2 130
11003;Faglitteratur og kartverk;502;Kyrkjebakken barnehage;20100;Førskule;5 975;3 200;3 200
11003;Faglitteratur og kartverk;503;Notsete barnehage;20100;Førskule;525;1 070;1 070
11003;Faglitteratur og kartverk;503;Notsete barnehage;22100;Førskulelokale og skyss;96;0;0
11003;Faglitteratur og kartverk;504;Kjørnes barnehage;20100;Førskule;450;0;0
11003;Faglitteratur og kartverk;520;Fjærland skule;20200;Grunnskule;2 008;2 130;2 130
11003;Faglitteratur og kartverk;525;Fjærland barnehage;20100;Førskule;2 235;3 200;3 200
11003;Faglitteratur og kartverk;530;Norane skule;20200;Grunnskule;4 786;2 130;2 130
11003;Faglitteratur og kartverk;531;Norane SFO;21500;Skulefritidstilbod;276;1 070;2 070
11003;Faglitteratur og kartverk;535;Ylvisåker barnehage;20100;Førskule;3 201;2 130;2 130
11003;Faglitteratur og kartverk;540;Kaupanger skule;20200;Grunnskule;3 409;4 270;4 270
11003;Faglitteratur og kartverk;544;Kaupanger SFO;21500;Skulefritidstilbod;0;3 200;3 200
11003;Faglitteratur og kartverk;550;Trudvang skule;20200;Grunnskule;3 076;5 340;5 340
11003;Faglitteratur og kartverk;551;Trudvang SFO;21500;Skulefritidstilbod;0;2 130;2 130
11003;Faglitteratur og kartverk;560;Kvåle skule;20200;Grunnskule;10 550;9 270;9 270
11003;Faglitteratur og kartverk;640;Økonomiavdeling;12000;Administrasjon;1 524;1 240;1 240
11003;Faglitteratur og kartverk;645;Personalpolitiske tiltak;12000;Administrasjon;2 401;0;0
11003;Faglitteratur og kartverk;650;Tenestetorg og IKT;12000;Administrasjon;0;2 060;2 060
11003;Faglitteratur og kartverk;700;Administrasjon fag og utvikling;12000;Administrasjon;2 000;510;510
11003;Faglitteratur og kartverk;710;Felleskonto grunnskule;20200;Grunnskule;14 421;0;0
11003;Faglitteratur og kartverk;710;Felleskonto grunnskule;20210;Grunnskule - administrasjon;0;7 620;7 620
11003;Faglitteratur og kartverk;715;Norskopplæring;21300;Vaksenopplæring;10 470;14 280;14 566
11003;Faglitteratur og kartverk;730;Tiltak for flyktningar;24200;Råd, rettleiing og sosialt førebyggjand arbeid;161;0;0
11003;Faglitteratur og kartverk;730;Tiltak for flyktningar;27500;Introduksjonsordninga;318;0;0
11003;Faglitteratur og kartverk;731;Fjøra Intro;27500;Introduksjonsordninga;3 330;0;0
11003;Faglitteratur og kartverk;750;Politisk styring;10000;Politisk styring og kontrollorgan;595;0;0
11003;Faglitteratur og kartverk;790;Sogn regionråd;29000;Interkommunale samarbeid -§27;3 168;4 000;4 000
11050;Lærebøker;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;250;0;0
11050;Lærebøker;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;1 250;0;0
11050;Lærebøker;504;Kjørnes barnehage;20100;Førskule;4 293;0;0
11050;Lærebøker;519;Spesialpedagogisk hjelp i barnehagar;21100;Styrka tilbod til førskulebarn;0;12 033;12 274
11050;Lærebøker;520;Fjærland skule;20200;Grunnskule;34 558;33 880;33 880
11050;Lærebøker;530;Norane skule;20200;Grunnskule;53 840;47 400;47 400
11050;Lærebøker;535;Ylvisåker barnehage;20100;Førskule;283;0;0
11050;Lærebøker;540;Kaupanger skule;20200;Grunnskule;93 294;339 490;339 490
11050;Lærebøker;550;Trudvang skule;20200;Grunnskule;250 322;368 050;375 350
11050;Lærebøker;560;Kvåle skule;20200;Grunnskule;89 439;709 270;709 270
11050;Lærebøker;645;Personalpolitiske tiltak;12000;Administrasjon;2 105;0;0
11050;Lærebøker;650;Tenestetorg og IKT;12000;Administrasjon;220;0;0
11050;Lærebøker;710;Felleskonto grunnskule;20250;Grunnskule - spesialpedagogiske tiltak;0;10 772;10 772
11050;Lærebøker;715;Norskopplæring;21300;Vaksenopplæring;81 884;97 920;99 878
11050;Lærebøker;730;Tiltak for flyktningar;24200;Råd, rettleiing og sosialt førebyggjand arbeid;972;0;0
11051;Anna undervisningsmateriale;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;0;-20 000;0
11051;Anna undervisningsmateriale;451;Teneste PUH;27300;Kommunale sysselsettjingstiltak;0;25 620;25 620
11051;Anna undervisningsmateriale;480;Kultur, aktivitetstilbud barn og unge;23100;Aktivitetstilbod barn og unge;13 998;15 450;15 450
11051;Anna undervisningsmateriale;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;100;0;0
11051;Anna undervisningsmateriale;500;Felleskonto kommunale barnehagar;20100;Førskule;0;13 870;14 147
11051;Anna undervisningsmateriale;501;Furuli barnehage;20100;Førskule;57 105;0;0
11051;Anna undervisningsmateriale;502;Kyrkjebakken barnehage;20100;Førskule;35 646;29 380;29 380
11051;Anna undervisningsmateriale;503;Notsete barnehage;20100;Førskule;7 637;6 740;6 740
11051;Anna undervisningsmateriale;503;Notsete barnehage;22100;Førskulelokale og skyss;1 397;0;0
11051;Anna undervisningsmateriale;504;Kjørnes barnehage;20100;Førskule;31 793;0;0
11051;Anna undervisningsmateriale;510;Felleskonto Private barnehagar;20100;Førskule;638;0;0
11051;Anna undervisningsmateriale;519;Spesialpedagogisk hjelp i barnehagar;21100;Styrka tilbod til førskulebarn;5 227;5 340;5 447
11051;Anna undervisningsmateriale;520;Fjærland skule;20200;Grunnskule;36 362;18 010;22 010
11051;Anna undervisningsmateriale;521;Fjærland SFO;21500;Skulefritidstilbod;260;20 000;20 800
11051;Anna undervisningsmateriale;525;Fjærland barnehage;20100;Førskule;6 954;10 670;10 670
11051;Anna undervisningsmateriale;530;Norane skule;20200;Grunnskule;37 804;37 290;37 290
11051;Anna undervisningsmateriale;531;Norane SFO;21500;Skulefritidstilbod;34 477;24 880;24 880
11051;Anna undervisningsmateriale;535;Ylvisåker barnehage;20100;Førskule;45 859;33 090;33 090
11051;Anna undervisningsmateriale;540;Kaupanger skule;20200;Grunnskule;100 267;135 290;135 290
11051;Anna undervisningsmateriale;544;Kaupanger SFO;21500;Skulefritidstilbod;4 340;16 740;16 740
11051;Anna undervisningsmateriale;550;Trudvang skule;20200;Grunnskule;193 512;147 770;150 770
11051;Anna undervisningsmateriale;551;Trudvang SFO;21500;Skulefritidstilbod;31 122;34 000;34 000
11051;Anna undervisningsmateriale;560;Kvåle skule;20200;Grunnskule;273 271;194 270;194 270
11051;Anna undervisningsmateriale;571;Vaksenopplæring skuleverket;21300;Vaksenopplæring;4 003;16 636;17 436
11051;Anna undervisningsmateriale;710;Felleskonto grunnskule;20230;Grunnskule - felles;0;6 528;6 528
11051;Anna undervisningsmateriale;710;Felleskonto grunnskule;20250;Grunnskule - spesialpedagogiske tiltak;0;4 355;4 355
11051;Anna undervisningsmateriale;715;Norskopplæring;21300;Vaksenopplæring;31 390;41 891;42 729
11052;Matvarer til bruk i undervisning;480;Kultur, aktivitetstilbud barn og unge;23100;Aktivitetstilbod barn og unge;1 552;0;0
11052;Matvarer til bruk i undervisning;520;Fjærland skule;20200;Grunnskule;7 158;9 600;9 600
11052;Matvarer til bruk i undervisning;521;Fjærland SFO;21500;Skulefritidstilbod;199;2 500;2 500
11052;Matvarer til bruk i undervisning;530;Norane skule;20200;Grunnskule;3 408;3 200;3 200
11052;Matvarer til bruk i undervisning;531;Norane SFO;21500;Skulefritidstilbod;1 750;2 130;2 130
11052;Matvarer til bruk i undervisning;535;Ylvisåker barnehage;20100;Førskule;196;3 200;3 200
11052;Matvarer til bruk i undervisning;540;Kaupanger skule;20200;Grunnskule;33 191;33 090;33 090
11052;Matvarer til bruk i undervisning;544;Kaupanger SFO;21500;Skulefritidstilbod;0;4 270;5 570
11052;Matvarer til bruk i undervisning;550;Trudvang skule;20200;Grunnskule;11 070;8 940;8 940
11052;Matvarer til bruk i undervisning;551;Trudvang SFO;21500;Skulefritidstilbod;6 367;8 540;10 540
11052;Matvarer til bruk i undervisning;560;Kvåle skule;20200;Grunnskule;72 203;49 890;49 890
11053;Bøker til skulebibliotek;520;Fjærland skule;20200;Grunnskule;3 239;6 400;6 400
11100;Medisinsk forbruksmateriell;400;Kommunal legevakt;24100;Diagnose, behandling, rehabilitering;204 743;151 382;154 382
11100;Medisinsk forbruksmateriell;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;142 934;94 800;94 800
11100;Medisinsk forbruksmateriell;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;116;0;0
11100;Medisinsk forbruksmateriell;420;Miljøretta helsevern;23300;Anna førebyggjande helsearbeid;113 831;110 640;112 640
11100;Medisinsk forbruksmateriell;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;5 785;0;0
11100;Medisinsk forbruksmateriell;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;1 158;0;0
11100;Medisinsk forbruksmateriell;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;75 697;156 760;156 760
11100;Medisinsk forbruksmateriell;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;56 070;21 350;26 350
11100;Medisinsk forbruksmateriell;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;12 232;21 510;21 510
11100;Medisinsk forbruksmateriell;490;Helsestasjon;23300;Anna førebyggjande helsearbeid;360;0;0
11100;Medisinsk forbruksmateriell;491;Jordmor;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;2 692;2 060;2 060
11100;Medisinsk forbruksmateriell;502;Kyrkjebakken barnehage;20100;Førskule;4 030;1 070;1 070
11100;Medisinsk forbruksmateriell;503;Notsete barnehage;20100;Førskule;1 842;1 070;1 070
11100;Medisinsk forbruksmateriell;503;Notsete barnehage;22100;Førskulelokale og skyss;1 700;0;0
11100;Medisinsk forbruksmateriell;520;Fjærland skule;20200;Grunnskule;2 015;1 070;1 070
11100;Medisinsk forbruksmateriell;525;Fjærland barnehage;20100;Førskule;338;2 130;2 130
11100;Medisinsk forbruksmateriell;530;Norane skule;20200;Grunnskule;0;1 070;1 070
11100;Medisinsk forbruksmateriell;540;Kaupanger skule;20200;Grunnskule;1 105;1 070;1 070
11100;Medisinsk forbruksmateriell;550;Trudvang skule;20200;Grunnskule;1 600;2 130;2 130
11100;Medisinsk forbruksmateriell;560;Kvåle skule;20200;Grunnskule;0;2 130;2 130
11100;Medisinsk forbruksmateriell;715;Norskopplæring;21300;Vaksenopplæring;397;0;0
11101;Laboratoriererekvisita;400;Kommunal legevakt;24100;Diagnose, behandling, rehabilitering;1 772;0;0
11101;Laboratoriererekvisita;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;23 805;25 000;25 000
11101;Laboratoriererekvisita;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;4 323;5 000;5 000
11102;Sår og bandasjer;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;118 694;102 000;102 000
11102;Sår og bandasjer;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;108 278;213 030;213 030
11102;Sår og bandasjer;535;Ylvisåker barnehage;20100;Førskule;281;0;0
11103;Inkontinesprodukter;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;85 002;60 000;68 000
11103;Inkontinesprodukter;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;-856;7 470;7 470
11104;Anna driftsmateriell, klorr m.m;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;178;0;0
11104;Anna driftsmateriell, klorr m.m;350;Vassforsyning;34000;Produksjon av vatn;382 657;280 000;286 000
11104;Anna driftsmateriell, klorr m.m;350;Vassforsyning;34500;Distribusjon av vatn;7 269;0;0
11104;Anna driftsmateriell, klorr m.m;360;Avlaup og rensing;35000;Avlaupsrensing;1 753;0;0
11104;Anna driftsmateriell, klorr m.m;360;Avlaup og rensing;35300;Avlaupsnett/innsamling av avlaupsvatn;70 835;100 000;102 000
11104;Anna driftsmateriell, klorr m.m;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;0;3 540;3 540
11104;Anna driftsmateriell, klorr m.m;501;Furuli barnehage;20100;Førskule;176;0;0
11104;Anna driftsmateriell, klorr m.m;F540;Kaupanger skule;22200;Skulelokale og skyss;2 297;0;0
11105;Kjemikalier til medisinsk bruk;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;22 763;50 000;50 000
11106;Surstoff, lystgass mm;400;Kommunal legevakt;24100;Diagnose, behandling, rehabilitering;227;0;0
11106;Surstoff, lystgass mm;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;4 400;5 000;5 000
11106;Surstoff, lystgass mm;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;1 956;0;0
11140;Innkjøp av medisiner;427;NAV-Økonomisk sosialhjelp;28100;Økonomisk sosialhjelp;1 021;0;0
11140;Innkjøp av medisiner;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;228 785;168 000;168 000
11140;Innkjøp av medisiner;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;360 684;238 760;268 760
11140;Innkjøp av medisiner;471;Sogn barnevern;24400;Barnevernsteneste;226;0;0
11140;Innkjøp av medisiner;471;Sogn barnevern;29000;Interkommunale samarbeid -§27;335;0;0
11150;Kjøp av matvarer;100;Kultur;12000;Administrasjon;2 368;0;0
11150;Kjøp av matvarer;200;Plan og bygning;30300;Kart og oppmåling;299;0;0
11150;Kjøp av matvarer;210;Landbruk;32900;Landbruksforvalting og landbruksbasert næringsutvi;2 090;0;0
11150;Kjøp av matvarer;235;Miljøvern og sikringstiltak;36000;Naturforvalting og friluftsliv;199;0;0
11150;Kjøp av matvarer;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;2 543;0;0
11150;Kjøp av matvarer;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;1 516;0;0
11150;Kjøp av matvarer;350;Vassforsyning;34500;Distribusjon av vatn;5 307;0;0
11150;Kjøp av matvarer;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;2 794;0;0
11150;Kjøp av matvarer;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;800;0;0
11150;Kjøp av matvarer;430;Administrasjon sosialkontoret;12000;Administrasjon;559;0;0
11150;Kjøp av matvarer;445;Tiltak for rusmiddelbruk;24300;Tilbod til personar med rusproblem;11 445;17 760;17 760
11150;Kjøp av matvarer;446;Sogndal ressurssenter;24200;Råd, rettleiing og sosialt førebyggjand arbeid;1 354;0;0
11150;Kjøp av matvarer;446;Sogndal ressurssenter;24300;Tilbod til personar med rusproblem;4 762;0;0
11150;Kjøp av matvarer;446;Sogndal ressurssenter;27300;Kommunale sysselsettjingstiltak;1 354;0;0
11150;Kjøp av matvarer;446;Sogndal ressurssenter;27500;Introduksjonsordninga;1 354;0;0
11150;Kjøp av matvarer;446;Sogndal ressurssenter;27600;Kvalifiseringsordningen;1 354;0;0
11150;Kjøp av matvarer;450;Støttekontakt/avlastning funksjonshemma;23400;Aktivisering og servicetj. for eldre og funkshemma;4 942;0;0
11150;Kjøp av matvarer;450;Støttekontakt/avlastning funksjonshemma;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;3 104;0;0
11150;Kjøp av matvarer;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;2 478;69 700;71 700
11150;Kjøp av matvarer;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;53 434;0;0
11150;Kjøp av matvarer;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;184 543;100 000;100 000
11150;Kjøp av matvarer;452;Teneste PHV;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;7 074;0;0
11150;Kjøp av matvarer;453;Teneste PUH-støttekontakt;23400;Aktivisering og servicetj. for eldre og funkshemma;1 500;0;0
11150;Kjøp av matvarer;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;544 152;480 000;502 000
11150;Kjøp av matvarer;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;1 371 987;1 245 330;1 270 330
11150;Kjøp av matvarer;471;Sogn barnevern;24400;Barnevernsteneste;1 733;0;0
11150;Kjøp av matvarer;471;Sogn barnevern;29000;Interkommunale samarbeid -§27;2 563;0;0
11150;Kjøp av matvarer;472;Sogn barnevern - Tiltak Sogndal;25100;Barnevernstiltak i familien;1 000;0;0
11150;Kjøp av matvarer;480;Kultur, aktivitetstilbud barn og unge;23100;Aktivitetstilbod barn og unge;9 813;0;0
11150;Kjøp av matvarer;481;Ungdomsrådet;23100;Aktivitetstilbod barn og unge;126;0;0
11150;Kjøp av matvarer;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;3 283;0;0
11150;Kjøp av matvarer;501;Furuli barnehage;20100;Førskule;223 907;240 535;245 700
11150;Kjøp av matvarer;502;Kyrkjebakken barnehage;20100;Førskule;201 713;155 697;176 636
11150;Kjøp av matvarer;503;Notsete barnehage;20100;Førskule;22 489;62 962;66 270
11150;Kjøp av matvarer;503;Notsete barnehage;22100;Førskulelokale og skyss;25 474;0;0
11150;Kjøp av matvarer;504;Kjørnes barnehage;20100;Førskule;109 633;111 735;161 423
11150;Kjøp av matvarer;520;Fjærland skule;20200;Grunnskule;237;1 070;1 070
11150;Kjøp av matvarer;521;Fjærland SFO;21500;Skulefritidstilbod;180;0;0
11150;Kjøp av matvarer;525;Fjærland barnehage;20100;Førskule;40 791;31 229;33 029
11150;Kjøp av matvarer;530;Norane skule;20200;Grunnskule;2 755;1 070;1 070
11150;Kjøp av matvarer;535;Ylvisåker barnehage;20100;Førskule;88 127;55 270;58 270
11150;Kjøp av matvarer;540;Kaupanger skule;20200;Grunnskule;11 270;1 070;1 070
11150;Kjøp av matvarer;544;Kaupanger SFO;21500;Skulefritidstilbod;0;2 130;2 130
11150;Kjøp av matvarer;550;Trudvang skule;20200;Grunnskule;5 500;19 210;19 210
11150;Kjøp av matvarer;551;Trudvang SFO;21500;Skulefritidstilbod;2 221;4 930;4 930
11150;Kjøp av matvarer;560;Kvåle skule;20200;Grunnskule;23 196;4 400;7 400
11150;Kjøp av matvarer;571;Vaksenopplæring skuleverket;21300;Vaksenopplæring;0;3 200;3 200
