konto,konto_tekst,ansvar,ansvar_tekst,tjeneste,tjeneste_tekst,rekneskap_2011,budsjett_2012,budsjett_2013
10202,Løn ferievikarar,350,Vassforsyning,34000,Produksjon av vatn,10 900,0,0
10202,Løn ferievikarar,360,Avlaup og rensing,35000,Avlaupsrensing,10 900,0,0
10202,Løn ferievikarar,360,Avlaup og rensing,35300,Avlaupsnett/innsamling av avlaupsvatn,12 200,0,0
10202,Løn ferievikarar,370,Renovasjon,35500,Innsamling av hushaldsavfall,8 200,0,0
10202,Løn ferievikarar,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",73 083,45 390,47 206
10202,Løn ferievikarar,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,236 337,428 714,445 863
10202,Løn ferievikarar,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",540 574,0,0
10202,Løn ferievikarar,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,18 682,39 841,41 435
10202,Løn ferievikarar,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",92 725,0,0
10202,Løn ferievikarar,456,Personleg assistent,23400,Aktivisering og servicetj. for eldre og funkshemma,0,5 330,17 387
10202,Løn ferievikarar,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",975 935,918 000,956 556
10202,Løn ferievikarar,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 426 056,1 122 000,1 169 124
10202,Løn ferievikarar,472,Sogn barnevern - Tiltak Sogndal,25100,Barnevernstiltak i familien,0,22 818,23 731
10202,Løn ferievikarar,491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",0,17 706,18 486
10202,Løn ferievikarar,501,Furuli barnehage,20100,Førskule,83 017,49 803,51 795
10202,Løn ferievikarar,502,Kyrkjebakken barnehage,20100,Førskule,97 588,54 878,57 073
10202,Løn ferievikarar,503,Notsete barnehage,20100,Førskule,50 727,25 454,26 472
10202,Løn ferievikarar,504,Kjørnes barnehage,20100,Førskule,58 293,56 444,58 702
10202,Løn ferievikarar,525,Fjærland barnehage,20100,Førskule,1 435,16 256,16 906
10202,Løn ferievikarar,530,Norane skule,20200,Grunnskule,0,2 040,2 122
10202,Løn ferievikarar,531,Norane SFO,21500,Skulefritidstilbod,2 126,0,0
10202,Løn ferievikarar,535,Ylvisåker barnehage,20100,Førskule,17 853,12 475,12 974
10202,Løn ferievikarar,540,Kaupanger skule,20200,Grunnskule,3 056,0,0
10202,Løn ferievikarar,544,Kaupanger SFO,21500,Skulefritidstilbod,7 169,0,0
10202,Løn ferievikarar,550,Trudvang skule,20200,Grunnskule,72 205,5 100,5 304
10202,Løn ferievikarar,551,Trudvang SFO,21500,Skulefritidstilbod,8 867,867,902
10202,Løn ferievikarar,560,Kvåle skule,20200,Grunnskule,0,2 040,2 122
10202,Løn ferievikarar,F310,Heradshuset,13000,Administrasjonslokale,0,12 174,12 661
10202,Løn ferievikarar,F314,Kyrkjegardar,39300,"Kyrkjegardar, gravlundar og krematorier",0,130 000,0
10202,Løn ferievikarar,F351,Kongabergvegen 54 A-D,26500,Kommunalt disponerte bustadar,895,0,0
10202,Løn ferievikarar,F358,Bondevikhuset,26500,Kommunalt disponerte bustadar,1 417,0,0
10202,Løn ferievikarar,F359,Sognatunbygget,21300,Vaksenopplæring,7 229,0,0
10202,Løn ferievikarar,F400,Helsesenter,13000,Administrasjonslokale,5 971,0,0
10202,Løn ferievikarar,F460,Sogndal omsorgssenter,26100,Institusjonslokale,10 900,35 414,36 831
10202,Løn ferievikarar,F482,Omsorgsbustader Stedjevegen,26500,Kommunalt disponerte bustadar,620,0,0
10202,Løn ferievikarar,F501,Furuli barnehage,22100,Førskulelokale og skyss,6 473,0,0
10202,Løn ferievikarar,F502,Kyrkjebakken barnehage,22100,Førskulelokale og skyss,6 237,0,0
10202,Løn ferievikarar,F503,Notsete barnehage,22100,Førskulelokale og skyss,2 288,0,0
10202,Løn ferievikarar,F504,Kjørnes barnehage,22100,Førskulelokale og skyss,0,8 854,9 208
10202,Løn ferievikarar,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,1 438,0,0
10202,Løn ferievikarar,F530,Norane skule og barnehage,22200,Skulelokale og skyss,8 954,0,0
10202,Løn ferievikarar,F540,Kaupanger skule,22200,Skulelokale og skyss,9 133,0,0
10202,Løn ferievikarar,F550,Trudvang skule,22200,Skulelokale og skyss,8 833,0,0
10202,Løn ferievikarar,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,10 492,0,0
10203,Løn ekstravakter,400,Kommunal legevakt,24100,"Diagnose, behandling, rehabilitering",2 880,0,0
10203,Løn ekstravakter,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",3 264,0,0
10203,Løn ekstravakter,411,Fysioterapi,24100,"Diagnose, behandling, rehabilitering",15 260,0,0
10203,Løn ekstravakter,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,154 242,102 000,106 080
10203,Løn ekstravakter,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",349 935,0,0
10203,Løn ekstravakter,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,18 969,0,0
10203,Løn ekstravakter,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",926,0,0
10203,Løn ekstravakter,460,Pleie og omsorg,23400,Aktivisering og servicetj. for eldre og funkshemma,18 200,0,0
10203,Løn ekstravakter,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",2 563 332,2 682 486,2 795 150
10203,Løn ekstravakter,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",3 861 729,3 413 298,3 556 657
10203,Løn ekstravakter,471,Sogn barnevern,24400,Barnevernsteneste,1 274,0,0
10203,Løn ekstravakter,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,1 885,0,0
10203,Løn ekstravakter,502,Kyrkjebakken barnehage,20100,Førskule,3 595,0,0
10203,Løn ekstravakter,503,Notsete barnehage,20100,Førskule,11 974,0,0
10203,Løn ekstravakter,520,Fjærland skule,20200,Grunnskule,16 984,0,0
10203,Løn ekstravakter,530,Norane skule,20200,Grunnskule,12 464,0,0
10203,Løn ekstravakter,535,Ylvisåker barnehage,20100,Førskule,2 669,0,0
10203,Løn ekstravakter,540,Kaupanger skule,20200,Grunnskule,221,0,0
10203,Løn ekstravakter,550,Trudvang skule,20200,Grunnskule,32 446,0,0
10205,"Lør, søn, helg og nattillegg vikarar",120,Bibliotek,37000,Bibliotek,1 200,22 166,23 053
10205,"Lør, søn, helg og nattillegg vikarar",401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",4 418,0,0
10205,"Lør, søn, helg og nattillegg vikarar",451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,394 602,664 034,690 595
10205,"Lør, søn, helg og nattillegg vikarar",451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",757 542,0,0
10205,"Lør, søn, helg og nattillegg vikarar",452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,25 741,63 083,65 606
10205,"Lør, søn, helg og nattillegg vikarar",452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",65 880,0,0
10205,"Lør, søn, helg og nattillegg vikarar",456,Personleg assistent,23400,Aktivisering og servicetj. for eldre og funkshemma,0,14 923,17 774
10205,"Lør, søn, helg og nattillegg vikarar",460,Pleie og omsorg,23400,Aktivisering og servicetj. for eldre og funkshemma,1 617,0,0
10205,"Lør, søn, helg og nattillegg vikarar",460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",1 388 510,1 428 000,1 487 976
10205,"Lør, søn, helg og nattillegg vikarar",460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 908 666,1 632 000,1 700 544
10205,"Lør, søn, helg og nattillegg vikarar",480,"Kultur, aktivitetstilbud barn og unge",23100,Aktivitetstilbod barn og unge,16 948,22 165,23 052
10205,"Lør, søn, helg og nattillegg vikarar",491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",0,25 453,26 471
10205,"Lør, søn, helg og nattillegg vikarar",501,Furuli barnehage,20100,Førskule,636,0,0
10205,"Lør, søn, helg og nattillegg vikarar",502,Kyrkjebakken barnehage,20100,Førskule,1 292,0,0
10205,"Lør, søn, helg og nattillegg vikarar",503,Notsete barnehage,20100,Førskule,72,0,0
10205,"Lør, søn, helg og nattillegg vikarar",504,Kjørnes barnehage,20100,Førskule,741,0,0
10205,"Lør, søn, helg og nattillegg vikarar",525,Fjærland barnehage,20100,Førskule,1 387,0,0
10205,"Lør, søn, helg og nattillegg vikarar",530,Norane skule,20200,Grunnskule,1 968,0,0
10205,"Lør, søn, helg og nattillegg vikarar",535,Ylvisåker barnehage,20100,Førskule,47,0,0
10205,"Lør, søn, helg og nattillegg vikarar",715,Norskopplæring,21300,Vaksenopplæring,171,0,0
10205,"Lør, søn, helg og nattillegg vikarar",F400,Helsesenter,13000,Administrasjonslokale,0,37 629,39 209
10300,Løn ekstrahjelp/engasjement,120,Bibliotek,37000,Bibliotek,9 603,36 573,38 036
10300,Løn ekstrahjelp/engasjement,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",291 373,0,0
10300,Løn ekstrahjelp/engasjement,401,Legeteneste,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",5 583,0,0
10300,Løn ekstrahjelp/engasjement,411,Fysioterapi,24100,"Diagnose, behandling, rehabilitering",18 867,0,0
10300,Løn ekstrahjelp/engasjement,430,Administrasjon sosialkontoret,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",2 341,0,0
10300,Løn ekstrahjelp/engasjement,445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,158 091,0,0
10300,Løn ekstrahjelp/engasjement,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,630 038,322 026,334 907
10300,Løn ekstrahjelp/engasjement,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 912 613,0,0
10300,Løn ekstrahjelp/engasjement,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,-29 287,83 004,86 324
10300,Løn ekstrahjelp/engasjement,452,Teneste PHV,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",171 875,0,0
10300,Løn ekstrahjelp/engasjement,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",19 143,0,0
10300,Løn ekstrahjelp/engasjement,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",195 898,51 000,53 142
10300,Løn ekstrahjelp/engasjement,471,Sogn barnevern,24400,Barnevernsteneste,16 571,0,0
10300,Løn ekstrahjelp/engasjement,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,24 505,0,0
10300,Løn ekstrahjelp/engasjement,472,Sogn barnevern - Tiltak Sogndal,25100,Barnevernstiltak i familien,1 399,27 668,28 775
10300,Løn ekstrahjelp/engasjement,472,Sogn barnevern - Tiltak Sogndal,25200,Barnevernstiltak utanfor familien,837,0,0
10300,Løn ekstrahjelp/engasjement,473,Sogn barnevern - Tiltak Luster,29000,Interkommunale samarbeid -§27,2 757,0,0
10300,Løn ekstrahjelp/engasjement,475,Administrasjon barn og unge,12000,Administrasjon,0,0,0
10300,Løn ekstrahjelp/engasjement,475,Administrasjon barn og unge,24400,Barnevernsteneste,10 542,0,0
10300,Løn ekstrahjelp/engasjement,476,"Sogn barnevern, tiltak Balestrand",25100,Barnevernstiltak i familien,0,10 000,40 000
10300,Løn ekstrahjelp/engasjement,476,"Sogn barnevern, tiltak Balestrand",29000,Interkommunale samarbeid -§27,1 716,0,0
10300,Løn ekstrahjelp/engasjement,480,"Kultur, aktivitetstilbud barn og unge",23100,Aktivitetstilbod barn og unge,21 546,0,0
10300,Løn ekstrahjelp/engasjement,490,Helsestasjon,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",0,109 370,113 745
10300,Løn ekstrahjelp/engasjement,491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",2 100,0,0
10300,Løn ekstrahjelp/engasjement,501,Furuli barnehage,20100,Førskule,5 814,0,0
10300,Løn ekstrahjelp/engasjement,502,Kyrkjebakken barnehage,20100,Førskule,6 893,0,0
10300,Løn ekstrahjelp/engasjement,503,Notsete barnehage,20100,Førskule,15 907,0,0
10300,Løn ekstrahjelp/engasjement,504,Kjørnes barnehage,20100,Førskule,37 492,0,0
10300,Løn ekstrahjelp/engasjement,519,Spesialpedagogisk hjelp i barnehagar,21100,Styrka tilbod til førskulebarn,23 620,0,0
10300,Løn ekstrahjelp/engasjement,520,Fjærland skule,20200,Grunnskule,57 042,0,0
10300,Løn ekstrahjelp/engasjement,525,Fjærland barnehage,20100,Førskule,8 169,0,0
10300,Løn ekstrahjelp/engasjement,531,Norane SFO,21500,Skulefritidstilbod,3 544,0,0
10300,Løn ekstrahjelp/engasjement,535,Ylvisåker barnehage,20100,Førskule,8 376,0,0
10300,Løn ekstrahjelp/engasjement,540,Kaupanger skule,20200,Grunnskule,4 309,0,0
10300,Løn ekstrahjelp/engasjement,541,Leirskule Kaupanger,20200,Grunnskule,0,6 640,6 906
10300,Løn ekstrahjelp/engasjement,550,Trudvang skule,20200,Grunnskule,42 347,0,0
10300,Løn ekstrahjelp/engasjement,551,Trudvang SFO,21500,Skulefritidstilbod,2 941,0,0
10300,Løn ekstrahjelp/engasjement,561,Kvåle skule leirskule,20200,Grunnskule,0,36 327,37 780
10300,Løn ekstrahjelp/engasjement,640,Økonomiavdeling,12000,Administrasjon,0,21 021,21 862
10300,Løn ekstrahjelp/engasjement,715,Norskopplæring,21300,Vaksenopplæring,93 700,61 200,63 648
10300,Løn ekstrahjelp/engasjement,730,Tiltak for flyktningar,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",140 930,153 000,159 120
10300,Løn ekstrahjelp/engasjement,F110,Solhov,21300,Vaksenopplæring,9 190,0,0
10300,Løn ekstrahjelp/engasjement,F110,Solhov,38600,Kommunale kulturbygg,10 870,0,0
10300,Løn ekstrahjelp/engasjement,F120,Biblioteket,37000,Bibliotek,5 393,0,0
10300,Løn ekstrahjelp/engasjement,F120,Biblioteket,38600,Kommunale kulturbygg,8 533,0,0
10300,Løn ekstrahjelp/engasjement,F310,Heradshuset,13000,Administrasjonslokale,4 833,0,0
10300,Løn ekstrahjelp/engasjement,F311,Driftsbygg grushola,13000,Administrasjonslokale,1 928,0,0
10300,Løn ekstrahjelp/engasjement,F312,"Parkar, leikepl. Badeplassar",33500,Rekreasjon i tettstad,6 741,0,0
10300,Løn ekstrahjelp/engasjement,F313,Havneanlegg,33000,Samferdselbedrifter/transporttiltak,59 594,0,0
10300,Løn ekstrahjelp/engasjement,F354,Stølen burettslag,26500,Kommunalt disponerte bustadar,3 429,0,0
10300,Løn ekstrahjelp/engasjement,F357,Skulevegen3 (Elvatunet)1,26500,Kommunalt disponerte bustadar,1 846,0,0
10300,Løn ekstrahjelp/engasjement,F359,Sognatunbygget,21300,Vaksenopplæring,42 921,0,0
10300,Løn ekstrahjelp/engasjement,F400,Helsesenter,13000,Administrasjonslokale,22 072,0,0
10300,Løn ekstrahjelp/engasjement,F400,Helsesenter,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",1 335,0,0
10300,Løn ekstrahjelp/engasjement,F482,Omsorgsbustader Stedjevegen,26500,Kommunalt disponerte bustadar,6 095,0,0
10300,Løn ekstrahjelp/engasjement,F501,Furuli barnehage,22100,Førskulelokale og skyss,4 854,0,0
10300,Løn ekstrahjelp/engasjement,F502,Kyrkjebakken barnehage,22100,Førskulelokale og skyss,133 412,0,0
10300,Løn ekstrahjelp/engasjement,F503,Notsete barnehage,22100,Førskulelokale og skyss,1 679,0,0
10300,Løn ekstrahjelp/engasjement,F504,Kjørnes barnehage,22100,Førskulelokale og skyss,111 032,0,0
10300,Løn ekstrahjelp/engasjement,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,3 419,0,0
10300,Løn ekstrahjelp/engasjement,F530,Norane skule og barnehage,22200,Skulelokale og skyss,6 526,0,0
10300,Løn ekstrahjelp/engasjement,F540,Kaupanger skule,22200,Skulelokale og skyss,29 817,0,0
10300,Løn ekstrahjelp/engasjement,F550,Trudvang skule,22200,Skulelokale og skyss,106 526,0,0
10300,Løn ekstrahjelp/engasjement,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,242 898,21 027,21 868
10400,Overtid,290,Brann og ulykkesvern,33900,Beredskap mot brannar og andre ulykker,9 408,0,0
10400,Overtid,300,Vedlikehaldsavdeling,19000,Interne serviceenheter,0,125 203,130 462
10400,Overtid,330,Løn - Administrasjon,34000,Produksjon av vatn,30 222,0,0
10400,Overtid,330,Løn - Administrasjon,34500,Distribusjon av vatn,0,26 685,27 752
10400,Overtid,340,Kommunale vegar,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",435 623,0,0
10400,Overtid,345,Parkering,33300,"Kommunale vegarr, nyanlegg, drift og vedlikehald",9 932,0,0
10400,Overtid,350,Vassforsyning,34000,Produksjon av vatn,64 935,0,0
10400,Overtid,350,Vassforsyning,34500,Distribusjon av vatn,28 162,0,0
10400,Overtid,360,Avlaup og rensing,35000,Avlaupsrensing,12 779,0,0
10400,Overtid,360,Avlaup og rensing,35300,Avlaupsnett/innsamling av avlaupsvatn,4 141,0,0
10400,Overtid,370,Renovasjon,35500,Innsamling av hushaldsavfall,380,0,0
10400,Overtid,401,Legeteneste,24100,"Diagnose, behandling, rehabilitering",7 426,0,0
10400,Overtid,430,Administrasjon sosialkontoret,12000,Administrasjon,0,0,0
10400,Overtid,430,Administrasjon sosialkontoret,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",14 303,0,0
10400,Overtid,445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,3 558,0,0
10400,Overtid,450,Støttekontakt/avlastning funksjonshemma,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 380,0,0
10400,Overtid,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,93 226,81 600,84 864
10400,Overtid,451,Teneste PUH,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",287 519,0,0
10400,Overtid,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,15 510,0,0
10400,Overtid,460,Pleie og omsorg,25300,"Pleie, omsorg, hjelp og re-/habilitering i institu",529 632,255 000,265 710
10400,Overtid,460,Pleie og omsorg,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",1 072 962,918 000,956 556
10400,Overtid,471,Sogn barnevern,24400,Barnevernsteneste,13 016,60 000,60 000
10400,Overtid,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,19 249,0,0
10400,Overtid,472,Sogn barnevern - Tiltak Sogndal,25100,Barnevernstiltak i familien,2 365,0,0
10400,Overtid,472,Sogn barnevern - Tiltak Sogndal,25200,Barnevernstiltak utanfor familien,8 073,0,0
10400,Overtid,473,Sogn barnevern - Tiltak Luster,25100,Barnevernstiltak i familien,0,0,10 000
10400,Overtid,473,Sogn barnevern - Tiltak Luster,25200,Barnevernstiltak utanfor familien,0,0,15 000
10400,Overtid,473,Sogn barnevern - Tiltak Luster,29000,Interkommunale samarbeid -§27,11 874,0,0
10400,Overtid,474,Sogn barnevern - Tiltak Leikanger,25100,Barnevernstiltak i familien,0,0,4 000
10400,Overtid,474,Sogn barnevern - Tiltak Leikanger,25200,Barnevernstiltak utanfor familien,0,0,4 000
10400,Overtid,474,Sogn barnevern - Tiltak Leikanger,29000,Interkommunale samarbeid -§27,5 975,0,0
10400,Overtid,475,Administrasjon barn og unge,12000,Administrasjon,371,0,0
10400,Overtid,475,Administrasjon barn og unge,23300,Anna førebyggjande helsearbeid,1 052,0,0
10400,Overtid,476,"Sogn barnevern, tiltak Balestrand",25100,Barnevernstiltak i familien,0,0,6 000
10400,Overtid,490,Helsestasjon,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",25 398,0,0
10400,Overtid,491,Jordmor,23200,"Førebyggjing, helsestasjon- og skulehelsetjeneste",49 882,0,0
10400,Overtid,501,Furuli barnehage,20100,Førskule,82 992,14 386,14 961
10400,Overtid,502,Kyrkjebakken barnehage,20100,Førskule,56 534,27 668,28 775
10400,Overtid,503,Notsete barnehage,20100,Førskule,19 658,5 534,5 755
10400,Overtid,504,Kjørnes barnehage,20100,Førskule,19 457,11 067,11 510
10400,Overtid,519,Spesialpedagogisk hjelp i barnehagar,21100,Styrka tilbod til førskulebarn,1 027,0,0
10400,Overtid,525,Fjærland barnehage,20100,Førskule,6 090,9 959,10 357
10400,Overtid,531,Norane SFO,21500,Skulefritidstilbod,0,4 427,4 604
10400,Overtid,535,Ylvisåker barnehage,20100,Førskule,1 447,11 064,11 507
10400,Overtid,540,Kaupanger skule,20200,Grunnskule,1 133,0,0
10400,Overtid,544,Kaupanger SFO,21500,Skulefritidstilbod,10 634,7 745,8 055
10400,Overtid,640,Økonomiavdeling,12000,Administrasjon,20 659,0,0
10400,Overtid,650,Tenestetorg og IKT,12000,Administrasjon,874,0,0
10400,Overtid,750,Politisk styring,10000,Politisk styring og kontrollorgan,2 931,0,0
10400,Overtid,F310,Heradshuset,13000,Administrasjonslokale,25 202,0,0
10400,Overtid,F311,Driftsbygg grushola,13000,Administrasjonslokale,1 710,0,0
10400,Overtid,F312,"Parkar, leikepl. Badeplassar",33500,Rekreasjon i tettstad,3 868,0,0
10400,Overtid,F358,Bondevikhuset,32500,Tilretteleggjing og bistand for næringslivet,1 962,0,0
10400,Overtid,F400,Helsesenter,13000,Administrasjonslokale,5 087,0,0
10400,Overtid,F460,Sogndal omsorgssenter,26100,Institusjonslokale,15 622,0,0
10400,Overtid,F460,Sogndal omsorgssenter,26500,Kommunalt disponerte bustadar,1 843,0,0
10400,Overtid,F480,Omsorgsbustader Fossetunet 1B,26500,Kommunalt disponerte bustadar,942,0,0
10400,Overtid,F481,Omsorgsbustader Leighgota 3,26500,Kommunalt disponerte bustadar,1 171,0,0
10400,Overtid,F482,Omsorgsbustader Stedjevegen,26500,Kommunalt disponerte bustadar,5 504,0,0
10400,Overtid,F501,Furuli barnehage,22100,Førskulelokale og skyss,9 528,0,0
10400,Overtid,F502,Kyrkjebakken barnehage,22100,Førskulelokale og skyss,2 560,0,0
10400,Overtid,F503,Notsete barnehage,22100,Førskulelokale og skyss,4 760,0,0
10400,Overtid,F504,Kjørnes barnehage,22100,Førskulelokale og skyss,786,0,0
10400,Overtid,F512,Rones barnehage,32500,Tilretteleggjing og bistand for næringslivet,106,0,0
10400,Overtid,F520,Fjærland skule og barnehage,22100,Førskulelokale og skyss,644,0,0
10400,Overtid,F520,Fjærland skule og barnehage,22200,Skulelokale og skyss,1 742,0,0
10400,Overtid,F530,Norane skule og barnehage,22100,Førskulelokale og skyss,412,0,0
10400,Overtid,F530,Norane skule og barnehage,22200,Skulelokale og skyss,1 398,0,0
10400,Overtid,F540,Kaupanger skule,22100,Førskulelokale og skyss,4 935,0,0
10400,Overtid,F540,Kaupanger skule,22200,Skulelokale og skyss,10 832,0,0
10400,Overtid,F550,Trudvang skule,22100,Førskulelokale og skyss,665,0,0
10400,Overtid,F550,Trudvang skule,22200,Skulelokale og skyss,8 057,0,0
10400,Overtid,F560,Kvåle ungdomsskule,22200,Skulelokale og skyss,30 744,0,0
10500,Løn sysselsetjingstiltak,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,0,25 454,26 472
10500,Løn sysselsetjingstiltak,502,Kyrkjebakken barnehage,20100,Førskule,0,34 308,35 680
10500,Løn sysselsetjingstiltak,730,Tiltak for flyktningar,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",0,31 000,32 240
10502,Løn støttekontaktar,445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,2 982,73 044,0
10502,Løn støttekontaktar,450,Støttekontakt/avlastning funksjonshemma,23400,Aktivisering og servicetj. for eldre og funkshemma,1 659 973,412 660,260 000
10502,Løn støttekontaktar,450,Støttekontakt/avlastning funksjonshemma,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",27 768,0,0
10502,Løn støttekontaktar,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,2 240,0,0
10502,Løn støttekontaktar,452,Teneste PHV,23400,Aktivisering og servicetj. for eldre og funkshemma,2 277,47 588,49 492
10502,Løn støttekontaktar,453,Teneste PUH-støttekontakt,23400,Aktivisering og servicetj. for eldre og funkshemma,326 278,243 479,463 218
10502,Løn støttekontaktar,453,Teneste PUH-støttekontakt,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",60 878,0,0
10502,Løn støttekontaktar,454,Teneste PHV-støttekontakt,23400,Aktivisering og servicetj. for eldre og funkshemma,311 444,250 118,335 123
10502,Løn støttekontaktar,456,Personleg assistent,23400,Aktivisering og servicetj. for eldre og funkshemma,8 280,0,0
10502,Løn støttekontaktar,456,Personleg assistent,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",37 763,0,0
10502,Løn støttekontaktar,460,Pleie og omsorg,23400,Aktivisering og servicetj. for eldre og funkshemma,0,507 696,924 019
10502,Løn støttekontaktar,471,Sogn barnevern,24400,Barnevernsteneste,16 051,0,0
10502,Løn støttekontaktar,471,Sogn barnevern,29000,Interkommunale samarbeid -§27,23 737,0,0
10502,Løn støttekontaktar,472,Sogn barnevern - Tiltak Sogndal,25100,Barnevernstiltak i familien,144 631,172 648,179 554
10502,Løn støttekontaktar,472,Sogn barnevern - Tiltak Sogndal,25200,Barnevernstiltak utanfor familien,6 584,0,0
10502,Løn støttekontaktar,473,Sogn barnevern - Tiltak Luster,25100,Barnevernstiltak i familien,0,70 000,60 000
10502,Løn støttekontaktar,473,Sogn barnevern - Tiltak Luster,25200,Barnevernstiltak utanfor familien,0,22 000,25 000
10502,Løn støttekontaktar,473,Sogn barnevern - Tiltak Luster,29000,Interkommunale samarbeid -§27,97 526,0,0
10502,Løn støttekontaktar,474,Sogn barnevern - Tiltak Leikanger,25100,Barnevernstiltak i familien,0,32 000,10 000
10502,Løn støttekontaktar,474,Sogn barnevern - Tiltak Leikanger,25200,Barnevernstiltak utanfor familien,0,11 000,13 000
10502,Løn støttekontaktar,474,Sogn barnevern - Tiltak Leikanger,29000,Interkommunale samarbeid -§27,61 408,0,0
10502,Løn støttekontaktar,476,"Sogn barnevern, tiltak Balestrand",25100,Barnevernstiltak i familien,0,0,10 000
10502,Løn støttekontaktar,480,"Kultur, aktivitetstilbud barn og unge",23100,Aktivitetstilbod barn og unge,11 280,0,0
10502,Løn støttekontaktar,730,Tiltak for flyktningar,24200,"Råd, rettleiing og sosialt førebyggjand arbeid",7 402,72 000,74 880
10503,Løn omsorg/avlastning,445,Tiltak for rusmiddelbruk,24300,Tilbod til personar med rusproblem,8 004,0,0
10503,Løn omsorg/avlastning,450,Støttekontakt/avlastning funksjonshemma,23400,Aktivisering og servicetj. for eldre og funkshemma,26 115,92 783,0
10503,Løn omsorg/avlastning,450,Støttekontakt/avlastning funksjonshemma,25400,"Kjernetenester pleie, omsorg, hjelp til heimebuand",136 803,0,0
10503,Løn omsorg/avlastning,451,Teneste PUH,23400,Aktivisering og servicetj. for eldre og funkshemma,0,73 043,75 965
