art;art_tekst;inntekt_utgift;tjeneste_nr;tjeneste_tekst;beloep;virksomhetsomraade
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-120000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;437000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;46000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;2667000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;171000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;182000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-182000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;730000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;3283000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;136000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;132000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-132000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;528000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;1831000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;61000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;87000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-87000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;250000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;100000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;100000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;170000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-170000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;533000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;146000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;4187000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;209000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;138000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-138000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;446000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;107000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;5171000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;240000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;108000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-108000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;388000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;44000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;1711000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;126000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;110000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-110000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;437000;Alders- og sykehjem
11820;FYRINGSOLJE OG FYRINGSPARAFIN;Utgift;26100;INSTITUSJONSLOKALER;5000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;2291000;Alders- og sykehjem
11950;KOMMUNALE AVGIFTER;Utgift;26100;INSTITUSJONSLOKALER;182000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;1122000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;2000000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;401000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;206000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;40000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;1000000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;1786000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;3660000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;815000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;519000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;611000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;1709000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;26100;INSTITUSJONSLOKALER;552000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;26100;INSTITUSJONSLOKALER;-552000;Alders- og sykehjem
11801;STRØM;Utgift;26100;INSTITUSJONSLOKALER;2208000;Alders- og sykehjem
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;26100;INSTITUSJONSLOKALER;4030000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25390;UTSKRIVNINGSKLARE PASIENTER;7022000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25390;UTSKRIVNINGSKLARE PASIENTER;742000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25390;UTSKRIVNINGSKLARE PASIENTER;1095000;Alders- og sykehjem
11200;ANDRE DRIFTSUTGIFTER;Utgift;25390;UTSKRIVNINGSKLARE PASIENTER;2214000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25344;TRYGGHETSAVDELING;2615000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25344;TRYGGHETSAVDELING;276000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25344;TRYGGHETSAVDELING;408000;Alders- og sykehjem
11200;ANDRE DRIFTSUTGIFTER;Utgift;25344;TRYGGHETSAVDELING;583000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25350;ALDERSHJEM;10146000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25350;ALDERSHJEM;1072000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25350;ALDERSHJEM;1582000;Alders- og sykehjem
11200;ANDRE DRIFTSUTGIFTER;Utgift;25350;ALDERSHJEM;3200000;Alders- og sykehjem
13711;TILSKUDD ALDERSHJEM;Utgift;25350;ALDERSHJEM;21500000;Alders- og sykehjem
13711;TILSKUDD ALDERSHJEM;Utgift;25350;ALDERSHJEM;11200000;Alders- og sykehjem
13710;TILSKUDD SYKEHJEM;Utgift;26100;INSTITUSJONSLOKALER;1500000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;481000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;44000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25454;BOFELLESSKAP ELDRE;75000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;481000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;43000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25454;BOFELLESSKAP ELDRE;74000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;481000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;43000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25454;BOFELLESSKAP ELDRE;74000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;23440;DAGTILBUD;16797000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;23440;DAGTILBUD;1776000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;23440;DAGTILBUD;2619000;Alders- og sykehjem
11200;ANDRE DRIFTSUTGIFTER;Utgift;23440;DAGTILBUD;2354000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;23440;DAGTILBUD;58000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;23440;DAGTILBUD;-58000;Alders- og sykehjem
17901;ABI UTFØRER (MOTPOST 12901);Inntekt;23440;DAGTILBUD;-23547000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;23609000;Alders- og sykehjem
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25454;BOFELLESSKAP ELDRE;2496000;Alders- og sykehjem
10990;ARBEIDSGIVERAVGIFT;Utgift;25454;BOFELLESSKAP ELDRE;3681000;Alders- og sykehjem
11200;ANDRE DRIFTSUTGIFTER;Utgift;25454;BOFELLESSKAP ELDRE;5256000;Alders- og sykehjem
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;25454;BOFELLESSKAP ELDRE;58000;Alders- og sykehjem
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;25454;BOFELLESSKAP ELDRE;-58000;Alders- og sykehjem
17901;ABI UTFØRER (MOTPOST 12901);Inntekt;25454;BOFELLESSKAP ELDRE;-35043000;Alders- og sykehjem
10201;VIKAR V/SYKEFRAVÆR M/REF;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;42512000;Alders- og sykehjem
17101;REF. SYKEPENGER;Inntekt;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;-42512000;Alders- og sykehjem
10201;VIKAR V/SYKEFRAVÆR M/REF;Utgift;25454;BOFELLESSKAP ELDRE;2639000;Alders- og sykehjem
17101;REF. SYKEPENGER;Inntekt;25454;BOFELLESSKAP ELDRE;-2639000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;27000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;824000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;119000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;24000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;63000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;31000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;64000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;276000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25310;KJØKKEN;61000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;1142000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;63000;Alders- og sykehjem
15900;AVSKRIVNINGER;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;87000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-27000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-824000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-119000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-24000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-63000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-31000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-64000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-276000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-61000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-1142000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-63000;Alders- og sykehjem
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-87000;Alders- og sykehjem
10100;LØNN FAST ANSATTE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;1731000;Rehabiliteringsseksjonen
10310;LØNN MIDLERTIDIG STILLING;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;300000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;152000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;257000;Rehabiliteringsseksjonen
11000;KONTORMATERIELL;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;47000;Rehabiliteringsseksjonen
11100;MEDISINSKE FORBRUKSVARER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;45000;Rehabiliteringsseksjonen
11200;ANDRE DRIFTSUTGIFTER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;599000;Rehabiliteringsseksjonen
11300;BANKTJENESTER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;73000;Rehabiliteringsseksjonen
11400;TRYKNINGSUTGIFTER/KOPIERING;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;7000;Rehabiliteringsseksjonen
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;141000;Rehabiliteringsseksjonen
11600;REISEGODTGJØRELSE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;45000;Rehabiliteringsseksjonen
11700;VAREBIL KLASSE 2 (VAREBIL,BUSS,LASTEBIL ETC.);Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;398000;Rehabiliteringsseksjonen
11857;EKSTERNT VAKTHOLD;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;544000;Rehabiliteringsseksjonen
11900;EKSTERN LEIE AV LOKALER OG GRUNN;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;781000;Rehabiliteringsseksjonen
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;374000;Rehabiliteringsseksjonen
12000;KONTORMØBLER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;50000;Rehabiliteringsseksjonen
12100;TRANSPORTMIDLER (IKKE PERSONBILER);Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;164000;Rehabiliteringsseksjonen
12102;PERSONBILER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;693000;Rehabiliteringsseksjonen
12600;RENHOLDS- OG VASKERITJENESTER (IKKE FORETAK);Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;30000;Rehabiliteringsseksjonen
13703;DRIFTSTILSKUDD PRIVATPRAKT. OPPLY.PL.;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;22000;Rehabiliteringsseksjonen
13800;KJØP FRA FORETAK I EGEN KOMMUNE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;120000;Rehabiliteringsseksjonen
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;529000;Rehabiliteringsseksjonen
15900;AVSKRIVNINGER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;132000;Rehabiliteringsseksjonen
16224;BETALING KOST ANSATTE;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-35000;Rehabiliteringsseksjonen
17090;ANDRE STATSTILSKUDD/REFUSJONER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-675000;Rehabiliteringsseksjonen
17101;REF. SYKEPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-10000;Rehabiliteringsseksjonen
17103;FERIEPENGER AV SYKEPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-2000;Rehabiliteringsseksjonen
17104;FERIEPENGER AV FORELDREPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-2000;Rehabiliteringsseksjonen
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-529000;Rehabiliteringsseksjonen
11801;STRØM;Utgift;25300;HELSE- OG OMSORGSTJENESTER I INSTITUSJON;513000;Rehabiliteringsseksjonen
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-132000;Rehabiliteringsseksjonen
10100;LØNN FAST ANSATTE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;2668000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;291000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;492000;Rehabiliteringsseksjonen
11000;KONTORMATERIELL;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;9000;Rehabiliteringsseksjonen
11100;MEDISINSKE FORBRUKSVARER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;45000;Rehabiliteringsseksjonen
11200;ANDRE DRIFTSUTGIFTER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;50000;Rehabiliteringsseksjonen
11300;BANKTJENESTER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11600;REISEGODTGJØRELSE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;9000;Rehabiliteringsseksjonen
12000;KONTORMØBLER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;100000;Rehabiliteringsseksjonen
17101;REF. SYKEPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-10000;Rehabiliteringsseksjonen
17102;REF. SVANGERSKAPSPERMISJON;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-2000;Rehabiliteringsseksjonen
17103;FERIEPENGER AV SYKEPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-2000;Rehabiliteringsseksjonen
17104;FERIEPENGER AV FORELDREPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-2000;Rehabiliteringsseksjonen
10100;LØNN FAST ANSATTE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;6964000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;631000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;1066000;Rehabiliteringsseksjonen
11000;KONTORMATERIELL;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;9000;Rehabiliteringsseksjonen
11100;MEDISINSKE FORBRUKSVARER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;45000;Rehabiliteringsseksjonen
11200;ANDRE DRIFTSUTGIFTER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;100000;Rehabiliteringsseksjonen
11300;BANKTJENESTER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11600;REISEGODTGJØRELSE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;9000;Rehabiliteringsseksjonen
11651;KLESGODTGJØRELSE;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;20000;Rehabiliteringsseksjonen
12000;KONTORMØBLER;Utgift;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;30000;Rehabiliteringsseksjonen
17101;REF. SYKEPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-200000;Rehabiliteringsseksjonen
17102;REF. SVANGERSKAPSPERMISJON;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
17103;FERIEPENGER AV SYKEPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
17104;FERIEPENGER AV FORELDREPENGER;Inntekt;24300;TILBUD TIL PERSONER MED RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
10100;LØNN FAST ANSATTE;Utgift;27344;ARBEIDSTRENING VOKSNE;739000;Rehabiliteringsseksjonen
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;27344;ARBEIDSTRENING VOKSNE;1935000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;27344;ARBEIDSTRENING VOKSNE;67000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;27344;ARBEIDSTRENING VOKSNE;114000;Rehabiliteringsseksjonen
10100;LØNN FAST ANSATTE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;8975000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;862000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;1368000;Rehabiliteringsseksjonen
11000;KONTORMATERIELL;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;9000;Rehabiliteringsseksjonen
11100;MEDISINSKE FORBRUKSVARER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;45000;Rehabiliteringsseksjonen
11200;ANDRE DRIFTSUTGIFTER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;50000;Rehabiliteringsseksjonen
11300;BANKTJENESTER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;15000;Rehabiliteringsseksjonen
11600;REISEGODTGJØRELSE;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;9000;Rehabiliteringsseksjonen
12000;KONTORMØBLER;Utgift;24342;BOTILTAK PERSONER M/RUSPROBLEMER;30000;Rehabiliteringsseksjonen
17101;REF. SYKEPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-150000;Rehabiliteringsseksjonen
17102;REF. SVANGERSKAPSPERMISJON;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
17103;FERIEPENGER AV SYKEPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
17104;FERIEPENGER AV FORELDREPENGER;Inntekt;24342;BOTILTAK PERSONER M/RUSPROBLEMER;-20000;Rehabiliteringsseksjonen
10100;LØNN FAST ANSATTE;Utgift;24343;HELSESTASJON RUS;1733000;Rehabiliteringsseksjonen
10400;OVERTID;Utgift;24343;HELSESTASJON RUS;100000;Rehabiliteringsseksjonen
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24343;HELSESTASJON RUS;158000;Rehabiliteringsseksjonen
10990;ARBEIDSGIVERAVGIFT;Utgift;24343;HELSESTASJON RUS;266000;Rehabiliteringsseksjonen
11000;KONTORMATERIELL;Utgift;24343;HELSESTASJON RUS;9000;Rehabiliteringsseksjonen
11100;MEDISINSKE FORBRUKSVARER;Utgift;24343;HELSESTASJON RUS;150000;Rehabiliteringsseksjonen
11200;ANDRE DRIFTSUTGIFTER;Utgift;24343;HELSESTASJON RUS;50000;Rehabiliteringsseksjonen
11300;BANKTJENESTER;Utgift;24343;HELSESTASJON RUS;15000;Rehabiliteringsseksjonen
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24343;HELSESTASJON RUS;15000;Rehabiliteringsseksjonen
