art,art_tekst,inntekt_utgift,tjeneste_nr,tjeneste_tekst,beloep,virksomhetsomraade
10501,LØNN LÆRLINGER/PRAKTIKANTER,Utgift,12000,ADMINISTRASJON,17026000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,264000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,1871000,Personal og organisasjon
11000,KONTORMATERIELL,Utgift,12000,ADMINISTRASJON,15000,Personal og organisasjon
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,12000,ADMINISTRASJON,8000,Personal og organisasjon
11051,LÆREBØKER,Utgift,12000,ADMINISTRASJON,10000,Personal og organisasjon
11053,ANNET SKOLEMATERIELL,Utgift,12000,ADMINISTRASJON,10000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,80000,Personal og organisasjon
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,12000,Personal og organisasjon
11301,TELEFON-/TELEUTGIFTER,Utgift,12000,ADMINISTRASJON,7000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,150000,Personal og organisasjon
11651,KLESGODTGJØRELSE,Utgift,12000,ADMINISTRASJON,80000,Personal og organisasjon
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,12000,ADMINISTRASJON,133000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,12000,ADMINISTRASJON,-6000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,18000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-18000,Personal og organisasjon
17301,TILSKUDD LÆRLINGER,Inntekt,12000,ADMINISTRASJON,-6430000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,13000,ADMINISTRASJONSLOKALER,6000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,20100,BARNEHAGE,260000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,20100,BARNEHAGE,28000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,20100,BARNEHAGE,-2000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,20100,BARNEHAGE,40000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,20200,GRUNNSKOLE,362000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,20200,GRUNNSKOLE,25000,Personal og organisasjon
10901,PENSJONSUTGIFTER LÆRERE,Utgift,20200,GRUNNSKOLE,6000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,20200,GRUNNSKOLE,50000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,20200,GRUNNSKOLE,-12000,Personal og organisasjon
17104,FERIEPENGER AV FORELDREPENGER,Inntekt,20200,GRUNNSKOLE,-10000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,21500,SKOLEFRITIDSTILBUD,6000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,21500,SKOLEFRITIDSTILBUD,1000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,21500,SKOLEFRITIDSTILBUD,1000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,23440,DAGTILBUD,9000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,23440,DAGTILBUD,1000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,23440,DAGTILBUD,1000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,25210,INSTITUSJON/ BOKOLLEKTIV,3000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,417000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,42000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,62000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,25310,KJØKKEN,59000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,25310,KJØKKEN,7000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,25310,KJØKKEN,9000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,25320,DAGSENTER I INSTITUSJON,25000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,25320,DAGSENTER I INSTITUSJON,2000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,25320,DAGSENTER I INSTITUSJON,2000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,25400,HELSE- OG OMSORGSTJENESTER TIL HJEMMEBOENDE,284000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,25400,HELSE- OG OMSORGSTJENESTER TIL HJEMMEBOENDE,21000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,25400,HELSE- OG OMSORGSTJENESTER TIL HJEMMEBOENDE,38000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,25400,HELSE- OG OMSORGSTJENESTER TIL HJEMMEBOENDE,-12000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,2097000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,197000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,322000,Personal og organisasjon
12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,Utgift,12000,ADMINISTRASJON,400000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,742000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,74000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,115000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,404000,Personal og organisasjon
11205,PAPIR OG PLAST,Utgift,12000,ADMINISTRASJON,23000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,48000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,12000,ADMINISTRASJON,-3000,Personal og organisasjon
16214,KANTINESALG AVGIFTSFRITT,Inntekt,12000,ADMINISTRASJON,-1276000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-48000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,7578000,Personal og organisasjon
10101,LØNN VAKANSVIKAR,Utgift,12000,ADMINISTRASJON,54000,Personal og organisasjon
10300,LØNN EKSTRAHJELP,Utgift,12000,ADMINISTRASJON,50000,Personal og organisasjon
10310,LØNN MIDLERTIDIG STILLING,Utgift,12000,ADMINISTRASJON,40000,Personal og organisasjon
10400,OVERTID,Utgift,12000,ADMINISTRASJON,6000,Personal og organisasjon
10500,ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
10570,HONORAR,Utgift,12000,ADMINISTRASJON,18000,Personal og organisasjon
10591,FRI TELEFON TREKKPL.GODTGJ. (SJABLON),Utgift,12000,ADMINISTRASJON,15000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,765000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,1191000,Personal og organisasjon
11000,KONTORMATERIELL,Utgift,12000,ADMINISTRASJON,52000,Personal og organisasjon
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,12000,ADMINISTRASJON,37000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,3000,Personal og organisasjon
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,44000,Personal og organisasjon
11204,RENGJØRINGSMIDLER,Utgift,12000,ADMINISTRASJON,3000,Personal og organisasjon
11221,VELFERDSTILTAK EGNE ANSATTE,Utgift,12000,ADMINISTRASJON,7000,Personal og organisasjon
11237,MØTEUTGIFTER,Utgift,12000,ADMINISTRASJON,34000,Personal og organisasjon
11239,TILFELDIGE UTGIFTER,Utgift,12000,ADMINISTRASJON,8000,Personal og organisasjon
11300,BANKTJENESTER,Utgift,12000,ADMINISTRASJON,15000,Personal og organisasjon
11301,TELEFON-/TELEUTGIFTER,Utgift,12000,ADMINISTRASJON,29000,Personal og organisasjon
11303,DATAKOMMUNIKASJON,Utgift,12000,ADMINISTRASJON,15000,Personal og organisasjon
11400,TRYKNINGSUTGIFTER/KOPIERING,Utgift,12000,ADMINISTRASJON,20000,Personal og organisasjon
11401,ANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,95000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,80000,Personal og organisasjon
11601,DIETTGODTGJØRELSE,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,12000,ADMINISTRASJON,20000,Personal og organisasjon
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,13000,ADMINISTRASJONSLOKALER,1428000,Personal og organisasjon
11953,KONTINGENTER,Utgift,12000,ADMINISTRASJON,2000,Personal og organisasjon
11956,RENOVASJON CONTAINERE (PRIVATE FIRMA),Utgift,12000,ADMINISTRASJON,4000,Personal og organisasjon
12000,KONTORMØBLER,Utgift,12000,ADMINISTRASJON,10000,Personal og organisasjon
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,12000,ADMINISTRASJON,24000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,12000,ADMINISTRASJON,10000,Personal og organisasjon
12400,"SERVICE, REPARASJON, DRIFTSAVTALER",Utgift,12000,ADMINISTRASJON,968000,Personal og organisasjon
12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,Utgift,12000,ADMINISTRASJON,43000,Personal og organisasjon
12503,TJENESTER EGNE AVDELINGER,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
13800,KJØP FRA FORETAK I EGEN KOMMUNE,Utgift,12000,ADMINISTRASJON,4000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,285000,Personal og organisasjon
16231,ANDRE AVGIFTSFRIE INNTEKTER,Inntekt,12000,ADMINISTRASJON,-161000,Personal og organisasjon
16504,AVGIFTSPL. SALG AV VARER OG TJENESTER,Inntekt,12000,ADMINISTRASJON,-500000,Personal og organisasjon
16901,AVGIFTSFRIE FORDELTE UTGIFTER,Inntekt,30400,"BYGGE-OG DELESAKSBEHANDLING, ANSVARESRETT OG UTSLIPPSTILLATELSER",-952000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,12000,ADMINISTRASJON,-8000,Personal og organisasjon
17104,FERIEPENGER AV FORELDREPENGER,Inntekt,12000,ADMINISTRASJON,-15000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-285000,Personal og organisasjon
16900,FORDELTE UTGIFTER,Inntekt,12000,ADMINISTRASJON,-968000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,1652000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,163000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,251000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,584000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,482000,Personal og organisasjon
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,126000,Personal og organisasjon
11204,RENGJØRINGSMIDLER,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
11205,PAPIR OG PLAST,Utgift,12000,ADMINISTRASJON,2000,Personal og organisasjon
11207,ARBEIDSKLÆR OG SKO,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
11300,BANKTJENESTER,Utgift,12000,ADMINISTRASJON,6000,Personal og organisasjon
11400,TRYKNINGSUTGIFTER/KOPIERING,Utgift,12000,ADMINISTRASJON,3000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,3000,Personal og organisasjon
11601,DIETTGODTGJØRELSE,Utgift,12000,ADMINISTRASJON,4000,Personal og organisasjon
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,13000,ADMINISTRASJONSLOKALER,1429000,Personal og organisasjon
11953,KONTINGENTER,Utgift,12000,ADMINISTRASJON,4000,Personal og organisasjon
11956,RENOVASJON CONTAINERE (PRIVATE FIRMA),Utgift,12000,ADMINISTRASJON,48000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,12000,ADMINISTRASJON,15000,Personal og organisasjon
12302,VEDLIKEHOLD UTSTYR OG MASKINER,Utgift,12000,ADMINISTRASJON,2000,Personal og organisasjon
12400,"SERVICE, REPARASJON, DRIFTSAVTALER",Utgift,12000,ADMINISTRASJON,4000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
16214,KANTINESALG AVGIFTSFRITT,Inntekt,12000,ADMINISTRASJON,-358000,Personal og organisasjon
16504,AVGIFTSPL. SALG AV VARER OG TJENESTER,Inntekt,12000,ADMINISTRASJON,-663000,Personal og organisasjon
16504,AVGIFTSPL. SALG AV VARER OG TJENESTER,Inntekt,12000,ADMINISTRASJON,-482000,Personal og organisasjon
16900,FORDELTE UTGIFTER,Inntekt,12000,ADMINISTRASJON,-537000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-5000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,12076000,Personal og organisasjon
10400,OVERTID,Utgift,12000,ADMINISTRASJON,7000,Personal og organisasjon
10500,ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER,Utgift,12000,ADMINISTRASJON,10000,Personal og organisasjon
10591,FRI TELEFON TREKKPL.GODTGJ. (SJABLON),Utgift,12000,ADMINISTRASJON,6000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,1152000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,1863000,Personal og organisasjon
11000,KONTORMATERIELL,Utgift,12000,ADMINISTRASJON,50000,Personal og organisasjon
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,12000,ADMINISTRASJON,5000,Personal og organisasjon
11150,MATVARER,Utgift,12000,ADMINISTRASJON,25000,Personal og organisasjon
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,120000,Personal og organisasjon
11221,VELFERDSTILTAK EGNE ANSATTE,Utgift,12000,ADMINISTRASJON,100000,Personal og organisasjon
11237,MØTEUTGIFTER,Utgift,12000,ADMINISTRASJON,80000,Personal og organisasjon
11239,TILFELDIGE UTGIFTER,Utgift,12000,ADMINISTRASJON,90000,Personal og organisasjon
11301,TELEFON-/TELEUTGIFTER,Utgift,12000,ADMINISTRASJON,40000,Personal og organisasjon
11303,DATAKOMMUNIKASJON,Utgift,12000,ADMINISTRASJON,1800000,Personal og organisasjon
11401,ANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,50000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,105000,Personal og organisasjon
11601,DIETTGODTGJØRELSE,Utgift,12000,ADMINISTRASJON,20000,Personal og organisasjon
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,12000,ADMINISTRASJON,150000,Personal og organisasjon
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,13000,ADMINISTRASJONSLOKALER,2858000,Personal og organisasjon
11953,KONTINGENTER,Utgift,12000,ADMINISTRASJON,2000,Personal og organisasjon
12000,KONTORMØBLER,Utgift,12000,ADMINISTRASJON,410000,Personal og organisasjon
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,12000,ADMINISTRASJON,400000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,12000,ADMINISTRASJON,40000,Personal og organisasjon
11957,"LISENSER DATAPROGRAMMER, OPPGRADERING/KJØP DATAPROGRAMMER",Utgift,12000,ADMINISTRASJON,402000,Personal og organisasjon
12200,OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER,Utgift,12000,ADMINISTRASJON,170000,Personal og organisasjon
12400,"SERVICE, REPARASJON, DRIFTSAVTALER",Utgift,12000,ADMINISTRASJON,20000,Personal og organisasjon
12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,Utgift,12000,ADMINISTRASJON,99000,Personal og organisasjon
13801,VEDL.HOLD UTFØRT AV FORETAK PÅ BYGG OG ANLEGG,Utgift,12000,ADMINISTRASJON,40000,Personal og organisasjon
13804,RENHOLD & VAKTMESTERTJ. UTFØRT AV FORETAK(TO NYE ARTER 13812 OG 13813),Utgift,12000,ADMINISTRASJON,30000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,192000,Personal og organisasjon
16216,AVGIFTSFRITT SALG AV VARER OG TJENESTER,Inntekt,12000,ADMINISTRASJON,-360000,Personal og organisasjon
16901,AVGIFTSFRIE FORDELTE UTGIFTER,Inntekt,30400,"BYGGE-OG DELESAKSBEHANDLING, ANSVARESRETT OG UTSLIPPSTILLATELSER",-1428000,Personal og organisasjon
17103,FERIEPENGER AV SYKEPENGER,Inntekt,12000,ADMINISTRASJON,-1000,Personal og organisasjon
17031,TILSKUDD SYSSELSETTING,Inntekt,12000,ADMINISTRASJON,-20000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-192000,Personal og organisasjon
17800,REF.(AVG.FRI) FRA KOMMUNALT FORETAK I EGEN KOMMUNE,Inntekt,12000,ADMINISTRASJON,-200000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,3212000,Personal og organisasjon
10310,LØNN MIDLERTIDIG STILLING,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,270000,Personal og organisasjon
10310,LØNN MIDLERTIDIG STILLING,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,1650000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,314000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,518000,Personal og organisasjon
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,150000,Personal og organisasjon
10990,ARBEIDSGIVERAVGIFT,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,254000,Personal og organisasjon
11000,KONTORMATERIELL,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
11000,KONTORMATERIELL,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,40000,Personal og organisasjon
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,15000,Personal og organisasjon
11150,MATVARER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,5000,Personal og organisasjon
11200,ANDRE DRIFTSUTGIFTER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
11202,MILJØTILTAK,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,5000,Personal og organisasjon
11221,VELFERDSTILTAK EGNE ANSATTE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,13000,Personal og organisasjon
11237,MØTEUTGIFTER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,20000,Personal og organisasjon
11301,TELEFON-/TELEUTGIFTER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,10000,Personal og organisasjon
11302,PORTO/POSTTJENESTER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,3000,Personal og organisasjon
11401,ANNONSER/INFOTILTAK,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,20000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,30000,Personal og organisasjon
11601,DIETTGODTGJØRELSE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,20000,Personal og organisasjon
11602,BILGODTGJØRELSE,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,15000,Personal og organisasjon
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,20000,Personal og organisasjon
11704,INNLEIDE TRANSPORTTJENESTER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,10000,Personal og organisasjon
11900,EKSTERN LEIE AV LOKALER OG GRUNN,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,153000,Personal og organisasjon
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,1620000,Personal og organisasjon
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,40000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,45000,Personal og organisasjon
12002,ANNET INVENTAR OG UTSTYR,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,50000,Personal og organisasjon
11957,"LISENSER DATAPROGRAMMER, OPPGRADERING/KJØP DATAPROGRAMMER",Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,30000,Personal og organisasjon
12200,OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,30000,Personal og organisasjon
13804,RENHOLD & VAKTMESTERTJ. UTFØRT AV FORETAK(TO NYE ARTER 13812 OG 13813),Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,15000,Personal og organisasjon
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,85000,Personal og organisasjon
16216,AVGIFTSFRITT SALG AV VARER OG TJENESTER,Inntekt,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,-30000,Personal og organisasjon
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,38500,ANDRE KULTURAKTIV. OG TILSK. TIL ANDRES KULTURBYGG,-85000,Personal og organisasjon
10100,LØNN FAST ANSATTE,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,1675000,Næring
10400,OVERTID,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,22000,Næring
10500,ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,9000,Næring
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,166000,Næring
10990,ARBEIDSGIVERAVGIFT,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,251000,Næring
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,9000,Næring
11150,MATVARER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,8000,Næring
11200,ANDRE DRIFTSUTGIFTER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,1000000,Næring
11200,ANDRE DRIFTSUTGIFTER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,200000,Næring
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,20000,Næring
11602,BILGODTGJØRELSE,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,6000,Næring
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,54000,Næring
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,405000,Næring
11953,KONTINGENTER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,52000,Næring
12000,KONTORMØBLER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,10000,Næring
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,16000,Næring
12200,OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,20000,Næring
