partinamn,fylkesnr,kommunenr,partitype,valar,stemmer,relativdel,mandat,utbetalingsar,grunnstonad,stemmestotte,totalt
Skedsmo Fremskrittsparti,2,231,Kommune,2007,4611,"22,06",10,2011,1223,"59066,91","60289,91"
Skedsmo Høyre,2,231,Kommune,2007,4665,"22,32",10,2011,1223,"59758,65","60981,65"
Skedsmo KrF,2,231,Kommune,2007,714,"3,42",2,2011,1223,"9146,34","10369,34"
Skedsmo Pensjonistparti,2,231,Kommune,2007,345,"1,65",0,2011,0,"4419,45","4419,45"
Skedsmo Rød Valgallianse,2,231,Kommune,2007,225,"1,08",0,2011,0,"2882,25","2882,25"
Skedsmo Senterparti,2,231,Kommune,2007,539,"2,58",1,2011,1223,"6904,59","8127,59"
Skedsmo Sv,2,231,Kommune,2007,1117,"5,34",3,2011,1223,"14308,77","15531,77"
SKEDSMO VENSTRE,2,231,Kommune,2007,805,"3,85",1,2011,1223,"10312,05","11535,05"
Nittedal  Arbeiderparti,2,233,Kommune,2007,2388,"25,17",8,2011,1223,"30590,28","31813,28"
Nittedal Fremskrittsparti,2,233,Kommune,2007,2370,"24,98",7,2011,1223,"30359,7","31582,7"
Nittedal Høyre,2,233,Kommune,2007,2301,"24,25",7,2011,1223,"29475,81","30698,81"
Nittedal KrF,2,233,Kommune,2007,277,"2,92",1,2011,1223,"3548,37","4771,37"
Nittedal Pensjonistparti,2,233,Kommune,2007,265,"2,79",1,2011,1223,"3394,65","4617,65"
Nittedal Rød Valgallianse,2,233,Kommune,2007,192,"2,02",0,2011,0,"2459,52","2459,52"
Nittedal Senterparti,2,233,Kommune,2007,523,"5,51",2,2011,1223,"6699,63","7922,63"
Nittedal Sv,2,233,Kommune,2007,460,"4,85",1,2011,1223,"5892,6","7115,6"
NITTEDAL VENSTRE,2,233,Kommune,2007,712,"7,5",2,2011,1223,"9120,72","10343,72"
Gjerdrum  Arbeiderparti,2,234,Kommune,2007,777,"30,43",7,2011,1223,"9953,37","11176,37"
Gjerdrum Fremskrittsparti,2,234,Kommune,2007,368,"14,41",4,2011,1223,"4714,08","5937,08"
Gjerdrum Høyre,2,234,Kommune,2007,555,"21,74",5,2011,1223,"7109,55","8332,55"
Gjerdrum KrF,2,234,Kommune,2007,167,"6,54",2,2011,1223,"2139,27","3362,27"
Gjerdrum Senterparti,2,234,Kommune,2007,268,"10,5",3,2011,1223,"3433,08","4656,08"
Gjerdrum Sv,2,234,Kommune,2007,128,"5,01",1,2011,1223,"1639,68","2862,68"
GJERDRUM VENSTRE,2,234,Kommune,2007,290,"11,36",3,2011,1223,"3714,9","4937,9"
Ullensaker  Arbeiderparti,2,235,Kommune,2007,3325,"28,36",13,2011,1223,"42593,25","43816,25"
Ullensaker Fremskrittsparti,2,235,Kommune,2007,4856,"41,42",19,2011,1223,"62205,36","63428,36"
Ullensaker Høyre,2,235,Kommune,2007,1478,"12,61",6,2011,1223,"18933,18","20156,18"
Ullensaker KrF,2,235,Kommune,2007,288,"2,46",1,2011,1223,"3689,28","4912,28"
Ullensaker Pensjonistparti,2,235,Kommune,2007,298,"2,54",1,2011,1223,"3817,38","5040,38"
Ullensaker Rød Valgallianse,2,235,Kommune,2007,85,"0,73",0,2011,0,"1088,85","1088,85"
Ullensaker Senterparti,2,235,Kommune,2007,703,6,3,2011,1223,"9005,43","10228,43"
Ullensaker Sv,2,235,Kommune,2007,326,"2,78",1,2011,1223,"4176,06","5399,06"
ULLENSAKER VENSTRE,2,235,Kommune,2007,350,"2,99",1,2011,1223,"4483,5","5706,5"
Nes Arbeiderparti,2,236,Kommune,2007,3277,"40,84",17,2011,1223,"41978,37","43201,37"
Nes Fremskrittsparti,2,236,Kommune,2007,1973,"24,59",10,2011,1223,"25274,13","26497,13"
Nes Høyre,2,236,Kommune,2007,668,"8,33",3,2011,1223,"8557,08","9780,08"
Nes KrF,2,236,Kommune,2007,337,"4,2",2,2011,1223,"4316,97","5539,97"
Nes Senterparti,2,236,Kommune,2007,923,"11,5",5,2011,1223,"11823,63","13046,63"
Nes Sv,2,236,Kommune,2007,394,"4,91",2,2011,1223,"5047,14","6270,14"
NES VENSTRE,2,236,Kommune,2007,452,"5,63",2,2011,1223,"5790,12","7013,12"
Eidsvoll  Arbeiderparti,2,237,Kommune,2007,2095,"24,43",9,2011,1223,"26836,95","28059,95"
Eidsvoll Fremskrittsparti,2,237,Kommune,2007,1740,"20,29",7,2011,1223,"22289,4","23512,4"
Eidsvoll Høyre,2,237,Kommune,2007,1624,"18,94",7,2011,1223,"20803,44","22026,44"
Eidsvoll KrF,2,237,Kommune,2007,346,"4,03",1,2011,1223,"4432,26","5655,26"
Eidsvoll Pensjonistparti,2,237,Kommune,2007,282,"3,29",1,2011,1223,"3612,42","4835,42"
Eidsvoll Senterparti,2,237,Kommune,2007,1048,"12,22",4,2011,1223,"13424,88","14647,88"
Eidsvoll Sv,2,237,Kommune,2007,558,"6,51",2,2011,1223,"7147,98","8370,98"
Nannestad  Arbeiderparti,2,238,Kommune,2007,1585,"34,28",11,2011,1223,"20303,85","21526,85"
Nannestad Fremskrittsparti,2,238,Kommune,2007,1180,"25,52",8,2011,1223,"15115,8","16338,8"
Nannestad Høyre,2,238,Kommune,2007,578,"12,5",4,2011,1223,"7404,18","8627,18"
Nannestad KrF,2,238,Kommune,2007,223,"4,82",1,2011,1223,"2856,63","4079,63"
Nannestad Senterparti,2,238,Kommune,2007,483,"10,45",3,2011,1223,"6187,23","7410,23"
Nannestad Sv,2,238,Kommune,2007,179,"3,87",1,2011,1223,"2292,99","3515,99"
NANNESTAD VENSTRE,2,238,Kommune,2007,396,"8,56",3,2011,1223,"5072,76","6295,76"
Hurdal  Arbeiderparti,2,239,Kommune,2007,303,"23,13",4,2011,1223,"3881,43","5104,43"
Hurdal Fremskrittsparti,2,239,Kommune,2007,267,"20,38",3,2011,1223,"3420,27","4643,27"
Hurdal Høyre,2,239,Kommune,2007,145,"11,07",2,2011,1223,"1857,45","3080,45"
Hurdal KrF,2,239,Kommune,2007,136,"10,38",2,2011,1223,"1742,16","2965,16"
Hurdal Senterparti,2,239,Kommune,2007,124,"9,47",2,2011,1223,"1588,44","2811,44"
Hurdal Sv,2,239,Kommune,2007,115,"8,78",1,2011,1223,"1473,15","2696,15"
HURDAL VENSTRE,2,239,Kommune,2007,220,"16,79",3,2011,1223,"2818,2","4041,2"
Demokratene i Oslo,3,300,Fylke,2007,306,"0,11",0,2011,0,"12796,92","12796,92"
Grønn ungdom i Oslo,3,300,FylkesUngdom,2007,0,0,0,2011,0,"15452,92","15452,92"
Kystpartiet i Oslo,3,300,Fylke,2007,120,"0,04",0,2011,0,"5018,4","5018,4"
Kystpartiets Ungdom i Oslo,3,300,FylkesUngdom,2007,0,0,0,2011,0,"1099,2","1099,2"
Miljøpartiet De Grønne,3,300,Fylke,2007,1687,"0,62",0,2011,0,"70550,34","70550,34"
Oslo Arbeiderparti,3,300,Fylke,2007,81265,"29,89",18,2011,45931,"3398502,3","3444433,3"
Oslo AUF,3,300,FylkesUngdom,2007,0,0,0,2011,0,"744387,4","744387,4"
Oslo Fremskrittpartis Ungdom,3,300,FylkesUngdom,2007,0,0,0,2011,0,"356076,68","356076,68"
Oslo Fremskrittsparti,3,300,Fylke,2007,38873,"14,3",8,2011,45931,"1625668,86","1671599,86"
Oslo Høyre,3,300,Fylke,2007,68475,"25,19",16,2011,45931,"2863624,5","2909555,5"
Oslo Kristelig Folkeparti,3,300,Fylke,2007,8368,"3,08",2,2011,45931,"349949,76","395880,76"
Oslo Kristelig Folkepartis Ungdom,3,300,FylkesUngdom,2007,0,0,0,2011,0,"76650,88","76650,88"
Oslo Kristent Samlingsparti,3,300,Fylke,2007,158,"0,06",0,2011,0,"6607,56","6607,56"
Oslo Pensjonistparti,3,300,Fylke,2007,1414,"0,52",0,2011,0,"59133,48","59133,48"
Oslo Rød Ungdom,3,300,FylkesUngdom,2007,0,0,0,2011,0,"129439,96","129439,96"
Oslo Rød Valgallianse,3,300,Fylke,2007,14131,"5,2",3,2011,45931,"590958,42","636889,42"
Oslo Senterparti,3,300,Fylke,2007,2189,"0,81",0,2011,0,"91543,98","91543,98"
Oslo Senterungdom,3,300,FylkesUngdom,2007,0,0,0,2011,0,"20051,24","20051,24"
Oslo SU,3,300,FylkesUngdom,2007,0,0,0,2011,0,"262901,16","262901,16"
Oslo Sv,3,300,Fylke,2007,28701,"10,56",5,2011,45931,"1200275,82","1246206,82"
Oslo Unge Høyre,3,300,FylkesUngdom,2007,0,0,0,2011,0,627231,627231
OSLO UNGE VENSTRE,3,300,FylkesUngdom,2007,0,0,0,2011,0,"217119,48","217119,48"
OSLO VENSTRE,3,300,Fylke,2007,23703,"8,72",6,2011,45931,"991259,46","1037190,46"
Demokratene i Hedmark,4,400,Fylke,2007,94,"0,12",0,2011,0,"2726,94","2726,94"
Hedmark Arbeiderparti,4,400,Fylke,2007,32549,"40,92",16,2011,44708,"944246,49","988954,49"
Hedmark AUF,4,400,FylkesUngdom,2007,0,0,0,2011,0,"298148,84","298148,84"
Hedmark Fremskrittpartis Ungdom,4,400,FylkesUngdom,2007,0,0,0,2011,0,"96189,16","96189,16"
Hedmark Fremskrittsparti,4,400,Fylke,2007,10501,"13,2",4,2011,44708,"304634,01","349342,01"
Hedmark Høyre,4,400,Fylke,2007,8490,"10,67",4,2011,44708,"246294,9","291002,9"
Hedmark Kristelig Folkeparti,4,400,Fylke,2007,2454,"3,09",1,2011,44708,"71190,54","115898,54"
Hedmark Kristelig Folkepartis Ungdom,4,400,FylkesUngdom,2007,0,0,0,2011,0,"22478,64","22478,64"
Hedmark Rød Ungdom,4,400,FylkesUngdom,2007,0,0,0,2011,0,"7447,08","7447,08"
Hedmark Rød Valgallianse,4,400,Fylke,2007,813,"1,02",0,2011,0,"23585,13","23585,13"
Hedmark Senterparti,4,400,Fylke,2007,11803,"14,84",5,2011,44708,"342405,03","387113,03"
Hedmark Senterungdom,4,400,FylkesUngdom,2007,0,0,0,2011,0,"108115,48","108115,48"
Hedmark SU,4,400,FylkesUngdom,2007,0,0,0,2011,0,"47091,56","47091,56"
Hedmark SV,4,400,Fylke,2007,5141,"6,46",3,2011,44708,"149140,41","193848,41"
Hedmark Unge Høyre,4,400,FylkesUngdom,2007,0,0,0,2011,0,"77768,4","77768,4"
HEDMARK UNGE VENSTRE,4,400,FylkesUngdom,2007,0,0,0,2011,0,"38343,76","38343,76"
HEDMARK VENSTRE,4,400,Fylke,2007,4186,"5,26",2,2011,44708,"121435,86","166143,86"
Kystpartiet,4,400,Fylke,2007,139,"0,17",0,2011,0,"4032,39","4032,39"
Pensjonistpartiet,4,400,Fylke,2007,3369,"4,24",1,2011,44708,"97734,69","142442,69"
Kongsvinger Arb.Parti,4,402,Kommune,2007,2354,"31,57",10,2011,1223,"30154,74","31377,74"
Kongsvinger Fremskrittsparti,4,402,Kommune,2007,1286,"17,25",6,2011,1223,"16473,66","17696,66"
Kongsvinger Høyre,4,402,Kommune,2007,1251,"16,78",5,2011,1223,"16025,31","17248,31"
Kongsvinger KrF,4,402,Kommune,2007,162,"2,17",1,2011,1223,"2075,22","3298,22"
Kongsvinger SV,4,402,Kommune,2007,614,"8,23",3,2011,1223,"7865,34","9088,34"
KONGSVINGER VENSTRE,4,402,Kommune,2007,231,"3,1",1,2011,1223,"2959,11","4182,11"
Pensjonistpartiet,4,402,Kommune,2007,1205,"16,16",5,2011,1223,"15436,05","16659,05"
Hamar  Arbeiderparti,4,403,Kommune,2007,3545,"25,22",10,2011,1223,"45411,45","46634,45"
Hamar Fremskrittsparti,4,403,Kommune,2007,952,"6,77",3,2011,1223,"12195,12","13418,12"
Hamar Høyre,4,403,Kommune,2007,996,"7,09",3,2011,1223,"12758,76","13981,76"
Hamar KrF,4,403,Kommune,2007,558,"3,97",2,2011,1223,"7147,98","8370,98"
Hamar Senterparti,4,403,Kommune,2007,220,"1,57",0,2011,0,"2818,2","2818,2"
Hamar SV,4,403,Kommune,2007,817,"5,81",2,2011,1223,"10465,77","11688,77"
HAMAR VENSTRE,4,403,Kommune,2007,604,"4,3",2,2011,1223,"7737,24","8960,24"
Pensjonistpartiet,4,403,Kommune,2007,461,"3,28",1,2011,1223,"5905,41","7128,41"
Nedre Ringsaker,4,412,Kommune,2007,1354,"10,43",4,2011,1223,"17344,74","18567,74"
Ringsaker  Arbeiderparti,4,412,Kommune,2007,4926,"37,95",16,2011,1223,"63102,06","64325,06"
Ringsaker Fremskrittsparti,4,412,Kommune,2007,1299,"10,01",4,2011,1223,"16640,19","17863,19"
Ringsaker Høyre,4,412,Kommune,2007,1171,"9,02",4,2011,1223,"15000,51","16223,51"
Ringsaker KrF,4,412,Kommune,2007,377,"2,9",1,2011,1223,"4829,37","6052,37"
Ringsaker SV,4,412,Kommune,2007,823,"6,34",3,2011,1223,"10542,63","11765,63"
RINGSAKER VENSTRE,4,412,Kommune,2007,1040,"8,01",3,2011,1223,"13322,4","14545,4"
Kristelig Folkeparti,4,415,Kommune,2007,84,"2,5",0,2011,0,"1076,04","1076,04"
Løten  Arbeiderparti,4,415,Kommune,2007,1479,"43,99",11,2011,1223,"18945,99","20168,99"
Løten Fremskrittsparti,4,415,Kommune,2007,381,"11,33",3,2011,1223,"4880,61","6103,61"
Løten Høyre,4,415,Kommune,2007,267,"7,94",2,2011,1223,"3420,27","4643,27"
Løten Senterparti,4,415,Kommune,2007,737,"21,92",6,2011,1223,"9440,97","10663,97"
Løten SV,4,415,Kommune,2007,245,"7,29",2,2011,1223,"3138,45","4361,45"
LØTEN VENSTRE,4,415,Kommune,2007,75,"2,23",0,2011,0,"960,75","960,75"
Pensjonistpartiet,4,415,Kommune,2007,94,"2,8",1,2011,1223,"1204,14","2427,14"
Pensjonistpartiet,4,417,Kommune,2007,470,"5,31",2,2011,1223,"6020,7","7243,7"
Stange  Arbeiderparti,4,417,Kommune,2007,3769,"42,56",14,2011,1223,"48280,89","49503,89"
Stange Fremskrittsparti,4,417,Kommune,2007,1086,"12,26",4,2011,1223,"13911,66","15134,66"
Stange Høyre,4,417,Kommune,2007,513,"5,79",2,2011,1223,"6571,53","7794,53"
Stange KrF,4,417,Kommune,2007,422,"4,77",2,2011,1223,"5405,82","6628,82"
Stange Senterparti,4,417,Kommune,2007,1186,"13,39",5,2011,1223,"15192,66","16415,66"
Stange SV,4,417,Kommune,2007,470,"5,31",2,2011,1223,"6020,7","7243,7"
STANGE VENSTRE,4,417,Kommune,2007,517,"5,84",2,2011,1223,"6622,77","7845,77"
Nord-Odal  Arbeiderparti,4,418,Kommune,2007,1389,"53,94",14,2011,1223,"17793,09","19016,09"
Nord-Odal Fremskrittsparti,4,418,Kommune,2007,513,"19,92",5,2011,1223,"6571,53","7794,53"
Nord-Odal Senterparti,4,418,Kommune,2007,249,"9,67",2,2011,1223,"3189,69","4412,69"
Nord-Odal SV,4,418,Kommune,2007,113,"4,39",1,2011,1223,"1447,53","2670,53"
Pensjonistpartiet,4,419,Kommune,2007,167,"4,52",1,2011,1223,"2139,27","3362,27"
Sør-Odal  Arbeiderparti,4,419,Kommune,2007,1934,"52,3",15,2011,1223,"24774,54","25997,54"
Sør-Odal Fremskrittsparti,4,419,Kommune,2007,337,"9,11",3,2011,1223,"4316,97","5539,97"
Sør-Odal Høyre,4,419,Kommune,2007,319,"8,63",2,2011,1223,"4086,39","5309,39"
Sør-Odal KrF,4,419,Kommune,2007,57,"1,54",0,2011,0,"730,17","730,17"
Sør-Odal Senterparti,4,419,Kommune,2007,658,"17,79",5,2011,1223,"8428,98","9651,98"
Sør-Odal SV,4,419,Kommune,2007,176,"4,76",1,2011,1223,"2254,56","3477,56"
Eidskog  Arbeiderparti,4,420,Kommune,2007,1221,"42,15",12,2011,1223,"15641,01","16864,01"
Eidskog Fremskrittsparti,4,420,Kommune,2007,595,"20,54",6,2011,1223,"7621,95","8844,95"
Eidskog Høyre,4,420,Kommune,2007,496,"17,12",5,2011,1223,"6353,76","7576,76"
Eidskog Senterparti,4,420,Kommune,2007,421,"14,53",4,2011,1223,"5393,01","6616,01"
Eidskog SV,4,420,Kommune,2007,164,"5,66",2,2011,1223,"2100,84","3323,84"
"Fellesliste mellom SP, H, V og KRF",4,423,Kommune,2007,946,"39,27",8,2011,1223,"12118,26","13341,26"
Grue  Arbeiderparti,4,423,Kommune,2007,1081,"44,87",9,2011,1223,"13847,61","15070,61"
Grue Fremskrittsparti,4,423,Kommune,2007,281,"11,66",2,2011,1223,"3599,61","4822,61"
Grue SV,4,423,Kommune,2007,101,"4,19",0,2011,1223,"1293,81","2516,81"
Åsnes  Arbeiderparti,4,425,Kommune,2007,1104,"30,21",7,2011,1223,"14142,24","15365,24"
Åsnes Fremskrittsparti,4,425,Kommune,2007,512,"14,01",3,2011,1223,"6558,72","7781,72"
Åsnes Høyre,4,425,Kommune,2007,285,"7,8",2,2011,1223,"3650,85","4873,85"
Åsnes Senterparti,4,425,Kommune,2007,317,"8,67",2,2011,1223,"4060,77","5283,77"
Åsnes SV,4,425,Kommune,2007,151,"4,13",1,2011,1223,"1934,31","3157,31"
Venstre,4,425,Kommune,2007,441,"12,07",3,2011,1223,"5649,21","6872,21"
Pensjonistpartiet,4,426,Kommune,2007,138,"6,92",1,2011,1223,"1767,78","2990,78"
Våler  Arbeiderparti,4,426,Kommune,2007,1251,"62,71",12,2011,1223,"16025,31","17248,31"
Våler Fremskrittsparti,4,426,Kommune,2007,193,"9,67",2,2011,1223,"2472,33","3695,33"
Våler Høyre,4,426,Kommune,2007,130,"6,52",1,2011,1223,"1665,3","2888,3"
Våler Senterparti,4,426,Kommune,2007,207,"10,38",2,2011,1223,"2651,67","3874,67"
Våler SV,4,426,Kommune,2007,76,"3,81",1,2011,1223,"973,56","2196,56"
Elverum  Arbeiderparti,4,427,Kommune,2007,3172,"37,57",13,2011,1223,"40633,32","41856,32"
Elverum Fremskrittsparti,4,427,Kommune,2007,1519,"17,99",6,2011,1223,"19458,39","20681,39"
Elverum Høyre,4,427,Kommune,2007,1474,"17,46",6,2011,1223,"18881,94","20104,94"
Elverum KrF,4,427,Kommune,2007,164,"1,94",1,2011,1223,"2100,84","3323,84"
Elverum Senterparti,4,427,Kommune,2007,678,"8,03",3,2011,1223,"8685,18","9908,18"
Elverum SV,4,427,Kommune,2007,544,"6,44",2,2011,1223,"6968,64","8191,64"
Trysil  Arbeiderparti,4,428,Kommune,2007,1275,"38,45",9,2011,1223,"16332,75","17555,75"
Trysil Fremskrittsparti,4,428,Kommune,2007,427,"12,88",3,2011,1223,"5469,87","6692,87"
Trysil Høyre,4,428,Kommune,2007,344,"10,37",3,2011,1223,"4406,64","5629,64"
Trysil KrF,4,428,Kommune,2007,107,"3,23",1,2011,1223,"1370,67","2593,67"
Trysil Senterparti,4,428,Kommune,2007,533,"16,07",4,2011,1223,"6827,73","8050,73"
Trysil SV,4,428,Kommune,2007,382,"11,52",3,2011,1223,"4893,42","6116,42"
TRYSIL VENSTRE,4,428,Kommune,2007,248,"7,48",2,2011,1223,"3176,88","4399,88"
Åmot  Arbeiderparti,4,429,Kommune,2007,495,"24,7",4,2011,1223,"6340,95","7563,95"
Åmot Fremskrittsparti,4,429,Kommune,2007,210,"10,48",2,2011,1223,"2690,1","3913,1"
Åmot Høyre,4,429,Kommune,2007,130,"6,49",1,2011,1223,"1665,3","2888,3"
Åmot Senterparti,4,429,Kommune,2007,923,"46,06",8,2011,1223,"11823,63","13046,63"
Åmot Sv,4,429,Kommune,2007,164,"8,18",1,2011,1223,"2100,84","3323,84"
Venstre,4,429,Kommune,2007,82,"4,09",1,2011,1223,"1050,42","2273,42"
Stor-Elvdal  Arbeiderparti,4,430,Kommune,2007,588,"39,95",8,2011,1223,"7532,28","8755,28"
Stor-Elvdal Høyre,4,430,Kommune,2007,211,"14,33",3,2011,1223,"2702,91","3925,91"
Stor-Elvdal Sv,4,430,Kommune,2007,51,"3,46",1,2011,1223,"653,31","1876,31"
Rendalen  Arbeiderparti,4,432,Kommune,2007,594,"47,6",9,2011,1223,"7609,14","8832,14"
Rendalen Høyre,4,432,Kommune,2007,65,"5,21",1,2011,1223,"832,65","2055,65"
Rendalen Senterparti,4,432,Kommune,2007,401,"32,13",6,2011,1223,"5136,81","6359,81"
Engerdal  Arbeiderparti,4,434,Kommune,2007,446,"51,21",8,2011,1223,"5713,26","6936,26"
Engerdal Høyre,4,434,Kommune,2007,68,"7,81",1,2011,1223,"871,08","2094,08"
Samlingslista Senterpartiet/Venstre,4,434,Kommune,2007,357,"40,99",6,2011,1223,"4573,17","5796,17"
Tolga  Arbeiderparti,4,436,Kommune,2007,199,"21,61",3,2011,1223,"2549,19","3772,19"
Tolga Senterparti,4,436,Kommune,2007,485,"52,66",8,2011,1223,"6212,85","7435,85"
Tolga SV,4,436,Kommune,2007,160,"17,37",3,2011,1223,"2049,6","3272,6"
Tynset  Arbeiderparti,4,437,Kommune,2007,427,"16,14",4,2011,1223,"5469,87","6692,87"
Tynset KrF,4,437,Kommune,2007,111,"4,2",2,2011,1223,"1421,91","2644,91"
Tynset Senterparti,4,437,Kommune,2007,953,"36,02",9,2011,1223,"12207,93","13430,93"
Tynset SV,4,437,Kommune,2007,433,"16,36",5,2011,1223,"5546,73","6769,73"
TYNSET VENSTRE,4,437,Kommune,2007,125,"4,72",1,2011,1223,"1601,25","2824,25"
Alvdal  Arbeiderparti,4,438,Kommune,2007,396,"33,96",6,2011,1223,"5072,76","6295,76"
Alvdal KrF,4,438,Kommune,2007,105,"9,01",2,2011,1223,"1345,05","2568,05"
Alvdal Senterparti,4,438,Kommune,2007,457,"39,19",6,2011,1223,"5854,17","7077,17"
ALVDAL VENSTRE,4,438,Kommune,2007,208,"17,84",3,2011,1223,"2664,48","3887,48"
Folldal  Arbeiderparti,4,439,Kommune,2007,572,"57,78",10,2011,1223,"7327,32","8550,32"
Folldal Senterparti,4,439,Kommune,2007,367,"37,07",6,2011,1223,"4701,27","5924,27"
Folldal SV,4,439,Kommune,2007,51,"5,15",1,2011,1223,"653,31","1876,31"
Os  Arbeiderparti,4,441,Kommune,2007,382,"37,71",8,2011,1223,"4893,42","6116,42"
Os Senterparti,4,441,Kommune,2007,488,"48,17",10,2011,1223,"6251,28","7474,28"
Os SV,4,441,Kommune,2007,143,"14,12",3,2011,1223,"1831,83","3054,83"
Demokratene i Oppland,5,500,Fylke,2007,96,"0,12",0,2011,0,"2784,96","2784,96"
Kystpartiet,5,500,Fylke,2007,76,"0,1",0,2011,0,"2204,76","2204,76"
Miljøpartiet De Grønne Oppland,5,500,Fylke,2007,489,"0,62",0,2011,0,"14185,89","14185,89"
Oppland Arbeiderparti,5,500,Fylke,2007,32827,"41,4",16,2011,44708,"952311,27","997019,27"
Oppland AUF,5,500,FylkesUngdom,2007,0,0,0,2011,0,"300695,32","300695,32"
Oppland Fremskrittpartis Ungdom,5,500,FylkesUngdom,2007,0,0,0,2011,0,"102830,16","102830,16"
Oppland Fremskrittsparti,5,500,Fylke,2007,11226,"14,16",6,2011,44708,"325666,26","370374,26"
Oppland Høyre,5,500,Fylke,2007,7927,10,4,2011,44708,"229962,27","274670,27"
Oppland Kristelig Folkeparti,5,500,Fylke,2007,3011,"3,8",1,2011,44708,"87349,11","132057,11"
Oppland Kristelig Folkepartis Ungdom,5,500,FylkesUngdom,2007,0,0,0,2011,0,"27580,76","27580,76"
Oppland Kristent Samlingsparti,5,500,Fylke,2007,181,"0,23",0,2011,0,"5250,81","5250,81"
Oppland Pensjonistparti,5,500,Fylke,2007,1251,"1,58",0,2011,0,"36291,51","36291,51"
Oppland Rød Ungdom,5,500,FylkesUngdom,2007,0,0,0,2011,0,"8353,92","8353,92"
Oppland Rød Valgallianse,5,500,Fylke,2007,912,"1,15",0,2011,0,"26457,12","26457,12"
Oppland Senterparti,5,500,Fylke,2007,12639,"15,94",6,2011,44708,"366657,39","411365,39"
Oppland Senterungdom,5,500,FylkesUngdom,2007,0,0,0,2011,0,"115773,24","115773,24"
Oppland SU,5,500,FylkesUngdom,2007,0,0,0,2011,0,"42786,36","42786,36"
Oppland Sv,5,500,Fylke,2007,4671,"5,89",2,2011,44708,"135505,71","180213,71"
Oppland Unge Høyre,5,500,FylkesUngdom,2007,0,0,0,2011,0,"72611,32","72611,32"
OPPLAND UNGE VENSTRE,5,500,FylkesUngdom,2007,0,0,0,2011,0,"36502,6","36502,6"
OPPLAND VENSTRE,5,500,Fylke,2007,3985,"5,03",2,2011,44708,"115604,85","160312,85"
Lillehammer  Arb.parti,5,501,Kommune,2007,4831,"40,56",19,2011,1223,"61885,11","63108,11"
Lillehammer Fremskrittsparti,5,501,Kommune,2007,1417,"11,9",6,2011,1223,"18151,77","19374,77"
Lillehammer Høyre,5,501,Kommune,2007,1391,"11,68",5,2011,1223,"17818,71","19041,71"
Lillehammer KrF,5,501,Kommune,2007,445,"3,74",2,2011,1223,"5700,45","6923,45"
Lillehammer Pensjonistparti,5,501,Kommune,2007,202,"1,7",1,2011,1223,"2587,62","3810,62"
Lillehammer Rød Valgallianse,5,501,Kommune,2007,419,"3,52",2,2011,1223,"5367,39","6590,39"
Lillehammer Senterparti,5,501,Kommune,2007,783,"6,57",3,2011,1223,"10030,23","11253,23"
Lillehammer Sv,5,501,Kommune,2007,966,"8,11",4,2011,1223,"12374,46","13597,46"
LILLEHAMMER VENSTRE,5,501,Kommune,2007,849,"7,13",3,2011,1223,"10875,69","12098,69"
Gjøvik  Arbeiderparti,5,502,Kommune,2007,5175,"41,62",19,2011,1223,"66291,75","67514,75"
Gjøvik Fremskrittsparti,5,502,Kommune,2007,1719,"13,82",6,2011,1223,"22020,39","23243,39"
Gjøvik Høyre,5,502,Kommune,2007,1583,"12,73",6,2011,1223,"20278,23","21501,23"
Gjøvik Pensjonistparti,5,502,Kommune,2007,607,"4,88",2,2011,1223,"7775,67","8998,67"
Gjøvik Rød Valgallianse,5,502,Kommune,2007,356,"2,86",1,2011,1223,"4560,36","5783,36"
Gjøvik Senterparti,5,502,Kommune,2007,819,"6,59",3,2011,1223,"10491,39","11714,39"
Gjøvik Sv,5,502,Kommune,2007,687,"5,52",3,2011,1223,"8800,47","10023,47"
GJØVIK VENSTRE,5,502,Kommune,2007,653,"5,25",2,2011,1223,"8364,93","9587,93"
Miljøpartiet De Grønne,5,502,Kommune,2007,144,"1,16",0,2011,0,"1844,64","1844,64"
Dovre  Arbeidarparti,5,511,Kommune,2007,407,"29,05",5,2011,1223,"5213,67","6436,67"
Dovre Framstegsparti,5,511,Kommune,2007,69,"4,93",1,2011,1223,"883,89","2106,89"
Dovre Høgre,5,511,Kommune,2007,74,"5,28",1,2011,1223,"947,94","2170,94"
Dovre Senterparti,5,511,Kommune,2007,803,"57,32",10,2011,1223,"10286,43","11509,43"
DOVRE VENSTRE,5,511,Kommune,2007,48,"3,43",0,2011,0,"614,88","614,88"
Lesja  Arbeidarparti,5,512,Kommune,2007,300,"28,28",6,2011,1223,3843,5066
Lesja Høgre,5,512,Kommune,2007,95,"8,95",2,2011,1223,"1216,95","2439,95"
Lesja Senterparti,5,512,Kommune,2007,570,"53,72",11,2011,1223,"7301,7","8524,7"
Skjåk  Arbeidarparti,5,513,Kommune,2007,490,"39,9",8,2011,1223,"6276,9","7499,9"
Skjåk Senterparti,5,513,Kommune,2007,582,"47,39",10,2011,1223,"7455,42","8678,42"
Lom  Arbeidarparti,5,514,Kommune,2007,198,"17,46",3,2011,1223,"2536,38","3759,38"
Vågå  Arbeidarparti,5,515,Kommune,2007,1278,"69,95",15,2011,1223,"16371,18","17594,18"
Vågå Senterparti,5,515,Kommune,2007,260,"14,23",3,2011,1223,"3330,6","4553,6"
Vågå Sv,5,515,Kommune,2007,86,"4,71",1,2011,1223,"1101,66","2324,66"
