vurderingid,navn,url,omraade,nr,krav,poeng,maxscore,kommentar
19052,Ambulerende skjenkeløyve - Siljan kommune,http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64,6. Det er lett å få hjelp,6.1,Brukerne får hjelp til å unngå og rette opp feil,2,5,"Ved «feil» i dato (steg 6) står det «Feltet Til dato faller utenfor de gyldige datoene.» og det gis ingen informasjon om hva som er «de gyldige datoene», vi trekker derfor. Ved manglende utfylling får brukeren beskjed om dette i sammendrag, godkjent. Se eks.: http://imgur.com/0x09UpB. Feil i besvarelse varsles ikke før navigering til neste side."
19052,Ambulerende skjenkeløyve - Siljan kommune,http://www.siljan.kommune.no/Selvbetjeningsportalen1/Tjenester/Naring/Soknad-om-skjenkebevilling-for-en-bestemt-anledning-ambulerende/?eDocumentTemplateId=8c8643a2-54cf-4ee4-a4f8-769bcf35cc64,6. Det er lett å få hjelp,6.2,Brukerstøtte er lett tilgjengelig,1,3,"Kontaktinfo synlig på informasjonsside, men kunne vært mer synlig i forbindelse med skjema. Godkjent under tvil. Fant ingen funksjonalitet for personlig veiledning."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,1. Tjenesten er enkel å finne,1.1,Tjenesten er enkel å finne gjennom søk og navigasjon,1,6,"Feil treff på 'skjenkebevilling' i alle søkemotorer og får ikke treff på 'skjenkeløyve' på Bing. Ved inngang til skjenkebevilling via søk kommer man ikke inne på rett side med oppdatert informasjon. Se eks.: http://www.tromso.kommune.no/skjenkebevilling-ambulerende-for-en-enkelt-anledning.122488.4t5605e.tct.html. Den riktige og oppdaterte nettsiden er: http://www.tromso.kommune.no/skjenkebevilling.122089.no.html. Får også side som liggen utenfor menystrukturen når første treff ved internt søk benyttes. Ved intern navigasjon kommer man inn på rett side, men det er tidkrevende med mange klikk."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,1. Tjenesten er enkel å finne,1.2,Tjenesten har et unikt og beskrivende navn,1,2,Overskrifter: Tjenesteportalsiden og info-/kjerneside på nettstedet har overskrifter som er beskrivende og med korrekt Htmlkode. Tittel: <title>Skjenkebevilling - enkelt anledning/ambulerende (KF-303)</title> - ikke godkjent i og med at kommunens navn mangler i titteltaggen.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,1. Tjenesten er enkel å finne,1.3,Dyplenking er mulig,3,3,"Dyplenking: Ja, godkjent. URL infoside: http://www.tromso.kommune.no/skjenkebevilling-ambulerende-for-en-enkelt-anledning.117151.4t5605e.tct.html' - godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,2. Tjenesten er troverdig,2.1,Det kommer klart frem hvilken virksomhet som er ansvarlig for tjenesten,2,2,Tromsø kommune med logo er synlig på alle sider. Godkjent.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,2. Tjenesten er troverdig,2.2,Relevant plikt og rettighetsinformasjon er lett tilgjengelig,1,3,"Relevante lover og forskrifter: Godkjent - det ligger lenker til lovdata i hjelpetekster der det er relevant, og det finnes en lenkesamling på informasjonssiden. Plikt-, rettighets- og formålsinformasjon: Ikke godkjent - det bør være en lenke til informasjonssiden i tjenesten for å øke tilgjengeligheten og språket er ikke klart og forståelig nok. Teksten på informasjonssiden er delt i avsnitt med beskrivende overskrifter, men er ikke tilstrekkelig brukertilpassa. Både rekkefølgen på avsnittene og språket er avsenderorientert, for eksempel er avsnittet om 'Styrer og stedfortreder' viktigere for brukeren enn 'Sommer- og vintertid' og bør derfor komme foran i teksten. Setningsoppbygningen er passiv og unødvendig komplisert, for eksempel: 'Skjenkebevilling gis til den for hvis regning virksomheten drives.'. Informasjonsside: http://www.tromso.kommune.no/skjenkebevilling.122089.no.html"
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,2. Tjenesten er troverdig,2.3,Brukerne får informasjon om saksgang og krav til dokumentasjon,1,4,"På skjemaside fåes informasjon om frivillighet: http://www.tromso.kommune.no/soeknadsskjema.243806.no.html Har informasjon om klage og saksgang på alternativ informasjonsside, se eks.: http://www.tromso.kommune.no/skjenkebevilling-ambulerende-for-en-enkelt-anledning.122488.4t5605e.tct.html , men i og med at denne ikke er tilgjengeliggjort tilstrekkelig i forbindelse i sidestrukturen, sammen med med den mest relevante informasjonsressursen -http://www.tromso.kommune.no/skjenkebevilling.122089.no.html, godkjenner vi ikke informasjon her. Fant ingen informasjon om hvilke opplysninger brukerne må ha for hånden for at tjenesten skal kunne brukes."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,2. Tjenesten er troverdig,2.4,Brukeren får bekreftelse på innsending av opplysninger,0,2,"Ja, det gis kvittering, men denne inneholder ikke tilstrekkelig med informasjon (innsynsrett og kontaktinformasjon). Se eks.: http://imgur.com/VjUMBsn (sletteside: http://imgur.com/delete/9yKCSZaHUW5SirW ) PDF inneholder datostempling."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,2. Tjenesten er troverdig,2.5,Brukeren har mulighet til å gi tilbakemelding,2,3,"Ja, det er lagt tilrette for tilbakemelding på info-/kjernesiden v.h.a 'Gi innspill funksjonen'. Det er lenke til kommunens Facebookside i megafooter."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,3. Tjenesten er trygg å bruke,3.1,Tjenesten ivaretar hensyn til personvern,2,2,"Personvernerklæring: Ja, leses før nettskjemaet taes i bruk. Noe manglefullt når det gjelder kontaktinfo, men godkjennes. Informasjon om bruk av cookies: Ja, godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,3. Tjenesten er trygg å bruke,3.2,Tjenesten benytter en anerkjent innloggingsløsning,1,1,"Vurderer som ikke relevant. Det er mulig å logge inn med ID-porten, men dette gir ingen ekstra funksjonalitet. Dette kan betraktes som et sikkerhetshull da brukeren unødig taster inn sensitive data."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,3. Tjenesten er trygg å bruke,3.3,Sensitiv informasjon er kryptert,3,4,"Tjenesteportalen(nettskjema) er kryptert, men ingen utvidet validering på kf.no. Oppnår 'grade A' i Qualys SSL Labs-testen."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,4. Tjenesten virker (fungerer godt),4.2,Tjenesten er optimalisert for god ytelse og rask nedlasting,2,2,Størrelse(infoside): 213Kb. Godkjent. Ytelse Tjenesteportal: Testresultat fra Yslow gav 'Grade A'. Godkjent.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,4. Tjenesten virker (fungerer godt),4.3,Tjenesten kan brukes på mobile enheter,0,4,"Testet tjenesteportal med nettbrett 8 ' og telefon 4.5 '. Resultat: Tjenesten lar seg bruke, men den er ikke tilstrekkelig tilpasset til mobile enheter. Ikke godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,4. Tjenesten virker (fungerer godt),4.4,Funksjonalitet og innhold er oppdatert,1,2,Viser til punkt 1.1 angående inngang til informasjon om ambulerende skjenkebevilling som ikke er tilstrekkelig oppdatert. Funksjonalitet ser ut til å virke uten feil.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,4. Tjenesten virker (fungerer godt),4.5,Alt innhold er korrekt kodet,0,7,"Html: Hverken testede infosider( eksempel http://www.tromso.kommune.no/skjenkebevilling.122089.no.html) eller testet tjenesteportalside validerer. Ikke godkjent. Semantiske Html: Både infosider og tjenesteportalsidene har en noe varierende bruk av semantisk kode, og nettskjema mangler helt ordinære html-elementer som label, fieldset, legend osv. Ikke godkjent. Skriftstørrelse: Mangler en konsekvent bruk av relative enheter i nettskjema, noe som vanskeliggjør god skalering. Ikke godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,4. Tjenesten virker (fungerer godt),4.6,Tidsbegrensning blir varslet for alle brukere,2,2,Tjenesten ser ikke ut til å være tidsstyrt: Ikke relevant
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.1,Det er enkelt å orientere seg innenfor tjenesten,4,4,Godkjent: Har navigasjonsmulighet og framdiftsinfo i klikkbar stegoversikt.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.2,Tjenesten fremstår som logisk og ryddig,7,8,"Bruker flere typer knapper, se feks. 'Ny kontroll', dette er ikke konsekvent bruk av grafiske elementer, men vurderer allikevel at tjenesten er ryddig."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.3,Tjenestens enkeltelementer er konvensjonelt utformet,5,6,På skjemaside om 'Arrangmentet' oppstår det en feil i formatering av radiobokser i 'Skjenking av'. Ellers konsekvent og gjennomført utforming av elementer.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.4,Det viktigste er fremhevet,4,4,"Innsendingsknapp: Knappen er tydelig, men plasseringen er ikke optimal. Burde vært plassert etter 'avbryt'-knappen og nederst på siden."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.5,Innholdet er uttrykt i et godt språk,2,5,"Obligatorisk svar: Ikke godkjent - brukeren blir ikke varslet om hvilke felt som er obligatoriske å fylle ut før han eller hun prøver å gå videre i tjenesten uten at disse er fylt ut. Tekst: Ikke godkjent - helhetsvurdering av språket i tjenesten og informasjonsteksten. Teksten ved utfyllingsfeltene i tjenesten henvender seg direkte til brukeren gjennom spørsmålsformuleringer og det er stort sett brukt korte og presise ord, men språket i informasjonsteksten er for preget av passive verb og substantivkonstruksjoner, og for avsenderorientert i oppbygningen til at tjenesten får poeng på dette punktet. Hjelpetekster: Godkjent - hjelpetekstene i denne tjenesten er gode, med grundige forklaringer av begreper og konkret hjelp til utfylling av felt. Skriv om i et mer aktivt språk for å gjøre tekstene mer brukerrettet. Informasjonsside: http://www.tromso.kommune.no/skjenkebevilling.122089.no.html"
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.6,Innholdet presenteres på flere språk og målformer,1,5,"Ja, tjenesten finnes både på bokmål og nynorsk."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.7,Teknologien brukes for å forenkle oppgaveløsningen,0,3,"Løsningen framstår som ordinær med standard nettskjemateknologi. Har enkelte sporvalgselmenter, men uten å skjule det som ikke skal fylles ut. Ikke godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.8,Tjenesten har forhåndsutfylte felter,3,3,Vurderes som ikke relevant.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.9,Brukeren mister ikke registrerte opplysninger,3,3,Varsel med utfyllende info gis og brukeren mister ikke data. Godkjent.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.10,All funksjonalitet er enkel å oppdage og å bruke,0,3,"Tekstlenker er ikke markert godt nok(se skjemakontrollsiden) og ord som er understreket viser seg ikke å være lenker. Se trinn 2 'Opplysninger om bevillingssøker'. Det er stort sett enkelt å klikke på lenkene, men på tjenesteportalens startside er personvernlenken unødvendig liten(3 bokstaver). Ikke godkjent."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,5. Tjenesten er enkel å bruke for alle,5.11,All funksjonalitet kan betjenes via tastatur,2,4,"Ved bruk av tab-tasten tar brukeren to turer gjennom skjema for å få tilgang til alt, dette er ikke særlig logisk. Fant ingen ekstramarkering av fokus."
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,6. Det er lett å få hjelp,6.1,Brukerne får hjelp til å unngå og rette opp feil,2,5,I all hovedsak er dette løst på en tilfredsstillende måte. Noen felter som burde være obligatoriske og derfor burde hatt en rask feilmelding og feilløsning har ikke dette. Se f.eks. steg 5 - arrangementet.
19106,Ambulerende skjenkeløyve - Tromsø kommune,https://skjema.kf.no/more/wizard/wizard.jsp?wizardid=810&ouref=1902,6. Det er lett å få hjelp,6.2,Brukerstøtte er lett tilgjengelig,1,3,"Kontaktinformasjon kun på informasjonssiden, men denne godkjennes. Utvidet brukerstøtte: Fant ingen relevant funksjonalitet på kjerne-/infomasjonssiden. Ikke godkjent."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,1. Tjenesten er enkel å finne,1.1,Tjenesten er enkel å finne gjennom søk og navigasjon,2,6,"Eksternt søk: Ikke treff ved søk på nynorsk. 'meld stjålen sykkel'. 'Meld stjålen mobil' Internt søk: 'anmelde stjålet mobil'. Ingen relevante treff. 'Anmelde' - ingen relevante treff. Intern navigasjon: Inngang via banner, samt i venstremeny. Ligger også under Tjenester i hovedmeny. OK."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,1. Tjenesten er enkel å finne,1.2,Tjenesten har et unikt og beskrivende navn,2,2,Overskrift informasjonsside. 'Anmeld et forhold' ok. i <h1>. Overskrifter i skjema ligger bakt inn i javascript.    <head><title>Politi.no - Anmeldelse av tyveri av mobiltelefon</title>.    <head><title>Politi.no - Anmeldelse av skadeverk på eiendom og bil</title>    <head><title>Politi.no - Anmeldelse av tyveri av sykkel</title>    <head><title>Politi.no - Anmeldelse av tyveri fra person på offentlig sted</title>     OK.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,1. Tjenesten er enkel å finne,1.3,Dyplenking er mulig,3,3,https://www.politi.no/tjenester/anmeld_et_forhold/ https://www.politi.no/anmeldelse/skadeverk-pa-eiendom-og-bil
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,2. Tjenesten er troverdig,2.1,Det kommer klart frem hvilken virksomhet som er ansvarlig for tjenesten,2,2,Tydelig logo.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,2. Tjenesten er troverdig,2.2,Relevant plikt og rettighetsinformasjon er lett tilgjengelig,0,3,"Relevante lover og forskrifter: Ikke godkjent - mangler lenker og henvisninger til relevante lover og forskrifter både i informasjonsteksten og selve tjenesten. Plikt-, rettighets- og formålsinformasjon: Ikke godkjent - informasjon om plikter og rettigheter er ikke tilgjengelig nok. Avsnittet øverst på tjenestesiden inneholder viktige vilkår, men er uklart formulert og burde vært strukturert på en klarere måte, for eksempel ved hjelp av kulepunkter for de forskjellige forbeholdene. Det er særlig viktig at språket er klart fordi tjenesten forlanger at brukeren skal krysse av for at hun eller han har forstått denne teksten. Viktig informasjon er skjult i hjelpetekster, for eksempel at du ikke kan levere anmeldelse på nett uten norsk personnummer. I tillegg mangler det informasjon om, eller mulighet til å finne informasjon om, hvilke rettigheter man har til erstatning eller å begjære påtale."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,2. Tjenesten er troverdig,2.3,Brukerne får informasjon om saksgang og krav til dokumentasjon,1,4,"Usikker angående informasjon om hvilke opplysninger brukerne må ha for hånden gitt at denne informasjonen ikke er obligatorisk. Men bruker mister inntastet informasjon ved å forlate skjemaet og obligatoriske felt er ikke godt merket, gir derfor trekk. Finner ikke informasjon om manuell anmeldelse. Finner generell informasjon om klage. Gir poeng da den også omhandler klage på etterforskning. Finner ikke informasjon om saksgang ut over bekreftelse. Men står at dette vil komme i brev."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,2. Tjenesten er troverdig,2.4,Brukeren får bekreftelse på innsending av opplysninger,0,2,"Finner ikke tidsstempel, kontaktinformasjon, informasjon om innsynsrett (Relevant? straffeprosessloven?)"
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,2. Tjenesten er troverdig,2.5,Brukeren har mulighet til å gi tilbakemelding,0,3,"Kan være profilering av sosiale medier kan svekke tilliten, på den andre siden kan publikum være til hjelp i etterforskningen og sosiale media kan være en egnet kanal."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,3. Tjenesten er trygg å bruke,3.1,Tjenesten ivaretar hensyn til personvern,0,2,Finner ingen personvernerklæring. Informasjonsplikt knyttet til cookies brukt for analyseformål. _ga og _gat.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,3. Tjenesten er trygg å bruke,3.2,Tjenesten benytter en anerkjent innloggingsløsning,1,1,"Innlogging bør bare brukes der det er strengt tatt nødvendig. Ikke nødvendig her, så ok."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,3. Tjenesten er trygg å bruke,3.3,Sensitiv informasjon er kryptert,4,4,"Automatisert test: A-. SSL 3, insecure."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,4. Tjenesten virker (fungerer godt),4.2,Tjenesten er optimalisert for god ytelse og rask nedlasting,2,2,Størrelse 17.10.14: 173.7K. Grade B
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,4. Tjenesten virker (fungerer godt),4.3,Tjenesten kan brukes på mobile enheter,0,4,Ikke tilpasset mobil.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,4. Tjenesten virker (fungerer godt),4.4,Funksjonalitet og innhold er oppdatert,1,2,"I informasjonssiden opplyses det om feltet 'politidistrik', finner ikke dette feltet. Misforhold mellom informasjon og skjema."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,4. Tjenesten virker (fungerer godt),4.5,Alt innhold er korrekt kodet,2,7,"Ingen semantisk koding av tekst i skjema. Ok på informasjonsside. Html-validering: 4 errors, 2 warnings. Informasjonssiden validerer."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,4. Tjenesten virker (fungerer godt),4.6,Tidsbegrensning blir varslet for alle brukere,2,2,Ikke tidsstyrt.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.1,Det er enkelt å orientere seg innenfor tjenesten,4,4,Kun ett steg. Dette kommer frem ved 'Send anmeldelse'-knappen nederst.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.2,Tjenesten fremstår som logisk og ryddig,8,8,I tvil pga av feilmelding. Det er ikke lett å skille ut feilmeldinger fordi disse er ledetekster merket med rødt. Men dette trekkes i 6.1.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.3,Tjenestens enkeltelementer er konvensjonelt utformet,5,6,"Angående feltenes størrelse: i tvil siden eks postnr er like stort som poststed. Men gir poeng. Angående benevning: usikker. Står i informasjonstekst, men kunne vært skilt ut som permanent informasjon tilknyttet feltet."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.4,Det viktigste er fremhevet,2,4,'Send anmeldelse'. Ok. Angående informasjon: usikker. Mye vesentlig informasjon gjemmes i informasjonstekstene.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.5,Innholdet er uttrykt i et godt språk,3,5,"Hjelpetekster: Godkjent – under tvil. Alle felt har hjelpetekster, men mange av dem er overflødige fordi de ikke tilfører noe. Noen steder burde hjelpeteksten derfor vært flyttet ut i selve tjenesteteksten, for eksempel som overskrifter. Forståelig tekst: Ikke godkjent - ord som 'det straffbare forhold', 'bopel', 'fornærmede' og 'gjerningssted' hører til i en politidiskurs og bør forklares i tekster som møter vanlige brukere. Tjenesten har en uryddig struktur med mye overlapping og gjentakelser av spørsmål og informasjon. Ikke bruk stor forbokstav i oppramsinger. Skriv forkortelser helt ut (som helse- og omsorgsinstitusjoner i stedet for Helse- omsorg inst og fødselsnummer/personnummer). Teksten preges av skrivefeil, tegnsettingsfeil og slurvefeil. Informasjonsteksten (https://www.politi.no/tjenester/anmeld_et_forhold/) er også for avsenderorientert. Obligatoriske felt: Godkjent - obligatoriske felt er markert med stjerne. Dette er en konvensjonell måte å markere obligatoriske felt, men det bør være informasjon om denne markeringen. Det er vanskelig å forstå hvorfor enkelte felter er obligatoriske, som feltet om postnummer på gjerningsstedet og feltene om forsikringsselskap og polise."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.6,Innholdet presenteres på flere språk og målformer,0,5,Tjenesten er kun på bokmål. Ingen informasjon på annet språk.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.7,Teknologien brukes for å forenkle oppgaveløsningen,1,3,"Tjenesten er delvis smart ved å sortere ut brukere som har blitt utsatt for vold og trusler tidlig. Kunne vært bedre med tanke på kontroll underveis, eks burde det være umulig å velge dato fram i tid for anmeldelse."
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.8,Tjenesten har forhåndsutfylte felter,3,3,Anses som ikke relevant.
19062,Anmeldelse - Politiet,https://www.politi.no/anmeldelse/tyveri-fra-person,5. Tjenesten er enkel å bruke for alle,5.9,Brukeren mister ikke registrerte opplysninger,1,3,'Avbryt' gir ingen advarsel (lsiden blir blank?) Heller ikke ved lukking av skjema.
