"nummer";"departement";"organisasjon";"innleggsdato";"tittel";"problemtype-kategori_regelverk";"problemtype-kategori_prosedyre";"problemtype-kategori_rapporteringskrav";"problemtype-kategori_aktivitetskrav";"problemtype-kategori_it-løsning";"problemtype-kategori_annet";"problemtype_beskrivelse";"opplevelse-internt-kategori_effektivitet";"opplevelse-internt-kategori_unødvendig";"opplevelse-internt-kategori_dobbeltarbeid";"opplevelse-internt-kategori_tid";"opplevelse-internt_beskrivelse";"opplevelse-brukere-kategori_kvalitet";"opplevelse-brukere-kategori_tid";"opplevelse-brukere-kategori_manuell";"opplevelse-brukere-kategori_missforståelser";"opplevelse-brukere_beskrivelse";"omfang";"omfang_beskrivelse";"tiltak-kategori_regelverk";"tiltak-kategori_prosedyre-arbeidsprosess";"tiltak-kategori_rapporteringskrav";"tiltak-kategori_aktivitetskrav";"tiltak-kategori_ansvarsfordeling";"tiltak-kategori_ikt-løsninger";"tiltak-kategori_annet";"tiltak_beskrivelse"
"926";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"Krav fra NAV";"true";"true";"false";"false";"false";"true";"5a. Refusjon av sykepenger - fritak fra arbeidsgiverperiode\r\n5b. Refusjon av sykepenger - arbeidsfordeling\r\n";"true";"true";"true";"false";"";"true";"true";"true";"true";"";"";"";"true";"true";"false";"false";"true";"true";"false";"5a. Refusjon av sykepenger - fritak fra arbeidsgiverperiode: Ved langvarig eller kronisk sykdom gis virksomheten fritak for arbeidsgiverperioden, og skal ha refundert sykepenger fra NAV fra første dag fravær. NAV stiller krav om ny bekreftelse fra arbeidsgiver ved hvert eneste fravær den ansatte har, som oppleves som unødvendig og ressurskrevende. Vi viser til skjema NAV 08-20.12, som arbeidsgiver må undertegne, stemple og sende inn manuelt. Skjemaet inneholder også et unødvendig felt der den ansatte må erklære at han/hun har vært borte fra arbeidet og signere på det. Dette bør være unødvendig ut fra at fraværet allerede er innmeldt, og medfører mye korrespondanse og manuell saksbehandling. Forslag til tiltak: Gjennomgang, forenkling og digitalisering av NAVs krav og rutiner for fritak av arbeidsgiverperiode.\r\n5b. Refusjon av sykepenger – arbeidsfordeling: Den enkelte virksomhet må i dag sende inn refusjonskrav til NAV. NAV har allerede informasjon om sykefraværet, men ikke nødvendige inntektsopplysninger for beregning av refusjon til virksomheten. Med etablering av a-ordningen (samlet rapportering av lønns- og personaldata fra 1.1.2015), vil NAV ha alle nødvendige opplysninger for beregning av refusjoner. Forslag til tiltak: Generering og beregning av refusjonsutbetalinger til virksomhetene overfører til en helhetlig saksbehandling ved NAV.\r\n"
"927";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"a-ordningen";"false";"false";"true";"false";"false";"false";"a-ordningen – yrkeskoder gir merarbeid";"false";"true";"true";"false";"";"false";"false";"true";"false";"";"";"";"false";"false";"true";"false";"false";"false";"false";"A-ordningen – yrkeskoder gir merarbeid: A-ordningen (ny ordning for innrapportering av lønns- og personaldata fra virksomhetene) blir innført 1.1.2015. I den forbindelse vil det bli stilt nye krav om innrapportering av 7-sifret yrkeskode for hver enkelt ansatt, som skal angi hva vedkommende arbeider med, som rapportering til SSB. Det nye kravet vil gi vesentlig merarbeid for statlige virksomheter, og vi stiller spørsmål ved nytteverdien. Vi stiller også spørsmål ved hvor godt gjennomarbeidet oppsettet for yrkeskoder er. Forslag til tiltak: Fjerne krav om rapportering av yrkeskoder i a-ordningen."
"928";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"DBH yrkeskvalifikasjoner";"false";"false";"true";"false";"false";"false";"Rapportering av yrkeskvalifikasjoner til DBH gir merarbeid";"false";"true";"true";"true";"";"false";"false";"true";"false";"";"";"";"false";"false";"true";"false";"false";"false";"false";"Rapportering av yrkeskvalifikasjoner til DBH gir merarbeid: Dette gjelder EU-direktiv for gjensidig godkjenning av yrkeskvalifikasjoner til akademiske stillinger, som virksomhetene årlig skal rapportere til Database for statistikk om høgre utdanning. Data omfatter statsborgere fra EØS-land som har sine kvalifikasjoner fra annet EØS-land enn Norge. I praksis innebærer kravet at det må gjøres en detaljert rapportering av søkere som blir funnet kvalifisert til en akademisk stilling, men ikke nødvendigvis får den stillingen de er vurdert i forhold til. Dersom stillingen er lyst ut med alternative stillingskategorier, skal det rapporteres hvilket nivå den enkelte er funnet kvalifisert for. Rapporteringen innebærer manuell gjennomgang av alle tilsettingssaker, og mye arbeid for virksomheten og underliggende enheter. Forslag til tiltak: Fjerne krav om rapportering av yrkeskvalifikasjoner."
"929";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"DBH kompetanseheving";"false";"false";"true";"false";"false";"false";"Rapportering av kompetanseheving for faglige ansatte til DBH gir merarbeid";"false";"true";"true";"true";"";"false";"false";"true";"false";"";"";"";"false";"false";"true";"false";"false";"false";"false";"Rapportering av kompetanseheving for faglige ansatte til DBH gir merarbeid: dette gjelder krav om årlig rapportering til Database for statistikk om høgre utdanning om faglige ansatte ved universiteter og høgskoler som følger mastergrads- eller doktorgradsprogrammer, men ikke er stipendiater. Innhenting av data må gjøres manuelt, og vi ser ikke at nytteverdien står i rimelig forhold til ressursinnsatsen. Forslag til tiltak: Fjerne krav om rapportering av kompetanseheving for faglig ansatte."
"930";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"Koordinering av rapportering til KD (og andre instanser) angående FOU";"false";"false";"true";"false";"false";"false";"Vi opplever at rapporteringene etterspør en del av den samme informasjonen, men på en inkompatibel måte. Når det brukes ulike måleenheter blir vi sittende å regne om det vi allerede har rapportert inn i en tidligere rapportering. Dette gjelder spesielt rapportering på FoU (DBH og NIFU). \r\n";"true";"true";"true";"true";"";"true";"true";"true";"false";"";"";"";"false";"false";"true";"false";"true";"false";"false";"Det bør være en samordning i rapporteringen til NIFU, DBH, Cristin, NFR, FS (studentadministrative systemet) og Kunnskapsdepartementet.\r\nInstitusjonene rapporterer FoU- data til flere instanser (dobbeltrapportering): i) Kunnskapsdepartementet gjennom DBH II),  FoU-statistikk til Forskningsrådet og NIFU iii) og i tillegg er det enheter som til andre departementet (eksempel Kulturdepartementet via Kulturrådet).  Videre er det også viktig at det ikke etterspør informasjon som ikke skal benytte eller at det etableres flere sett indikatorer for å måle det samme. Vi ber om en generell gjennomgang av alle variablene i rapportene som sendes inn,  og at variabler som ikke er i bruk fjernes og at dette arbeidet koordineres med andre instanser/institusjoner. Vi ønsker oss bedre informasjonsutveksling mellom departement/institusjoner for å slippe dobbeltrapportering. NIFU må bl a samordne sin rapporteringsmaler med sektoren for øvrig for å unngå manuelle sammenstillinger av data med dårlig kvalitet\r\n"
"931";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"Klar hjemmel for å avvise søkere fra utlandet";"true";"false";"false";"false";"false";"false";"Vi har de siste år sett en dramatisk økning av søkere fra utlandet til engelskspråklige masterprogram til alle universiteter og høyskoler i Norge.  Det er et stort arbeid knyttet til behandling av disse søknadene der størstedelen kommer fra land der det av forskjellige grunner er problemer knyttet til søknadene (dokumentasjonsproblematikk). UiT har ikke faglig samarbeid med de landene som topper søkerlisten, Pakistan, Nepal, Nigeria, Iran, Bangladesh og Kamerun.  De vil heller ikke inngå i vårt strategiske satsningsområde.  Så langt har det ikke vært enkelt å kutte ut enkelte land da det kan oppfattes som diskriminering.  ";"true";"false";"false";"true";"";"true";"false";"false";"true";"";"";"";"true";"true";"false";"false";"false";"false";"false";"Utarbeide regelverk som gir universitetene hjemmel til å kunne avvise søkere fra land som ikke ligger innenfor prioriterte satsningsområder.  "
"932";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"DBH-rapportering av studieprogramdata";"false";"false";"true";"false";"false";"false";" DBH-rapportering Innrapportering av studieprogramdata og kommentarer til endring i studiepoengproduksjonen";"true";"true";"false";"true";"";"true";"false";"true";"false";"";"";"";"false";"true";"true";"false";"false";"false";"false";"I Felles Studentsystem (FS), er man av tekniske grunner nødt til å opprette studieprogram for alle studietilbud vi har. Dette gjelder også for studietilbud som bare består av et emne og som ikke utgjør en grad. DBH skiller ikke mellom store og små studieprogram når vi er bedt om å kommentere endringer i studiepoengproduksjonen. Dette medfører at vi må utarbeide kommentarer for små program. Forslag til løsning vil være å fjerne kommentarene på programnivå og be institusjonene kun kommentere på endringer finansieringskategorinivå."
"933";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"Nasjonal samordning av søkere til engelskspråklige studieprogram";"false";"true";"false";"false";"false";"false";"Grunnet stor økning i antall søkere til engelskspråklige gradsprogram de siste fem år, nedlegges det et stort arbeid i seleksjon og opptak av kvalifiserte søkere.  Den store innsatsen og bruk av ressurser for opptak av et lite antall studenter hvert år kan vanskelig fortsette.  Mange søker til flere institusjoner, og det nedlegges samme arbeidsinnsats ved andre UH-institusjoner.  UiT er kjent med det pågående arbeid for nasjonal samordning av denne kategorien søkere og håper at arbeidet gis prioritet.";"true";"false";"true";"false";"";"true";"true";"false";"true";"";"";"";"false";"true";"false";"false";"true";"false";"false";"UiT er kjent med det pågående arbeid for nasjonal samordning av denne kategorien søkere og håper at arbeidet gis prioritet."
"934";"Kunnskapsdepartementet";"Universitetet i Tromsø";"25.08.2014";"krav til fagmiljø i fellesgradssamarbeid ";"true";"false";"false";"false";"false";"false";"Endring i Studietilsynsforskriften (§7-1 tom 7-4) vedrørende krav til fagmiljø i fellesgradssamarbeid mellom to eller flere institusjoner. ";"true";"true";"false";"false";"";"true";"false";"false";"false";"";"";"";"true";"false";"false";"false";"false";"false";"false";"I dag blir hvert enkelt samarbeidende miljø vurdert hver for seg. Institusjoner som inngår i fellesgradssamarbeidet bør sees som ett fagmiljø i vurdering av om krav til kompetanse er oppfylt. Uten en slik ordning er det vanskelig å se poenget med gradssamarbeidet."
"936";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Reiseregningssystemet i ESS";"false";"true";"false";"false";"true";"false";"Systemet er ustabilt.  Det kan se ut til at det har sammenheng med nettleser som brukes, men problemet er tilbakevendende og oppleves i hele sektoren.  I praksis blir brukere «kastet ut» av systemet når det skrives reiseregninger.   Dette skjer tilsynelatende helt umotivert/uten at bruker gjør noe feil.  Når en bruker er kastet ut av systemet er det ikke mulig å logge på igjen før etter 20-30 minutter, den ansatte har også mistet alt vedkommende hadde registrert. Dette forsinker produksjon av reiseregning, samtidig som det skaper frustrasjon som igjen påvirker initiativ og generell effektivitet.";"false";"true";"true";"true";"";"true";"true";"true";"false";"";"6";"Vanskelig å anslå. I perioder for lønningskontoret daglige henvendelser vedr. dette.  Det ligger 150-200 påbegynte reiseregninger i systemet.  Mange av disse har trolig sammenheng med at bruker er kastet ut av systemet før reiseregningen er ferdig ført.  Ved UIA var det ca 9500 reiseregninger i 2013.  Dersom man tenker seg at hver 20 reiseregninger feiler, vil dette omfatte 475 reiseregninger i året.  475 reiseregninger med 25 minutters ventetid etter utkastelse utgjør minimum 200 timers venting (ca 6 ukesverk).";"false";"false";"false";"false";"false";"true";"false";"Forbedre systemet slik at systemet ikke detter ut mens man jobber med en reiseregning"
"938";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"DFØs kjøreplan utbetaling av lønn og reise";"false";"true";"true";"false";"false";"false";"DFØ er vår leverandør av lønnstjenester og drifter lønnsystemet SAP.  Lønnskjøringer og reisekjøringer gjøres av DFØ for sine kunder i sektoren etter en utarbeidet kjøreplan som gjelder hele året.  Kjøreplanen er detaljert med fastsatte tidspunkt for når bilag skal være ferdig registrert, når kontroller må utføres osv.";"true";"false";"false";"true";"UIA som kunde må forholde seg til denne kjøreplanen og må tilpasse oss den uavhengig av andre gjøremål og oppgaver.  Det betyr at man i perioder må jobbe overtid, og/eller nedprioritere andre oppgaver pga denne kjøreplanen.  Man kunne trolig arbeide mer rasjonelt ved å ha en egen kjøreplan, som var tilpasset i forhold til andre oppgaver, personalsituasjon osv.  Konkret eksempel:\r\nPå bonuslønnsutbetalingen i juni må all registrering være avsluttet 25/6 kl 20.  Dette er en omfattende lønnsproduksjon som hos oss omfatter eksamensvakter, sensorhonorarer osv. Det måtte jobbes mye overtid/lange fleksitidsdager for å bli ferdig til dette tidspunkt. Ved å kontrollere kjøreplanen selv, kunne man trolig utsette denne utlønningen en uke for å kunne ha normale arbeidsdager.\r\n";"false";"false";"false";"false";"";"13";"Omfanget må sees i sammenheng med hvordan man kunne planlagt arbeidet dersom man skulle utarbeide en kjøreplan for året selv.  Da kunne man kanskje redusert antall lønns- og reise kjøringer og tilpasset kjøreplanen i forhold til bemanningen slik at man kunne jobber mer rasjonelt.  Det er vel ikke usannsynlig at man kunne redusert bemanningen i lønnsavdelingen med et kvart årsverk.";"true";"false";"true";"false";"false";"false";"false";"Ved å kontrollere kjøreplanen selv, kunne man trolig utsette denne utlønningen en uke for å kunne ha normale arbeidsdager."
"939";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Brukeradministrasjon i SAP systemet hos DFØ";"true";"true";"false";"false";"false";"false";"I lønnssystemet er det brukere med ulike roller.  Fagbrukere, reiseregningsgodkjennere, ESS-brukere, MSS brukere osv.  For alle endringer i brukerroller må det fylles ut skjemaer som må sendes DFØ.";"false";"true";"true";"true";"Dette er en tidstyv pga at det tar tid å fylle ut skjema, og pga at vi må vente på at DFØ utfører oppdraget.  Totalt sett kan dette sees som dobbearbeid i og med at nye og endrede brukere først må registreres i skjema – så i systemet.";"false";"true";"false";"false";"";"";"Ved UIA fylles det ut mellom 50 og 100 skjemaer i året.  Trolig endringer på 300-400 brukere i systemet.  Normalt gjør DFØ endringer i systemet i løpet av en dag eller to etter at skjema er sendt fra oss, men det kan av og til ta flere dager.";"false";"true";"false";"false";"false";"true";"false";"Burde være et skjermbilde/en transaksjonskode i systemet hvor man registrerte hvilke tilganger en person skal ha og, deretter ble brukeren automatisk opprettet."
"940";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"System for utleggsrefusjoner";"false";"true";"false";"false";"true";"false";"Det finnes pr i dag ikke et elektronisk system som håndterer refusjon av utlegg på en tilfredsstillende måte.  DFØ’s løsning med utleggsrefusjoner i ESS og E-skjema forutsetter at den ansatte har kunnskap om hvilke refusjoner som skal lønnsinnberettes, mva regler osv.  DFØ tilpasser heller ikke systemet til vår kontoplan.  DFØs løsning kan derfor ikke benyttes.  ";"false";"true";"true";"true";"Dette er en tidstyv pga at refusjon av utlegg i dag behandles manuelt ved at de ansatte fyller ut skjema og refusjonene registreres manuelt i Agresso (ca 1600 ved vår institusjon i 2013).  Det vil være mer rasjonelt både for den ansatte og for regnskapskontoret at dette ble håndtert elektronisk.";"false";"true";"true";"false";"";"10";"På en 100% regnskapsstilling ble arbeidet anslått til 20% av arbeidsmengden.  Dette er trolig noe høyt i forhold til reelt arbeid.";"false";"true";"false";"false";"false";"true";"false";"Det vil være mer rasjonelt både for den ansatte og for regnskapskontoret at utleggsrefusjoner ble håndtert elektronisk."
"941";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Kontantstrømanalyse med budsjett i regnskapsavleggelsen";"false";"false";"true";"false";"false";"false";"I forbindelse med regnskapsavleggelsen utarbeides en kontantstrømsanalyse med budsjett. Det kan stilles spørsmål med om noen leser/bruker denne.";"false";"true";"false";"false";"Det kan stilles spørsmål med om noen leser/bruker denne";"false";"false";"false";"false";"";"";"";"false";"false";"true";"false";"false";"false";"false";"Trenger man kontantstrømanalyse med budsjett i regnsapsavleggelsen?"
"942";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Brev fra KD vedr. hvordan regnskap skal føres";"true";"true";"true";"false";"false";"false";"KD sender brev om hvordan regnskapet skal føres i desember - det samme året som det har vært ført, altså på etterskudd.";"true";"false";"false";"false";"Brevet med retningslinjer kommer for sent i forhold til når oppgaven faktisk utføres";"false";"false";"false";"false";"";"";"";"false";"false";"false";"false";"false";"false";"true";"Høre med KD om dette brevet kan sendes tidligere"
"943";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Regionalt miljøprogram";"true";"false";"false";"false";"true";"false";"Arbeidskrevande både for gardbrukar, kommune og fylkesmann.\r\n";"false";"false";"true";"true";"";"false";"true";"true";"false";"";"";"";"true";"false";"false";"false";"false";"false";"false";"Avvikle som eigen ordning. Endra jordarbeiding inn i PT, rest overført ny kommunal ordning med tema Bygningsvern, Kulturlandskap og hydrotekniske tiltak (erstattar SMIL, grøfting) Resten fjernast.\r\n\r\n"
"944";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Konsernregnskap";"false";"false";"true";"false";"false";"false";"Det er forskjellige regnskapsprinsipper, i tillegg til en helt annen mal. Dette gjør at vi har (minst) to forskjellige regnskaper etter forskjellige prinsipper/maler som skal samles i en tredje regnskap med andre prinsipper/maler. ";"true";"false";"false";"false";"Usikker på hvilken mal eller hvilke prinsipper som skal legges til grunn for konsernregnskapet";"false";"false";"false";"false";"";"";"";"false";"true";"false";"false";"false";"false";"false";"Være tydelig på hvilken mal og hvilke prinsipper som er gjeldende for konsernregnskap"
"945";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Foryngeleskontroll og Brekk-kontroll";"false";"false";"true";"true";"false";"false";"Delvis overlapp, uforståeleg for næringsutøvarar og kommune.";"false";"false";"true";"true";"";"false";"false";"false";"false";"";"";"";"false";"false";"false";"false";"false";"false";"true";"Slå saman og lag felles opplegg for begge ordningane"
"946";"Kunnskapsdepartementet";"UNIVERSITETET I AGDER";"25.08.2014";"Statlige Regnskaps Standarder (SRS)";"false";"true";"false";"false";"false";"false";"SRS`ene er vanskelige å lese og kompliserer regnskapene.";"true";"false";"false";"true";"Dette medfører at regnskapene i praksis er lesbare kun for et fåtall av økonomer, og begrenset nytte for styrer og ledere";"false";"true";"false";"false";"";"";"";"true";"true";"false";"false";"false";"false";"false";"Forenkle SRS`ene, ved å beskrive dem på mer brukervennlig måte"
"947";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Sjukeavløysing";"true";"false";"false";"true";"false";"false";"Nært kobla til NAV, manglande kompetanse i kommunane, ";"false";"false";"false";"true";"";"true";"true";"false";"true";"";"";"";"true";"false";"false";"false";"false";"false";"true";"Overføring til NAV.\r\nForenkling, effektivisering"
"948";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Årsrapporten";"false";"false";"true";"true";"true";"false";"Vi rapporterer på tilfeldige detaljer\r\n";"false";"true";"true";"true";"";"false";"false";"false";"false";"";"";"";"false";"false";"true";"false";"false";"true";"false";"Vi ønsker mer reell rapportering på de viktigste arbeidsfeltene.\r\nAll rapportering gjennom årsrapport"
"949";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Verger søker om godtgjørelse";"true";"false";"false";"true";"false";"false";"Verger har rett til godtgjørelse, de må likevel søke, unødvendig";"true";"true";"true";"true";"Når vergene har krav på denne godtgjøringen bør den gå automatisk";"false";"true";"false";"false";"";"";"";"true";"false";"false";"false";"false";"true";"false";"Registrerte verger bør få godtgjøring automatisk"
"950";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - ARVE";"true";"true";"false";"true";"true";"false";"Funksjonalitet får dårlig, får store restanser";"true";"false";"true";"true";"";"true";"false";"false";"false";"";"";"";"false";"false";"false";"false";"false";"true";"false";"Forbedre IKT-løsninger"
"951";"Kunnskapsdepartementet";"UNIVERSITETET I NORDLAND";"25.08.2014";"Arbeidstidsbestemmelsene og registrering av overtid";"true";"true";"false";"false";"false";"false";"Fra 1992 til 2006 var arbeidsgiver og tjenestemannsorganisasjonene enige om en særavtale som regulerte arbeidstiden til de faglige tilsatte i tråd med etablerte og innarbeidete måter å styre og lede undervisnings- og forskerkollegiene på. Etter at særavtalen ble sagt opp av Forskerforbundet ble arbeidstiden på en annen måte enn før en kime til konflikt. Fra 2006 og frem til i dag har nettopp behovet for å finne frem til nye måter å styre tiden til de vitenskapelig ansatte på blitt høyst aktuelt. Utfordringene dette skaper er i særlig grad knyttet til bruk av overtid for vitenskapelig ansatte. Oppgavene og innsatsen til de fagansatte er i stor grad styrt av arbeidsplaner på en måte som ikke harmonerer med overtidsbestemmelsenes krav til nitidig registrering av arbeidstiden. ";"true";"false";"false";"true";"";"false";"false";"true";"true";"";"";"Vanskelig å estimere";"false";"false";"false";"false";"false";"false";"true";"En opplagt løsning på dette problemet vil være en ny særavtale som regulerer arbeidstiden til de ansatte mer i tråd med etablerte måter å styre tiden på i akademia. "
"952";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Regelverk for finansielle interkommunale barnehager";"true";"false";"false";"false";"false";"false";"Det er svært tidkrevende å håndtere regelverket i kommunene og ved klagebehandling hos Fylkesmannen";"false";"false";"false";"true";"Unødvendig komplisert regelverk";"true";"true";"false";"true";"";"";"";"true";"false";"false";"false";"false";"false";"false";"Endre regelverket"
"953";"Kunnskapsdepartementet";"UNIVERSITETET I NORDLAND";"25.08.2014";"Stillingsvern for stipendiater, vit.ass og postdoktor";"true";"false";"false";"false";"false";"false";"Også disse stillingene, som er forstå som rekrutteringsstillinger, inngår i det ordinære telleverket hva innslaget for forsterket stillingsvern angår. I praksis kan dette innebære en form for «yrkesforbud» etter endt stipendiatperiode. I noen tilfeller vil et midlertidig ansettelsesforhold etter endt stipendiatperiode være en hensiktsmessig måte å bygge kompetanse på – både for den ansatte og for institusjonen. Dette hensynet står imidlertid i motstrid til ønsket om å etterleve tjenestemannslovens intensjoner om åpen konkurranse om faste stillinger ved institusjonen. Dette er en tidstyv i den grad ansettelsesprosessene blir forsinket og løsninger som ville vært best for samtlige parter, ikke kan forsvares. \r\n";"true";"false";"false";"false";"Dette er en tidstyv i den grad ansettelsesprosessene blir forsinket og løsninger som ville vært best for samtlige parter, ikke kan forsvares. \r\n";"true";"false";"false";"false";"Hindrer fri konkurranse - få tak i den beste";"";"";"true";"false";"false";"false";"false";"false";"true";"En mulig løsning ville være å nullstille telleverket i forhold til forsterket stillingsvern etter avsluttet ansettelsesforhold i rekrutteringsstillinger. "
"954";"Kunnskapsdepartementet";"UNIVERSITETET I NORDLAND";"25.08.2014";"Uklarheter i forskrift om opprykk i undervisnings- og forskningsstillinger";"true";"false";"false";"false";"false";"true";"Språket i denne forskriften oppleves som uvanlig tungt, og myndighetsforholdene som angis i forskriften er til dels uklar. Eksempelvis heter det i § 2-3 punkt 5 at det ikke skal oppnevnes sakkyndig komite hvis søker har doktorgrad, samtidig som punkt 8 sier at institusjonen administrativt skal tildele kompetansen på bakgrunn av sakkyndig utvalgs konklusjon. Dette representerer en motsigelse som krever lokale retningslinjer og avklaringer. ";"true";"false";"false";"false";"Forskriften gir institusjonen ingen hjemmel for «siling» av søkere til stilling før oversendelse til sakkyndig bedømmelse. Dette innebærer ofte håndtering av en stor mengde søknadspapirer fra søkere som opplagt ikke fyller formalkravene.";"false";"false";"false";"false";"";"";"Vanskelig å estimere - varierere med antall stillingsutlysninger";"true";"true";"false";"false";"false";"false";"false";"En løsning vil være en revisjon av forskriften med sikte på tydeliggjøring av myndighetsforhold samt en tilrettelegging for nye «silingsprosesser» tidlig i ansettelsesprosessen. "
"955";"Kommunal- og moderniseringsdepartementet";"FYLKESMANNEN I TELEMARK";"25.08.2014";"FMTE - Behandling av innsynskrav";"false";"false";"false";"false";"true";"false";"Arbeid med innsynssaker, mye arbeid med det, oppleves ikke som en del av embetsoppdraget";"true";"false";"true";"true";"Prosedyre for behandling i ePhorte er veldig tidkrevende";"false";"false";"false";"false";"";"";"";"false";"false";"false";"false";"false";"true";"false";"Brukerne må kunne ta ut dokumentene elv, så lenge de ikke er uoff"
"956";"Kunnskapsdepartementet";"UNIVERSITETET I NORDLAND";"25.08.2014";"Rapportering til DBH: EU-direktiv for gjensidig godkjenning av yrkeskvalifikasjoner";"true";"false";"true";"false";"false";"false";"Direktivet gjelder godkjenning av kvalifikasjoner til akademiske stillinger ved universitet og høgskoler. I praksis omfatter dette søkere som blir funnet kvalifisert for en stilling, men som ikke nødvendigvis behøver å få stillingen de har blitt vurdert i forhold til. Direktivet gjelder statsborgere fra EØS-land som har sine kvalifikasjoner fra et annet EØS-land enn Norge. Norske statsborgere som har sin utdanning fra et annet EØS-land, skal også rapporteres.";"true";"false";"false";"false";"For å kunne rapportere til DBH i henhold til dette direktivet må alle foreliggende kandidatrapporter og kommisjonsrapporter gjennomgås grundig. Dette ettersom disse rapportene i utgangspunktet ikke sier noe om hvorfor søkere med utdanning fra EØS-land ikke er funnet kvalifisert for stillingen. Det behøver ikke nødvendigvis være fordi yrkeskvalifikasjonene ikke er godkjent i Norge. Det kan være andre spesifikke krav i utlysningsteksten som gjør at søkeren ikke er funnet kvalifisert for stillingen.";"false";"false";"false";"false";"";"1";"";"false";"false";"false";"false";"false";"false";"true";"Vi har ingen alternativ løsning på hvordan rapporteringen kan foretas gitt at direktivet skal videreføres i sin nåværende form.  "
"957";"Kunnskapsdepartementet";"UNIVERSITETET I NORDLAND";"25.08.2014";"Rapportering om målbruk i offentlig tjeneste";"false";"true";"false";"false";"true";"false";"Årlig rapporterer UiN til språkrådet om hvor mange tekster i ulike kategorier som foreligger på hver av målformene. Innhentingen av denne informasjonen er krevende ettersom institusjonen ikke kan nytte noen av sine eksisterende systemer til å hente ut denne type data. ";"true";"false";"false";"false";"";"false";"false";"false";"false";"";"1";"Estimert tidsbruk i fellesadministrasjonen er omlag et ukesverk årlig. I tillegg involveres samtlige fakulteter i arbeidet, men dette tidsforbruket er det vanskelig å anslå. ";"false";"false";"false";"false";"false";"true";"false";"En løsning vil være å nytte enklere telleverk basert på automatiserte søk og søkemotorer. "
"960";"Kunnskapsdepartementet";"Kunst- og designhøgskolen i Bergen";"25.08.2014";"Enklere DBH-rapportering";"false";"false";"true";"false";"false";"false";"DBH-rapporteringen er generelt for omfattende. KD må avgrense og konsentrere antall rapporteringspunkter og parametere. ";"true";"true";"false";"true";"";"false";"true";"false";"false";"Tar fokus fra viktigere mål og styringsparametere";"";"";"false";"false";"true";"false";"false";"false";"false";"Redusere antall styringsparametere og rapporteringskrav i DBH."
"962";"Kunnskapsdepartementet";"Vea - Statens fagskole for gartnere og blomsterdekoratører";"25.08.2014";"Offentlige anskaffelser";"true";"true";"true";"false";"false";"false";"Dagens regelverk og prosedyrer for offentlige anskaffelser er alt for komplisert og tar for mye tid og ressurser for organisasjoner på vår størrelse. ";"true";"true";"false";"true";"";"true";"true";"false";"false";"På grunn av vår størrelse har vi  ingen egen innkjøpsavd. Men, det er enkelte som prøver å sette seg inn i regelverket så godt det lar seg gjøre og hjelper andre.";"";"Veldig vanskelig å angi.  Forskjellig fra innkjøp til innkjøp. ";"true";"true";"true";"false";"false";"false";"false";"Må gjøre regelverket og prosedyrene for offentlig anskaffelser mye enklere. Vi antar at den enkelte enhet selv er interessert i å få mest mulig ut av pengene."
"963";"Kunnskapsdepartementet";"Kunst- og designhøgskolen i Bergen";"25.08.2014";"Redusere omfanget av rapporting til Rapport og planer (Årsrapport)";"false";"false";"true";"false";"false";"false";"Kravene til rapportering i forbindelse med Rapport og planer er svært omfattende. ";"true";"false";"false";"true";"";"true";"true";"false";"false";"";"";"Mange ansatte er involvert i rapporteringen hvert år.";"false";"false";"true";"false";"false";"false";"false";"Rapporteringen bør reduseres. Gi føringer på omfanget som forventes rapportert. Dette vil sikre at institusjonene må holde fokus på det mest sentrale.  "
