virksomhetsomraade,art,art_tekst,ansvar,ansvar_tekst,tjeneste_nr,tjeneste_tekst,prosjekt,prosjekt_tekst,fri_dim,fri_dim_tekst,beloep
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,355500,ST. JOHANNES SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-2880000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,355500,ST. JOHANNES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,519000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,355500,ST. JOHANNES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,150000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,355600,SPAREKASSENS ALDERSHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,13823000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,355600,SPAREKASSENS ALDERSHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-3072000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,355600,SPAREKASSENS ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,,,611000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,355600,SPAREKASSENS ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,220000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,355700,ST. PETRI ALDERSHJEM,25350,ALDERSHJEM,,,,,10333000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,355700,ST. PETRI ALDERSHJEM,25350,ALDERSHJEM,,,,,1090000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,355700,ST. PETRI ALDERSHJEM,25350,ALDERSHJEM,,,,,1610000
Alders- og sykehjem,11200,ANDRE DRIFTSUTGIFTER,355700,ST. PETRI ALDERSHJEM,25350,ALDERSHJEM,,,,,3200000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,355700,ST. PETRI ALDERSHJEM,25350,ALDERSHJEM,,,,,-5759000
Alders- og sykehjem,11950,KOMMUNALE AVGIFTER,355700,ST. PETRI ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,,,80000
Alders- og sykehjem,11801,STRØM,355700,ST. PETRI ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,250000
Alders- og sykehjem,11820,FYRINGSOLJE OG FYRINGSPARAFIN,355700,ST. PETRI ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,100000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,355700,ST. PETRI ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,87000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,355700,ST. PETRI ALDERSHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-87000
Alders- og sykehjem,13711,TILSKUDD ALDERSHJEM,355800,ALDERS HVILE,25350,ALDERSHJEM,,,,,21931000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,355800,ALDERS HVILE,25350,ALDERSHJEM,,,,,-8447000
Alders- og sykehjem,13711,TILSKUDD ALDERSHJEM,355800,ALDERS HVILE,26100,INSTITUSJONSLOKALER,,,,,1500000
Alders- og sykehjem,16032,BETALING DAGSENTEROPPHOLD ELDRE,386000,HAUGÅSTUNET SYKEHJEM,23440,DAGTILBUD,,,,,-1108000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,36858000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,3892000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,5745000
Alders- og sykehjem,13812,RENHOLD UTFØRT AV FORETAK,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,70000
Alders- og sykehjem,15900,AVSKRIVNINGER,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,276000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-10559000
Alders- og sykehjem,16022,BETALING KORTTIDSOPPHOLD,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-851000
Alders- og sykehjem,13813,VAKTMESTERTJENESTE UTFØRT AV FORETAK,386000,HAUGÅSTUNET SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,75000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25321,ANSATTE NATT,,,,,2256000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,386000,HAUGÅSTUNET SYKEHJEM,25321,ANSATTE NATT,,,,,352000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25321,ANSATTE NATT,,,,,238000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,724000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,386000,HAUGÅSTUNET SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,77000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,386000,HAUGÅSTUNET SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,113000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,5143000
Alders- og sykehjem,11950,KOMMUNALE AVGIFTER,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,210000
Alders- og sykehjem,11801,STRØM,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,533000
Alders- og sykehjem,11820,FYRINGSOLJE OG FYRINGSPARAFIN,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,146000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,170000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-170000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,386000,HAUGÅSTUNET SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,-213000
Alders- og sykehjem,19900,MOTPOST AVSKRIVNINGER,386000,HAUGÅSTUNET SYKEHJEM,86000,MOTPOST AVSKRIVNINGER,,,,,-276000
Alders- og sykehjem,15900,AVSKRIVNINGER,386400,HAUGÅSTUNET KJØKKEN,25310,KJØKKEN,,,,,61000
Alders- og sykehjem,19900,MOTPOST AVSKRIVNINGER,386400,HAUGÅSTUNET KJØKKEN,86000,MOTPOST AVSKRIVNINGER,,,,,-61000
Alders- og sykehjem,16032,BETALING DAGSENTEROPPHOLD ELDRE,387000,BERGÅSTJERN SYKEHJEM,23440,DAGTILBUD,,,,,-738000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,43926000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,4639000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,6848000
Alders- og sykehjem,13812,RENHOLD UTFØRT AV FORETAK,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,45000
Alders- og sykehjem,15900,AVSKRIVNINGER,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,1143000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-5951000
Alders- og sykehjem,16022,BETALING KORTTIDSOPPHOLD,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-1328000
Alders- og sykehjem,13813,VAKTMESTERTJENESTE UTFØRT AV FORETAK,387000,BERGÅSTJERN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,46000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25321,ANSATTE NATT,,,,,2254000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25321,ANSATTE NATT,,,,,237000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,387000,BERGÅSTJERN SYKEHJEM,25321,ANSATTE NATT,,,,,350000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,1925000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,387000,BERGÅSTJERN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,203000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,387000,BERGÅSTJERN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,300000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,6351000
Alders- og sykehjem,11950,KOMMUNALE AVGIFTER,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,210000
Alders- og sykehjem,11801,STRØM,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,446000
Alders- og sykehjem,11820,FYRINGSOLJE OG FYRINGSPARAFIN,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,107000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,138000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-138000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,387000,BERGÅSTJERN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,-261000
Alders- og sykehjem,19900,MOTPOST AVSKRIVNINGER,387000,BERGÅSTJERN SYKEHJEM,86000,MOTPOST AVSKRIVNINGER,,,,,-1143000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,387700,BERGÅSTJERN  NYBYGG AVD. 2,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,2898000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,387700,BERGÅSTJERN  NYBYGG AVD. 2,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,227000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,387700,BERGÅSTJERN  NYBYGG AVD. 2,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,440000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,387900,BERGÅSTJERN  NYBYGG KAFE,25310,KJØKKEN,,,,,430000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,387900,BERGÅSTJERN  NYBYGG KAFE,25310,KJØKKEN,,,,,47000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,387900,BERGÅSTJERN  NYBYGG KAFE,25310,KJØKKEN,,,,,70000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,23952000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,2532000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,3738000
Alders- og sykehjem,11200,ANDRE DRIFTSUTGIFTER,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,200000
Alders- og sykehjem,13812,RENHOLD UTFØRT AV FORETAK,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,285000
Alders- og sykehjem,15900,AVSKRIVNINGER,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,63000
Alders- og sykehjem,16022,BETALING KORTTIDSOPPHOLD,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-2127000
Alders- og sykehjem,13813,VAKTMESTERTJENESTE UTFØRT AV FORETAK,388000,MOSHEIM SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,35000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,388000,MOSHEIM SYKEHJEM,25321,ANSATTE NATT,,,,,1271000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,388000,MOSHEIM SYKEHJEM,25321,ANSATTE NATT,,,,,198000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,388000,MOSHEIM SYKEHJEM,25321,ANSATTE NATT,,,,,134000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,388000,MOSHEIM SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,1606000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,388000,MOSHEIM SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,170000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,388000,MOSHEIM SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,250000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,2102000
Alders- og sykehjem,11950,KOMMUNALE AVGIFTER,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,70000
Alders- og sykehjem,11801,STRØM,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,388000
Alders- og sykehjem,11820,FYRINGSOLJE OG FYRINGSPARAFIN,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,44000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,108000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-108000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,388000,MOSHEIM SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,-87000
Alders- og sykehjem,19900,MOTPOST AVSKRIVNINGER,388000,MOSHEIM SYKEHJEM,86000,MOTPOST AVSKRIVNINGER,,,,,-63000
Alders- og sykehjem,16032,BETALING DAGSENTEROPPHOLD ELDRE,389000,BLIDENSOL SYKEHJEM,23440,DAGTILBUD,,,,,-604000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,389000,BLIDENSOL SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,64257000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,389000,BLIDENSOL SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-9983000
Alders- og sykehjem,16022,BETALING KORTTIDSOPPHOLD,389000,BLIDENSOL SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-319000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,389000,BLIDENSOL SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,1709000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,389000,BLIDENSOL SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,760000
Alders- og sykehjem,13711,TILSKUDD ALDERSHJEM,395400,FRUE GAMLEHJEM,25350,ALDERSHJEM,,,,,11061000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,395400,FRUE GAMLEHJEM,25350,ALDERSHJEM,,,,,-3839000
Alders- og sykehjem,16032,BETALING DAGSENTEROPPHOLD ELDRE,396000,VÅGEDALEN SYKEHJEM,23440,DAGTILBUD,,,,,-738000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,28259000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,2984000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,4405000
Alders- og sykehjem,13812,RENHOLD UTFØRT AV FORETAK,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,50000
Alders- og sykehjem,15900,AVSKRIVNINGER,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,87000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-10367000
Alders- og sykehjem,13813,VAKTMESTERTJENESTE UTFØRT AV FORETAK,396000,VÅGEDALEN SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,58000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,396000,VÅGEDALEN SYKEHJEM,25321,ANSATTE NATT,,,,,1271000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,396000,VÅGEDALEN SYKEHJEM,25321,ANSATTE NATT,,,,,198000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,396000,VÅGEDALEN SYKEHJEM,25321,ANSATTE NATT,,,,,134000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,396000,VÅGEDALEN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,311000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,396000,VÅGEDALEN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,33000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,396000,VÅGEDALEN SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,49000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,2814000
Alders- og sykehjem,11950,KOMMUNALE AVGIFTER,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,90000
Alders- og sykehjem,11801,STRØM,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,437000
Alders- og sykehjem,11820,FYRINGSOLJE OG FYRINGSPARAFIN,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,5000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,110000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-110000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,396000,VÅGEDALEN SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,-116000
Alders- og sykehjem,19900,MOTPOST AVSKRIVNINGER,396000,VÅGEDALEN SYKEHJEM,86000,MOTPOST AVSKRIVNINGER,,,,,-87000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,397000,BOGANES SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,54384000
Alders- og sykehjem,16021,BETALING LANGTIDSOPPHOLD,397000,BOGANES SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-12286000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,397000,BOGANES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,4951000
Alders- og sykehjem,11801,STRØM,397000,BOGANES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,2208000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,397000,BOGANES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,552000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,397000,BOGANES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-552000
Alders- og sykehjem,11901,INTERN LEIE AV LOKALER OG GRUNN,397000,BOGANES SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,-204000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,30000S,SENTRALT SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,56071000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,30000S,SENTRALT SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,11700000
Alders- og sykehjem,14900,ORDINÆR RESERVEKONTO (KUN BUDSJETT),30000S,SENTRALT SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,1149000
Alders- og sykehjem,17103,FERIEPENGER AV SYKEPENGER,30000S,SENTRALT SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-593000
Alders- og sykehjem,17104,FERIEPENGER AV FORELDREPENGER,30000S,SENTRALT SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-258000
Alders- og sykehjem,13500,KJØP FRA KOMMUNER,30000S,SENTRALT SYKEHJEM,25308,SYKEHJEMSOPPHOLD I SPANIA,,,,,4249000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,30000S,SENTRALT SYKEHJEM,25333,INSTITUSJONSLEGE,,,,,120000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,30000S,SENTRALT SYKEHJEM,25454,BOFELLESSKAP ELDRE,,,,,40762000
Alders- og sykehjem,18500,OVERFØRING FRA (ANDRE) KOMMUNER,30000S,SENTRALT SYKEHJEM,25600,TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE,,,,,-2751000
Alders- og sykehjem,14900,ORDINÆR RESERVEKONTO (KUN BUDSJETT),30000S,SENTRALT SYKEHJEM,25600,TILBUD OM ØYEBLIKKELIG HJELP DØGNOPPHOLD I KOMMUNENE,,,,,2751000
Alders- og sykehjem,11801,STRØM,30000S,SENTRALT SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,-1935000
Alders- og sykehjem,11801,STRØM,30000S,SENTRALT SYKEHJEM,26100,INSTITUSJONSLOKALER,,,S100,STRØM,1935000
Alders- og sykehjem,13710,TILSKUDD SYKEHJEM,30000S,SENTRALT SYKEHJEM,26100,INSTITUSJONSLOKALER,,,,,1935000
Alders- og sykehjem,10100,LØNN FAST ANSATTE,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,15931000
Alders- og sykehjem,10900,PENSJONSDEL  KOMMUNALT ANSATTE,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,1682000
Alders- og sykehjem,10990,ARBEIDSGIVERAVGIFT,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,2483000
Alders- og sykehjem,11200,ANDRE DRIFTSUTGIFTER,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,2254000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,58000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,-58000
Alders- og sykehjem,17901,ABI UTFØRER (MOTPOST 12901),3000AS,ABI INNTEKTER SYKEHJEM,23440,DAGTILBUD,,,,,-22350000
Alders- og sykehjem,10201,VIKAR V/SYKEFRAVÆR M/REF,3000AS,ABI INNTEKTER SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,14500000
Alders- og sykehjem,17101,REF. SYKEPENGER,3000AS,ABI INNTEKTER SYKEHJEM,25300,HELSE- OG OMSORGSTJENESTER I INSTITUSJON,,,,,-14500000
Alders- og sykehjem,10201,VIKAR V/SYKEFRAVÆR M/REF,3000AS,ABI INNTEKTER SYKEHJEM,25454,BOFELLESSKAP ELDRE,,,,,2639000
Alders- og sykehjem,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,3000AS,ABI INNTEKTER SYKEHJEM,25454,BOFELLESSKAP ELDRE,,,,,58000
Alders- og sykehjem,17101,REF. SYKEPENGER,3000AS,ABI INNTEKTER SYKEHJEM,25454,BOFELLESSKAP ELDRE,,,,,-2639000
Alders- og sykehjem,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,3000AS,ABI INNTEKTER SYKEHJEM,25454,BOFELLESSKAP ELDRE,,,,,-58000
Arbeidstreningsseksjonen,10100,LØNN FAST ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27300,ARBEIDSRETTEDE TILTAK I KOMMUNAL REGI,,,,,951000
Arbeidstreningsseksjonen,10900,PENSJONSDEL  KOMMUNALT ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27300,ARBEIDSRETTEDE TILTAK I KOMMUNAL REGI,,,,,67000
Arbeidstreningsseksjonen,10990,ARBEIDSGIVERAVGIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27300,ARBEIDSRETTEDE TILTAK I KOMMUNAL REGI,,,,,145000
Arbeidstreningsseksjonen,17103,FERIEPENGER AV SYKEPENGER,366000,ARBEIDSTRERINGSSEKSJONEN,27300,ARBEIDSRETTEDE TILTAK I KOMMUNAL REGI,,,,,-3000
