tailid;intcode;phone;phonecomment;type
24626;+47;22 07 70 00;fra utlandet;Telefon
24626;+47;800 80 000;;Telefon
24631;+47;55 55 33 33;;Telefon
24636;+47;22 07 70 00;fra utlandet;Telefon
24636;+47;800 80 000;;Telefon
24639;+47;22 07 70 00;fra utlandet;Telefon
24639;+47;800 80 000;;Telefon
24649;+47;22 07 70 00;fra utlandet;Telefon
24649;+47;800 80 000;;Telefon
24650;+47;22 07 70 00;fra utlandet;Telefon
24650;+47;800 80 000;;Telefon
24661;+47;22 07 70 00;fra utlandet;Telefon
24661;+47;800 80 000;;Telefon
24670;+47;55 55 33 33;;Telefon
24672;+47;55 55 33 33;;Telefon
24674;+47;55 55 33 33;;Telefon
24676;+47;55 55 33 33;;Telefon
24681;+47;22 07 70 00;fra utlandet;Telefon
24681;+47;800 80 000;;Telefon
24682;+47;22 07 70 00;fra utlandet;Telefon
24682;+47;800 80 000;;Telefon
24687;+47;22 07 70 00;fra utlandet;Telefon
24687;+47;800 80 000;;Telefon
24688;+47;21 06 83 70;;Telefon
24689;+47;21 06 76 50;;Telefon
24690;+47;21 07 41 00;;Telefon
24694;+47;75 42 64 04;for arbeidsgivere;Telefon
24694;+47;800 33 166;for arbeidssøkere;Telefon
24697;+47;55 55 33 33;;Telefon
24698;+47;02 180;sosial- og boligkontor;Telefon
24698;+47;55 55 33 33;;Telefon
24699;+47;55 55 33 33;;Telefon
24700;+47;55 55 33 33;;Telefon
24701;+47;55 55 33 33;;Telefon
24702;+47;55 55 33 33;;Telefon
24703;+47;55 55 33 33;;Telefon
24704;+47;55 55 33 33;;Telefon
24705;+47;55 55 33 33;;Telefon
24707;+47;55 55 33 33;;Telefon
24708;+47;55 55 33 33;;Telefon
24711;+47;55 55 33 33;;Telefon
24712;+47;55 55 33 33;;Telefon
24713;+47;55 55 33 33;;Telefon
24714;+47;55 55 33 33;;Telefon
24721;+47;55 55 33 33;;Telefon
24722;+47;02 180;sosial- og boligkontor;Telefon
24722;+47;55 55 33 33;;Telefon
24723;+47;55 55 33 33;;Telefon
24725;+47;55 55 33 33;;Telefon
24726;+47;55 55 33 33;;Telefon
24728;+47;55 55 33 33;;Telefon
24729;+47;55 55 33 33;;Telefon
24730;+47;55 55 33 33;;Telefon
24732;+47;55 55 33 33;;Telefon
24733;+47;55 55 33 33;;Telefon
24737;+47;55 55 33 33;;Telefon
24738;+47;55 55 33 33;;Telefon
24742;+47;55 55 33 33;;Telefon
24743;+47;55 55 33 33;;Telefon
24744;+47;55 55 33 33;;Telefon
24746;+47;55 55 33 33;;Telefon
24747;+47;55 55 33 33;;Telefon
24749;+47;55 55 33 33;;Telefon
24750;+47;55 55 33 33;;Telefon
24751;+47;55 55 33 33;;Telefon
24752;+47;55 55 33 33;;Telefon
24754;+47;55 55 33 33;;Telefon
24755;+47;55 55 33 33;;Telefon
24756;+47;55 55 33 33;;Telefon
24757;+47;55 55 33 33;;Telefon
24758;+47;55 55 33 33;;Telefon
24759;+47;55 55 33 33;;Telefon
24760;+47;55 55 33 33;;Telefon
24761;+47;55 55 33 33;;Telefon
24762;+47;55 55 33 33;;Telefon
24763;+47;55 55 33 33;;Telefon
24764;+47;55 55 33 33;;Telefon
24765;+47;55 55 33 33;;Telefon
24766;+47;55 55 33 33;;Telefon
24768;+47;55 55 33 33;;Telefon
24769;+47;55 55 33 33;;Telefon
24770;+47;55 55 33 33;;Telefon
24771;+47;55 55 33 33;;Telefon
24772;+47;55 55 33 33;;Telefon
24773;+47;55 55 33 33;;Telefon
24774;+47;55 55 33 33;;Telefon
24775;+47;55 55 33 33;;Telefon
24776;+47;55 55 33 33;;Telefon
24777;+47;55 55 33 33;;Telefon
24778;+47;02 180;sosial- og boligkontor;Telefon
24778;+47;55 55 33 33;;Telefon
24779;+47;55 55 33 33;;Telefon
24780;+47;55 55 33 33;;Telefon
24781;+47;55 55 33 33;;Telefon
24782;+47;02180;sosial- og boligkontor;Telefon
24782;+47;55 55 33 33;;Telefon
24783;+47;55 55 33 33;;Telefon
24785;+47;55 55 33 33;;Telefon
24786;+47;55 55 33 33;;Telefon
24787;+47;55 55 33 33;;Telefon
24788;+47;55 55 33 33;;Telefon
24789;+47;55 55 33 33;;Telefon
24790;+47;55 55 33 33;;Telefon
24791;+47;55 55 33 33;;Telefon
24792;+47;55 55 33 33;;Telefon
24793;+47;55 55 33 33;;Telefon
24794;+47;55 55 33 33;;Telefon
24795;+47;55 55 33 33;;Telefon
24796;+47;55 55 33 33;;Telefon
24797;+47;55 55 33 33;;Telefon
24800;+47;55 55 33 33;;Telefon
24801;+47;55 55 33 33;;Telefon
24804;+47;55 55 33 33;;Telefon
24805;+47;55 55 33 33;;Telefon
24807;+47;55 55 33 33;;Telefon
24808;+47;55 55 33 33;;Telefon
24810;+47;55 55 33 33;;Telefon
24812;+47;55 55 33 33;;Telefon
24813;+47;55 55 33 33;;Telefon
24814;+47;55 55 33 33;;Telefon
24815;+47;55 55 33 33;;Telefon
24816;+47;55 55 33 33;;Telefon
24817;+47;55 55 33 33;;Telefon
24820;+47;55 55 33 33;;Telefon
24821;+47;55 55 33 33;;Telefon
24822;+47;55 55 33 33;;Telefon
24823;+47;55 55 33 33;;Telefon
24823;+47;92 43 06 60;Rekruttering/omstillin;Telefon
24824;+47;55 55 33 33;;Telefon
24824;+47;93 08 20 97;for arbeidsgivere;Telefon
24826;+47;55 55 33 33;;Telefon
24827;+47;55 55 33 33;;Telefon
24827;+47;924 77 947;markedstelefon for arbeidsgivere;Telefon
24828;+47;55 55 33 33;;Telefon
24828;+47;987 66 030;markedstelefon for arbeidsgivere;Telefon
24829;+47;55 55 33 33;;Telefon
24830;+47;55 55 33 33;;Telefon
24831;+47;55 55 33 33;;Telefon
24832;+47;55 55 33 33;;Telefon
24834;+47;02180;sosial- og boligkontor;Telefon
24834;+47;55 55 33 33;;Telefon
24835;+47;55 55 33 33;;Telefon
24836;+47;55 55 33 33;;Telefon
24837;+47;55 55 33 33;;Telefon
24838;+47;55 55 33 33;;Telefon
24840;+47;02030;;Telefon
24840;+47;915 02030;fra utlandet;Telefon
24841;+47;02030;;Telefon
24841;+47;915 02030;fra utlandet;Telefon
24842;+47;02030;;Telefon
24842;+47;915 02030;fra utlandet;Telefon
24850;+47;02030;;Telefon
24850;+47;915 02030;fra utlandet;Telefon
24851;+47;55 55 33 33;;Telefon
24852;+47;55 55 33 33;;Telefon
24854;+47;55 55 33 33;;Telefon
24855;+47;55 55 33 33;;Telefon
24856;+47;55 55 33 33;;Telefon
24857;+47;55 55 33 33;;Telefon
24860;+47;55 55 33 33;;Telefon
24861;+47;02030;;Telefon
24861;+47;915 02030;fra utlandet;Telefon
24863;+47;02030;;Telefon
24863;+47;915 02030;fra utlandet;Telefon
24865;+47;55 55 33 33;;Telefon
24866;+47;55 55 33 33;;Telefon
24867;+47;55 55 33 33;;Telefon
24868;+47;02030;;Telefon
24868;+47;915 02030;fra utlandet;Telefon
24876;+47;02030;;Telefon
24876;+47;915 02030;fra utlandet;Telefon
24877;+47;02030;;Telefon
24877;+47;915 02030;fra utlandet;Telefon
24880;+47;02030;;Telefon
24880;+47;915 02030;fra utlandet;Telefon
24881;+47;02030;;Telefon
24881;+47;915 02030;fra utlandet;Telefon
24884;+47;02030;;Telefon
24884;+47;915 02030;fra utlandet;Telefon
24886;+47;02030;;Telefon
24886;+47;915 02030;fra utlandet;Telefon
24887;+47;02030;;Telefon
24887;+47;915 02030;fra utlandet;Telefon
24888;+47;02030;;Telefon
24888;+47;915 02030;fra utlandet;Telefon
24889;+47;02030;;Telefon
24889;+47;915 02030;fra utlandet;Telefon
24894;+47;02030;;Telefon
24894;+47;915 02030;fra utlandet;Telefon
24897;+47;02030;;Telefon
24897;+47;915 02030;fra utlandet;Telefon
24898;+47;02030;;Telefon
24898;+47;915 02030;fra utlandet;Telefon
24899;+47;02030;;Telefon
24899;+47;915 02030;fra utlandet;Telefon
24900;+47;02030;;Telefon
24900;+47;915 02030;fra utlandet;Telefon
24902;+47;02030;;Telefon
24902;+47;915 02030;fra utlandet;Telefon
24905;+47;02030;;Telefon
24905;+47;915 02030;fra utlandet;Telefon
24907;+47;02030;;Telefon
24907;+47;915 02030;fra utlandet;Telefon
24909;+47;02030;;Telefon
24909;+47;915 02030;fra utlandet;Telefon
24919;+47;02030;;Telefon
24919;+47;915 02030;fra utlandet;Telefon
24920;+47;02030;;Telefon
24920;+47;915 02030;fra utlandet;Telefon
24921;+47;02030;;Telefon
24921;+47;915 02030;fra utlandet;Telefon
24922;+47;02030;;Telefon
24922;+47;915 02030;fra utlandet;Telefon
24924;+47;02030;;Telefon
24924;+47;915 02030;fra utlandet;Telefon
24925;+47;02030;;Telefon
24925;+47;915 02030;fra utlandet;Telefon
24926;+47;02030;;Telefon
24926;+47;915 02030;fra utlandet;Telefon
24930;+47;02030;;Telefon
24930;+47;915 02030;fra utlandet;Telefon
24931;+47;02030;;Telefon
24931;+47;915 02030;fra utlandet;Telefon
24933;+47;02030;;Telefon
24933;+47;915 02030;fra utlandet;Telefon
24934;+47;02030;;Telefon
24934;+47;915 02030;fra utlandet;Telefon
24938;+47;02030;;Telefon
24938;+47;915 02030;fra utlandet;Telefon
24939;+47;02030;;Telefon
24939;+47;915 02030;fra utlandet;Telefon
24940;+47;02030;;Telefon
24940;+47;915 02030;fra utlandet;Telefon
24942;+47;02030;;Telefon
24942;+47;915 02030;fra utlandet;Telefon
24950;+47;02030;;Telefon
24950;+47;915 02030;fra utlandet;Telefon
24951;+47;02030;;Telefon
24951;+47;915 02030;fra utlandet;Telefon
24952;+47;02030;;Telefon
24952;+47;915 02030;fra utlandet;Telefon
24953;+47;02030;;Telefon
24953;+47;915 02030;fra utlandet;Telefon
24955;+47;02030;;Telefon
24955;+47;915 02030;fra utlandet;Telefon
24962;+47;02030;;Telefon
24962;+47;915 02030;fra utlandet;Telefon
24963;+47;02030;;Telefon
24963;+47;915 02030;fra utlandet;Telefon
24964;+47;02030;;Telefon
24964;+47;915 02030;fra utlandet;Telefon
24965;+47;02030;;Telefon
24965;+47;915 02030;fra utlandet;Telefon
24966;+47;02030;;Telefon
24966;+47;915 02030;fra utlandet;Telefon
24967;+47;02030;;Telefon
24967;+47;915 02030;fra utlandet;Telefon
24969;+47;02030;;Telefon
24969;+47;915 02030;fra utlandet;Telefon
24970;+47;02030;;Telefon
24970;+47;915 02030;fra utlandet;Telefon
24972;+47;02030;;Telefon
24972;+47;915 02030;fra utlandet;Telefon
24974;+47;02030;;Telefon
24974;+47;915 02030;fra utlandet;Telefon
24975;+47;02030;;Telefon
24975;+47;915 02030;fra utlandet;Telefon
24978;+47;23 43 29 15;;Telefon
24989;+47;0 30 12;Infosenteret;Telefon
24989;+47;38 12 00 12;;Telefon
24992;+47;0 30 12;Informasjonssenteret;Telefon
24992;+47;55 57 37 00;;Telefon
24993;+47;0 30 12;inforsenter;Telefon
24993;+47;73 88 43 00;;Telefon
24995;+47;03 012;infosenter;Telefon
24995;+47;77 62 55 00;;Telefon
24996;+47;22 40 00 00;;Telefon
24997;+47;22 40 00 00;;Telefon
24998;+47;0 30 12;Informasjonssenteret;Telefon
24998;+47;69 36 22 00;;Telefon
24999;+47;22 40 00 00;;Telefon
25000;+47;22 40 00 00;;Telefon
25001;+47;22 40 00 00;;Telefon
25004;+47;73 59 79 00;;Telefon
25005;+47;0 30 12;info-telefon;Telefon
25005;+47;22 86 03 00;;Telefon
25007;+47;22 40 00 00;;Telefon
25008;+47;22 40 00 00;;Telefon
25009;+47;22 95 88 00;;Telefon
25010;+47;63 89 80 00;;Telefon
25011;+47;51 50 79 22;;Telefon
25012;+387;33 25 40 00;;Telefon
25013;+256;417 11 20 00;;Telefon
25014;+84;4 3974 8900;;Telefon
25015;+212;5 37 66 42 00;;Telefon
25015;+212;53 7764086;;Telefon
25016;+47;23 30 11 60;;Telefon
25017;+47;69 30 79 00;;Telefon
25018;+47;62 55 03 50;;Telefon
25019;+47;33 35 43 00;;Telefon
25020;+47;23 08 12 00;;Telefon
25021;+244;222 447 522;;Telefon
25021;+244;222 447 922;;Telefon
25022;+47;38 10 51 20;;Telefon
25023;+47;51 84 62 70;;Telefon
25024;+47;55 30 64 70;;Telefon
25025;+47;71 25 06 70;;Telefon
25026;+47;73 53 91 00;;Telefon
25027;+47;75 54 85 50;;Telefon
25028;+47;77 60 39 60;;Telefon
25029;+47;22 40 50 40;;Telefon
25038;+47;32 11 81 00;;Telefon
25038;+47;32 11 85 40;;Telefon
25039;+47;23 31 35 96;;Telefon
25049;+47;32 11 85 70;;Telefon
25056;+47;416 28 971;;Telefon
25057;+47;21 05 11 00;;Telefon
25060;+47;57 83 37 00;;Telefon
25061;+47;73 54 24 00;;Telefon
25062;+47;21 55 80 00;;Telefon
25063;+47;55 69 39 00;;Telefon
25064;+47;77 66 00 35;;Telefon
25071;+47;22 82 46 00;;Telefon
25072;+47;22 99 59 00;;Telefon
25075;+47;32 11 85 10;;Telefon
25076;+47;32 11 87 00;;Telefon
25084;+47;22 24 90 90;;Telefon
25107;+47;08700;;Telefon
25108;+47;23 30 50 00;;Telefon
25109;+47;815 33 370;;Telefon
25113;+47;75 54 20 00;;Telefon
25114;+47;77 60 61 00;;Telefon
25115;+47;78 95 56 00;;Telefon
25117;+47;815 48 222;;Telefon
25122;+47;22 84 18 00;;Telefon
25122;+47;815 48 240;søkerhenvendelser;Telefon
25125;+47;74 13 54 00;;Telefon
25135;+47;69 13 91 40;;Telefon
25136;+47;22 00 25 00;;Telefon
25137;+47;62 51 99 50;;Telefon
25138;+47;61 27 98 30;;Telefon
25140;+47;33 01 89 20;;Telefon
25141;+47;35 58 86 60;;Telefon
25143;+47;38 12 99 70;;Telefon
25144;+47;51 54 51 00;;Telefon
25146;+47;55 55 93 55;;Telefon
25147;+47;57 65 19 40;;Telefon
25148;+47;70 11 64 50;;Telefon
25149;+47;71 19 14 10;;Telefon
25151;+47;73 87 62 70;;Telefon
25152;+47;815 55 045;;Telefon
25157;+47;415 24 213;vakttelefon;Telefon
25157;+47;69 28 94 00;;Telefon
25158;+47;22 70 03 00;;Telefon
25159;+47;22 70 03 00;;Telefon
25160;+47;22 70 03 00;;Telefon
25161;+47;22 70 03 00;;Telefon
25162;+47;22 70 03 00;;Telefon
25163;+47;22 70 03 00;;Telefon
25166;+47;815 55 045;;Telefon
25174;+47;07847;;Telefon
25175;+47;07847;;Telefon
25176;+47;07847;;Telefon
25178;+47;76 96 58 10;;Telefon
25179;+47;73 10 40 00;;Telefon
25180;+47;38 10 60 60;;Telefon
25181;+47;61 14 65 00;;Telefon
25182;+47;23 35 15 00;;Telefon
25183;+47;55 30 09 99;;Telefon
25187;+47;815 55 045;;Telefon
25190;+47;62 88 50 00;;Telefon
25192;+47;40 44 05 50;serivcesenteret;Telefon
25192;+47;81 55 20 27;;Telefon
25193;+47;02800;;Telefon
25193;+47;22 66 90 50;;Telefon
25194;+47;77 62 13 00;;Telefon
25195;+47;75 42 06 00;;Telefon
25196;+47;75 42 00 00;;Telefon
25197;+47;57 84 50 00;;Telefon
25198;+47;61 29 36 00;;Telefon
25200;+47;69 28 91 00;;Telefon
25201;+47;62 42 40 00;;Telefon
25202;+48;22 696 4030;;Telefon
25203;+1;202 333 6000;;Telefon
25203;+47;23 95 42 00;;Telefon
25204;+47;(0043 1) 715 6692;;Telefon
25205;+43;1 715 6692;;Telefon
25205;+47;23 95 37 00;;Telefon
25206;+385;1 6273 800;;Telefon
25206;+47;23 95 49 00;;Telefon
25207;+47;76 18 50 00;;Telefon
25209;+47;72 51 40 00;;Telefon
25210;+47;70 27 29 00;;Telefon
25211;+47;70 04 97 00;;Telefon
25213;+47;69 11 70 00;;Telefon
25215;+47;22 41 00 00;;Telefon
25216;+47;70 05 87 00;;Telefon
25217;+47;56 51 94 00;;Telefon
25217;+47;952 62 060;teknisk vakt;Telefon
25218;+47;56 38 20 00;;Telefon
25219;+47;61 35 25 00;;Telefon
25220;+47;72 53 23 00;;Telefon
25221;+47;70 16 20 00;;Telefon
25221;+47;95 16 20 00;teknisk vakttelefon;Telefon
25224;+47;03003;;Telefon
25225;+47;930 17 240;;Telefon
25226;+47;55 23 66 00;;Telefon
25227;+47;38 07 45 00;;Telefon
25230;+47;64 98 01 00;;Telefon
25231;+47;02800;;Telefon
25231;+47;78 42 80 00;;Telefon
25232;+47;33 34 40 00;;Telefon
25234;+47;71 18 40 00;;Telefon
25235;+47;02800;;Telefon
25235;+47;61 15 13 00;;Telefon
25236;+47;61 34 50 00;;Telefon
25237;+47;61 15 33 00;;Telefon
25238;+47;76 05 60 00;;Telefon
25239;+47;23 21 60 00;;Telefon
25240;+47;75 03 80 00;;Telefon
25241;+47;57 69 82 00;;Telefon
25242;+47;74 39 33 00;;Telefon
25243;+47;23 95 41 00;;Telefon
25243;+370;5 261 00 00;;Telefon
25244;+47;53 65 65 65;;Telefon
25245;+47;35 06 23 00;;Telefon
25246;+47;76 96 72 00;;Telefon
25249;+47;02030;;Telefon
25249;+47;915 02030;fra utlandet;Telefon
25250;+47;37 17 02 00;;Telefon
25251;+47;38 13 72 00;;Telefon
25251;+47;38 13 73 00;Servicetorg;Telefon
25252;+47;22 40 43 50;;Telefon
25253;+47;478 94 500;Teknisk døgnvakt;Telefon
25253;+47;74 04 82 00;;Telefon
25254;+47;70 03 00 00;;Telefon
25255;+47;78 94 33 00;;Telefon
25257;+47;75 10 10 00;;Telefon
25258;+47;75 03 58 00;;Telefon
25275;+47;52 75 01 00;;Telefon
25276;+47;22 99 11 99;;Telefon
25277;+47;02800;;Telefon
25277;+47;73 89 90 90;;Telefon
25278;+47;78 94 23 00;;Telefon
25280;+47;56 59 44 00;;Telefon
25281;+47;37 93 75 00;;Telefon
25282;+47;61 36 94 00;;Telefon
25283;+213;(0)21 946565;;Telefon
25285;+47;37 19 95 00;;Telefon
25286;+47;73 81 59 00;;Telefon
25287;+47;62 48 50 00;;Telefon
25288;+47;75 77 55 00;;Telefon
25289;+47;53 43 70 00;;Telefon
25290;+47;52 75 70 00;;Telefon
25291;+47;33 30 70 80;;Telefon
25292;+47;33 34 81 00;;Telefon
25293;+47;02800;;Telefon
25293;+47;33 34 44 00;;Telefon
25294;+47;66 10 80 00;;Telefon
25295;+47;466 22 777;vakttlf. teknisk;Telefon
25295;+47;53 67 15 00;;Telefon
25296;+47;70 01 75 00;;Telefon
25297;+47;56 52 70 00;;Telefon
25298;+47;55 58 00 00;;Telefon
25299;+47;22 85 50 50;;Telefon
25300;+47;77 64 40 00;;Telefon
25301;+47;72 54 00 00;;Telefon
25302;+47;02800;;Telefon
25302;+47;74 12 10 00;;Telefon
25303;+47;23 21 94 00;;Telefon
25304;+47;62 45 77 00;;Telefon
25305;+47;75 09 58 00;;Telefon
25306;+47;69 82 44 00;;Telefon
25307;+47;22 59 51 00;;Telefon
25308;+47;35 91 70 00;;Telefon
25311;+47;51 77 60 00;;Telefon
25312;+47;24 13 35 00;;Telefon
25313;+47;71 53 24 00;;Telefon
25314;+47;35 08 26 00;;Telefon
25315;+47;76 91 91 00;;Telefon
25316;+47;33 06 78 00;;Telefon
25317;+47;35 07 52 00;;Telefon
25318;+47;23 95 25 00;;Telefon
25318;+81;3 6408 8100;;Telefon
25319;+47;62 49 65 00;;Telefon
25321;+47;77 87 30 00;;Telefon
25322;+47;78 97 74 00;;Telefon
25323;+47;02800;;Telefon
25323;+47;78 97 20 00;;Telefon
25324;+372;62 71000;;Telefon
25325;+47;46 400 200;;Telefon
25326;+98;21 2229 1333;;Telefon
25327;+47;22 86 50 00;;Telefon
25328;+972;3 744 1490;;Telefon
25330;+47;77 87 40 00;;Telefon
25331;+47;77 78 80 00;;Telefon
25333;+47;02800;;Telefon
25333;+47;77 69 85 00;;Telefon
25334;+47;77 79 00 00;;Telefon
25338;+47;22 82 85 00;;Telefon
25338;+47;22 82 85 11;;Telefaks
25338;+47;800 80 039;;Grønt nummer
25339;+47;70 26 80 00;;Telefon
25340;+47;51 74 30 00;;Telefon
25341;+47;24 13 27 04/24 13 64 04;;Telefon
25342;+47;53 49 66 00;;Telefon
25343;+47;62 46 46 00;;Telefon
25344;+47;77 21 28 00;;Telefon
25347;+47;57 87 47 00;;Telefon
25348;+47;70 19 91 00;;Telefon
25349;+47;52 79 22 00;;Telefon
25350;+47;56 32 75 00;;Telefon
25351;+47;71 69 90 00;;Telefon
25352;+47;02800;;Telefon
25352;+47;70 11 87 00;;Telefon
25353;+47;71 65 58 00;;Telefon
25355;+47;53 74 80 00;;Telefon
25356;+47;33 78 01 00;;Telefon
25358;+47;70 24 65 00;;Telefon
25359;+47;38 05 55 55;;Telefon
25360;+47;75 01 50 00;;Telefon
25361;+47;61 12 64 00;;Telefon
25362;+47;61 34 85 00;;Telefon
25363;+47;75 68 50 00;;Telefon
25364;+47;61 29 90 00;;Telefon
25365;+47;62 96 80 00;;Telefon
25366;+47;77 87 50 00;;Telefon
25367;+47;73 86 60 00;;Telefon
25369;+47;63 82 53 00;;Telefon
25370;+47;73 19 95 80;;Telefon
25371;+47;35 58 88 58;;Telefon
25372;+47;62 55 54 40;;Telefon
25373;+47;32 86 99 00;;Telefon
25374;+47;38 14 55 00;;Telefon
25375;+47;22 02 26 00;;Telefon
25376;+47;51 50 12 60;;Telefon
25377;+47;77 64 72 00;;Telefon
25378;+47;73 88 45 00;;Telefon
25379;+47;815 55 045;;Telefon
25380;+47;815 55 045;;Telefon
25381;+47;07800;;Telefon
25381;+47;?+47 74 21 30 00;fra utlandet;Telefon
25382;+47;51 29 91 00;;Telefon
25383;+47;04005;;Telefon
25383;+47;51 50 70 90;fra utlandet;Telefon
25384;+47;02800;;Telefon
25384;+47;51 89 90 00;;Telefon
25385;+47;75 77 88 00;;Telefon
25386;+47;74 16 90 00;;Telefon
25387;+47;24 14 46 00;;Telefon
25388;+47;74 83 35 00;;Telefon
25389;+47;23 95 38 00;;Telefon
25389;+46;8 587 236 00;;Telefon
25390;+47;33 29 50 00;;Telefon
25391;+47;70 27 91 00;;Telefon
25392;+47;55 54 80 00;;Telefon
25393;+47;71 25 80 06;;Telefon
25394;+47;75 51 95 50;;Telefon
25395;+47;51 59 91 60;;Telefon
25406;+47;24 06 70 00;;Telefon
25408;+47;77 66 00 70;;Telefon
25409;+47;38 17 64 40;;Telefon
25416;+47;62 51 98 70;;Telefon
25417;+47;67 16 25 00;;Telefon
25417;+47;67 16 26 00;vakttlf.;Telefon
25430;+47;03 246;;Telefon
25430;+47;40 60 41 00;Fra utlandet;Telefon
25432;+47;22 34 04 00;;Telefon
25433;+47;22 99 55 00;;Telefon
25435;+47;22 89 77 00;;Telefon
25436;+47;24 13 10 00;;Telefon
25439;+47;21 07 19 40;;Telefon
25445;+47;55 58 73 00;;Telefon
25447;+47;33 20 66 00;;Telefon
25449;+47;77 87 01 70;;Telefon
25452;+47;53 45 60 60;;Telefon
25453;+47;70 11 77 50;;Telefon
25454;+47;70 05 44 40;;Telefon
25455;+47;61 02 29 00;;Telefon
25456;+47;62 78 27 00;;Telefon
25457;+47;78 92 64 00;;Telefon
25458;+47;35 12 28 20;;Telefon
25459;+47;61 02 02 00;;Telefon
25460;+47;77 00 20 00;;Telefon
25461;+47;61 02 29 50;;Telefon
25462;+47;78 94 11 60;;Telefon
25463;+47;76 11 30 60;;Telefon
25464;+47;35 06 84 50;;Telefon
25465;+47;62 70 11 50;;Telefon
25469;+47;76 10 90 00;;Telefon
25470;+47;21 93 33 00;;Telefon
25471;+47;69 83 35 00;;Telefon
25472;+47;62 56 20 00;;Telefon
25473;+47;71 25 82 21;;Telefon
25475;+47;75 50 40 50;;Telefon
25477;+47;33 03 06 70;;Telefon
25478;+47;74 19 94 00;;Telefon
25479;+47;57 02 28 60;;Telefon
25480;+47;52 00 46 00;;Telefon
25482;+47;32 73 12 24;;Telefon
25484;+47;33 20 51 60;;Telefon
25485;+47;76 06 86 00;;Telefon
25486;+47;38 79 45 50;;Telefon
25489;+47;74 22 62 00;;Telefon
25490;+47;37 00 04 00;;Telefon
25491;+47;35 54 04 00;;Telefon
25494;+47;61 23 83 10;;Telefon
25495;+47;62 48 55 99;;Telefon
25496;+47;76 96 77 60;;Telefon
25498;+47;75 43 17 40;;Telefon
25499;+47;32 98 90 00;;Telefon
25500;+47;78 42 29 00;;Telefon
25501;+47;53 67 00 80;;Telefon
25502;+47;52 70 14 00;;Telefon
25503;+47;62 55 06 50;;Telefon
25504;+47;69 02 44 00;;Telefon
25506;+47;69 80 60 00;;Telefon
25508;+47;77 77 55 00;;Telefon
25509;+47;61 21 70 00;;Telefon
25510;+47;70 24 40 00;;Telefon
25511;+47;02 180;;Telefon
25512;+47;77 08 95 00;;Telefon
25513;+47;71 54 46 00;;Telefon
25514;+47;72 45 55 55;;Telefon
25515;+47;74 13 82 00;;Telefon
25516;+47;57 62 96 00;;Telefon
25517;+47;57 65 61 00;;Telefon
25520;+47;51 47 06 00;;Telefon
25521;+47;51 65 33 00;;Telefon
25522;+47;57 78 62 00;;Telefon
25523;+47;38 18 33 33;;Telefon
25524;+47;75 43 17 80;;Telefon
25525;+47;73 56 70 00;;Telefon
25526;+47;75 43 17 10;;Telefon
25527;+47;51 49 60 80;;Telefon
25528;+47;63 92 25 00;;Telefon
25529;+47;32 25 05 00;;Telefon
25531;+47;35 90 64 00;;Telefon
25532;+47;64 87 87 00;;Telefon
25534;+47;73 54 26 00;;Telefon
25537;+47;69 19 09 50;;Telefon
25538;+47;32 07 28 50;;Telefon
25564;+47;72 86 72 00;;Telefon
25564;+47;992 47 447;Teknisk vakt;Telefon
25565;+47;66 93 80 00;;Telefon
25566;+47;35 58 10 00;;Telefon
25570;+47;33 41 60 00;;Telefon
25570;+47;33 41 60 02;automatiske sentralbord;Telefon
25572;+47;33 78 70 00;;Telefon
25573;+47;70 02 67 00;;Telefon
25574;+47;51 33 50 00;;Telefon
25574;+47;51 33 60 00;servicekontor;Telefon
25575;+47;478 79 100;teknisk vakt;Telefon
25575;+47;71 27 75 00;;Telefon
25576;+56;(0)2 234 2888;;Telefon
25577;+47;69 02 42 00;;Telefon
25577;+47;69 02 42 16;skifte;Telefon
25578;+47;69 10 80 00;Servicetorget;Telefon
25578;+47;69 11 60 00;;Telefon
25580;+47;52 78 62 00;;Telefon
25581;+47;35 95 70 00;;Telefon
25582;+47;73 81 67 00;;Telefon
25583;+47;57 85 85 00;;Telefon
25584;+47;35 06 51 00;;Telefon
25585;+47;61 70 07 00;;Telefon
25587;+47;02800;;Telefon
25587;+47;77 04 36 00;;Telefon
25590;+47;23 69 01 00;;Telefon
25591;+47;800 80 000;;Telefon
25592;+82;2 727 7100;;Telefon
25592;+47;23 95 53 00;;Telefon
25593;+47;32 71 14 00;;Telefon
25593;+47;90 51 45 90;vakttelefon;Telefon
25594;+47;35 94 25 00;;Telefon
25595;+47;23 95 46 00;;Telefon
25595;+65;6818 2000;;Telefon
25596;+47;38 37 90 00;;Telefon
25597;+47;33 13 44 00;;Telefon
25599;+47;474 68 646;teknisk vakttelefon;Telefon
25599;+47;56 58 74 00;;Telefon
25600;+47;63 83 50 00;;Telefon
25602;+47;75 09 80 00;;Telefon
25603;+47;69 85 91 77;;Telefon
25604;+47;72 41 94 00;;Telefon
25605;+47;76 05 05 00;;Telefon
25606;+47;31 29 60 00;;Telefon
25607;+47;74 33 63 00;;Telefon
25608;+47;69 29 50 00;;Telefon
25608;+47;69 29 50 20;servicetorget;Telefon
25609;+47;23 30 12 00;;Telefon
25610;+47;73 59 65 77;;Telefon
25611;+47;466 15 000;;Telefon
25612;+47;77 17 20 00;;Telefon
25613;+47;75 68 20 00;;Telefon
25615;+47;78 44 84 00;;Telefon
25620;+47;78 48 42 59;;Telefon
